x,N145,N1207,N2125,x,N145,N1207,N2125,x,N145,N1207,N2125
1.08319,-0.111008,-0.159047,-0.180223,1.06629,-0.103795,-0.150888,-0.171459,1.0605,-0.15373,-0.166582,-0.176208
1.09197,-0.114531,-0.163806,-0.184996,1.07439,-0.106576,-0.154789,-0.175489,1.06826,-0.157169,-0.170309,-0.180102
1.101,-0.118445,-0.169021,-0.190157,1.08288,-0.109692,-0.159069,-0.179862,1.07646,-0.16097,-0.174393,-0.184326
1.11022,-0.122671,-0.174431,-0.195476,1.09166,-0.113182,-0.163825,-0.184631,1.08502,-0.165159,-0.17887,-0.188917
1.1196,-0.126971,-0.179518,-0.200384,1.10069,-0.11706,-0.16903,-0.189783,1.09387,-0.16976,-0.183817,-0.19389
1.12911,-0.131629,-0.184748,-0.205427,1.10991,-0.121262,-0.174461,-0.195122,1.10295,-0.174796,-0.18927,-0.199292
1.13871,-0.13655,-0.189832,-0.210241,1.11929,-0.125533,-0.179554,-0.200028,1.11221,-0.180032,-0.194797,-0.204657
1.14839,-0.141785,-0.194565,-0.214594,1.1288,-0.13016,-0.184789,-0.20507,1.12162,-0.185324,-0.200106,-0.209711
1.15814,-0.147315,-0.198437,-0.217894,1.1384,-0.135054,-0.189893,-0.209901,1.13115,-0.190925,-0.205614,-0.214889
1.16793,-0.153215,-0.202505,-0.221489,1.14808,-0.14027,-0.194672,-0.214296,1.14077,-0.196732,-0.211026,-0.219857
1.17777,-0.159508,-0.206917,-0.225571,1.15782,-0.145768,-0.198571,-0.217618,1.15047,-0.202752,-0.215931,-0.224169
1.18764,-0.165925,-0.210084,-0.228375,1.16762,-0.151649,-0.202641,-0.221195,1.16023,-0.209054,-0.220271,-0.227757
1.19753,-0.173117,-0.213242,-0.23077,1.17746,-0.157916,-0.207069,-0.225285,1.17004,-0.215634,-0.224857,-0.231635
1.20745,-0.180414,-0.215865,-0.232615,1.18733,-0.164319,-0.210276,-0.228112,1.17988,-0.222334,-0.229384,-0.235587
1.21738,-0.186987,-0.21814,-0.235579,1.19722,-0.171497,-0.213469,-0.230546,1.18976,-0.229119,-0.233054,-0.238638
1.22733,-0.192354,-0.221896,-0.243117,1.20714,-0.178807,-0.216085,-0.232334,1.19966,-0.236175,-0.236235,-0.24082
1.23729,-0.196996,-0.229271,-0.255514,1.21707,-0.185474,-0.218391,-0.235205,1.20958,-0.242425,-0.238811,-0.24288
1.24725,-0.200867,-0.236229,-0.263838,1.22702,-0.190812,-0.221971,-0.242495,1.21952,-0.24735,-0.241673,-0.246588
1.25722,-0.204517,-0.242451,-0.270082,1.23698,-0.195601,-0.229329,-0.254888,1.22947,-0.251576,-0.2479,-0.256059
1.26676,-0.208017,-0.248221,-0.275828,1.24694,-0.199473,-0.236299,-0.263437,1.23943,-0.254112,-0.255677,-0.265912
1.27635,-0.211365,-0.253592,-0.281253,1.25691,-0.203139,-0.242539,-0.269741,1.24939,-0.258576,-0.263564,-0.27275
1.28602,-0.214511,-0.258539,-0.286285,1.26688,-0.206662,-0.248331,-0.275481,1.25937,-0.263336,-0.27064,-0.279188
1.29576,-0.21756,-0.26323,-0.291137,1.27686,-0.21012,-0.253846,-0.281101,1.26935,-0.268019,-0.276897,-0.285086
1.30555,-0.22029,-0.267418,-0.295478,1.28684,-0.21323,-0.258755,-0.286043,1.27933,-0.272731,-0.282736,-0.290859
1.31538,-0.22294,-0.271426,-0.299695,1.29682,-0.216293,-0.263485,-0.290948,1.28931,-0.277192,-0.287969,-0.296078
1.32524,-0.225461,-0.275213,-0.303711,1.30681,-0.219035,-0.267715,-0.295346,1.2993,-0.281334,-0.292632,-0.300716
1.33513,-0.227856,-0.278803,-0.307556,1.3168,-0.221691,-0.271764,-0.299626,1.30929,-0.285391,-0.297101,-0.30534
1.34503,-0.230156,-0.282245,-0.311274,1.32679,-0.224212,-0.27559,-0.303709,1.31928,-0.289291,-0.301328,-0.30978
1.35495,-0.23235,-0.28554,-0.314879,1.33678,-0.226604,-0.279216,-0.307606,1.32928,-0.293042,-0.305358,-0.314071
1.36489,-0.234453,-0.288718,-0.318402,1.34678,-0.228896,-0.282692,-0.311377,1.33927,-0.297117,-0.309749,-0.318869
1.37484,-0.236477,-0.291799,-0.321865,1.35677,-0.23108,-0.28602,-0.31503,1.34927,-0.300136,-0.312958,-0.32229
1.3848,-0.238425,-0.294794,-0.32528,1.36677,-0.233171,-0.289228,-0.318596,1.35926,-0.303484,-0.316579,-0.326266
1.39477,-0.240301,-0.297713,-0.328653,1.37676,-0.23518,-0.292336,-0.322097,1.36926,-0.306739,-0.320131,-0.330198
1.40474,-0.242121,-0.300577,-0.332013,1.38676,-0.23711,-0.295356,-0.325543,1.37926,-0.309897,-0.323612,-0.334075
1.41472,-0.243887,-0.303392,-0.33536,1.39676,-0.238968,-0.298297,-0.328943,1.38926,-0.312967,-0.327038,-0.337917
1.4247,-0.245604,-0.306165,-0.338702,1.40676,-0.240768,-0.301181,-0.332327,1.39925,-0.315957,-0.330416,-0.341728
1.43469,-0.247279,-0.308906,-0.342043,1.41676,-0.242512,-0.304015,-0.335694,1.40925,-0.318882,-0.333763,-0.345533
1.44468,-0.248917,-0.311619,-0.345385,1.42676,-0.244208,-0.306805,-0.339052,1.41925,-0.321741,-0.337076,-0.349303
1.45467,-0.250524,-0.314305,-0.34873,1.43675,-0.245861,-0.30956,-0.342406,1.42925,-0.324546,-0.340366,-0.35306
1.46466,-0.252101,-0.316964,-0.352071,1.44675,-0.247477,-0.312287,-0.345759,1.43925,-0.327305,-0.343637,-0.356807
1.47465,-0.253612,-0.319601,-0.355434,1.45675,-0.249061,-0.314983,-0.34911,1.44925,-0.330026,-0.346895,-0.360546
1.48465,-0.25505,-0.322199,-0.358766,1.46675,-0.250611,-0.317654,-0.352472,1.45925,-0.332714,-0.350134,-0.364271
1.49465,-0.256438,-0.324772,-0.36212,1.47675,-0.252084,-0.32029,-0.355815,1.46925,-0.335326,-0.353353,-0.367985
1.50464,-0.258077,-0.327609,-0.365716,1.48675,-0.253493,-0.322894,-0.359161,1.47925,-0.337866,-0.356546,-0.371696
1.51464,-0.258637,-0.329514,-0.368696,1.49675,-0.25491,-0.32554,-0.36258,1.48925,-0.340346,-0.359713,-0.375384
1.52464,-0.258545,-0.330948,-0.371375,1.50675,-0.256339,-0.328212,-0.366047,1.49925,-0.342968,-0.363079,-0.379253
1.53463,-0.257952,-0.331952,-0.373676,1.51675,-0.256666,-0.32995,-0.368908,1.50925,-0.345283,-0.366216,-0.383041
1.54463,-0.256909,-0.332478,-0.375493,1.52675,-0.256452,-0.331316,-0.371531,1.51925,-0.346572,-0.368488,-0.386228
1.55463,-0.255341,-0.332425,-0.376687,1.53675,-0.255823,-0.332325,-0.373868,1.52925,-0.347374,-0.370415,-0.38917
1.56463,-0.253376,-0.331968,-0.377322,1.54675,-0.254578,-0.332645,-0.375426,1.53925,-0.347794,-0.372045,-0.391923
1.57419,-0.250891,-0.330856,-0.377527,1.55675,-0.252905,-0.332528,-0.37632,1.54925,-0.347599,-0.372959,-0.393876
1.58378,-0.247233,-0.329353,-0.37888,1.56675,-0.250793,-0.331873,-0.377126,1.55925,-0.346958,-0.373346,-0.39518
1.59337,-0.24136,-0.323148,-0.371639,1.57631,-0.248098,-0.330752,-0.377103,1.56758,-0.345747,-0.373134,-0.395933
1.60295,-0.239529,-0.324028,-0.375632,1.58567,-0.245087,-0.328951,-0.376657,1.57591,-0.343515,-0.372452,-0.397419
1.61256,-0.233938,-0.317417,-0.367319,1.59502,-0.23427,-0.319795,-0.368807,1.58409,-0.339261,-0.368013,-0.392944
1.62219,-0.232707,-0.318459,-0.37151,1.60437,-0.238001,-0.324077,-0.373764,1.59237,-0.338183,-0.368541,-0.395059
1.63184,-0.226941,-0.311489,-0.362939,1.61376,-0.227898,-0.315023,-0.36551,1.60074,-0.334712,-0.364396,-0.390875
1.64151,-0.225379,-0.311601,-0.365593,1.62318,-0.230448,-0.317923,-0.369163,1.60919,-0.333408,-0.364287,-0.391814
1.65118,-0.219884,-0.304567,-0.356938,1.63263,-0.221128,-0.309089,-0.360956,1.61774,-0.329968,-0.359713,-0.386917
1.66087,-0.217869,-0.303438,-0.357608,1.64208,-0.222769,-0.310814,-0.363016,1.62628,-0.328814,-0.359429,-0.387618
1.67056,-0.2138,-0.297935,-0.350416,1.65153,-0.214374,-0.302033,-0.354381,1.63482,-0.325351,-0.354528,-0.382139
1.68026,-0.211988,-0.296574,-0.34982,1.66098,-0.215407,-0.302962,-0.355636,1.64336,-0.324341,-0.353905,-0.38224
1.68998,-0.209036,-0.292083,-0.343573,1.6705,-0.208157,-0.294602,-0.346576,1.65198,-0.321074,-0.348827,-0.376133
1.69972,-0.207477,-0.289586,-0.340081,1.68002,-0.209267,-0.296069,-0.347997,1.6606,-0.320474,-0.348047,-0.375742
1.70947,-0.206241,-0.287117,-0.336789,1.68963,-0.203834,-0.288383,-0.338295,1.66922,-0.31769,-0.34305,-0.369462
1.71923,-0.205059,-0.283644,-0.3309,1.69926,-0.204837,-0.28967,-0.339992,1.67784,-0.317292,-0.341808,-0.367574
1.72899,-0.20531,-0.282695,-0.329204,1.70896,-0.201726,-0.283637,-0.330953,1.68646,-0.316348,-0.339271,-0.363436
1.7388,-0.205349,-0.27964,-0.322268,1.71867,-0.202646,-0.284254,-0.33171,1.69516,-0.315179,-0.336117,-0.357753
1.74862,-0.206768,-0.27962,-0.320875,1.72843,-0.201821,-0.280406,-0.32425,1.70385,-0.315894,-0.335922,-0.357092
1.75846,-0.208507,-0.278451,-0.315421,1.7382,-0.202994,-0.280445,-0.323459,1.7128,-0.315379,-0.332453,-0.349754
1.7683,-0.21082,-0.278725,-0.31309,1.74802,-0.204035,-0.278627,-0.317648,1.72175,-0.317194,-0.333366,-0.349841
1.77816,-0.213797,-0.278731,-0.308741,1.75785,-0.205912,-0.278685,-0.315513,1.73083,-0.318542,-0.331859,-0.34407
1.78803,-0.217086,-0.277957,-0.304122,1.7677,-0.208412,-0.278436,-0.311017,1.73995,-0.320798,-0.3325,-0.342581
1.79791,-0.221023,-0.277426,-0.299297,1.77755,-0.211286,-0.278739,-0.307948,1.74918,-0.323575,-0.332795,-0.338585
1.80781,-0.225782,-0.278141,-0.296023,1.78743,-0.214701,-0.277778,-0.302721,1.7585,-0.326828,-0.333973,-0.336071
1.81772,-0.231416,-0.280043,-0.294094,1.79732,-0.218724,-0.277405,-0.298111,1.76789,-0.330675,-0.335308,-0.332742
1.82764,-0.237906,-0.282977,-0.293268,1.80723,-0.223561,-0.278264,-0.295042,1.77733,-0.334945,-0.336334,-0.329388
1.83757,-0.245229,-0.286745,-0.293306,1.81715,-0.229286,-0.280306,-0.293293,1.78682,-0.33974,-0.336591,-0.324954
1.84751,-0.253112,-0.290603,-0.293358,1.82708,-0.235862,-0.283334,-0.292586,1.79638,-0.345376,-0.33822,-0.322091
1.85745,-0.261352,-0.292872,-0.291479,1.83702,-0.243266,-0.287204,-0.292766,1.80599,-0.351822,-0.341033,-0.320541
1.8674,-0.270351,-0.295883,-0.290443,1.84696,-0.251186,-0.29099,-0.29275,1.81565,-0.359016,-0.344865,-0.320185
1.87735,-0.280146,-0.300037,-0.290837,1.85691,-0.259487,-0.293177,-0.290787,1.82534,-0.366858,-0.349206,-0.320396
1.8873,-0.290424,-0.304981,-0.292279,1.86687,-0.26855,-0.2963,-0.289914,1.83508,-0.375226,-0.353776,-0.320778
1.89726,-0.301741,-0.311445,-0.295262,1.87682,-0.278369,-0.300488,-0.290393,1.84484,-0.383824,-0.357614,-0.320367
1.90722,-0.312459,-0.31796,-0.298821,1.88678,-0.288613,-0.305418,-0.291936,1.85463,-0.392874,-0.36126,-0.319665
1.91718,-0.322245,-0.324279,-0.303137,1.89675,-0.299944,-0.311859,-0.294922,1.86445,-0.403054,-0.366529,-0.320716
1.92714,-0.331782,-0.330832,-0.308191,1.90671,-0.31069,-0.318478,-0.298681,1.87429,-0.413768,-0.372957,-0.323183
1.93711,-0.341603,-0.337771,-0.31341,1.91668,-0.320521,-0.324838,-0.303052,1.8839,-0.423998,-0.379453,-0.32614
1.94707,-0.351135,-0.345307,-0.319584,1.92665,-0.330093,-0.331462,-0.308249,1.89359,-0.433672,-0.386228,-0.329793
1.95704,-0.360273,-0.353397,-0.32685,1.93662,-0.34,-0.338452,-0.313513,1.90334,-0.443098,-0.393538,-0.333916
1.96701,-0.369222,-0.362374,-0.335695,1.94659,-0.349514,-0.346024,-0.319813,1.91312,-0.452218,-0.401849,-0.339486
1.97699,-0.377647,-0.371713,-0.345555,1.95657,-0.35877,-0.354257,-0.327314,1.92292,-0.461178,-0.410943,-0.346278
1.98696,-0.385126,-0.381839,-0.357051,1.96654,-0.367545,-0.363238,-0.336384,1.93274,-0.470307,-0.42094,-0.35405
1.99693,-0.39185,-0.391694,-0.368499,1.97652,-0.376093,-0.372703,-0.346407,1.94256,-0.478811,-0.431865,-0.363897
2.00691,-0.401399,-0.404931,-0.382299,1.9865,-0.383083,-0.382704,-0.358085,1.9524,-0.487216,-0.442975,-0.374044
2.01612,-0.41223,-0.419925,-0.398499,1.99648,-0.390004,-0.392742,-0.369622,1.96224,-0.492501,-0.4534,-0.386316
2.02548,-0.423945,-0.43541,-0.414401,2.00647,-0.398205,-0.404905,-0.38259,1.97209,-0.498138,-0.46514,-0.400758
2.03497,-0.434017,-0.448763,-0.427772,2.01645,-0.410591,-0.421319,-0.400023,1.98195,-0.504494,-0.477052,-0.414918
2.04452,-0.444641,-0.462291,-0.440853,2.02621,-0.423245,-0.437664,-0.416568,1.99182,-0.510162,-0.487602,-0.427445
2.05386,-0.455529,-0.476501,-0.455826,2.03599,-0.433776,-0.451331,-0.430356,2.00169,-0.515762,-0.496711,-0.43655
2.06323,-0.46393,-0.487779,-0.468043,2.04577,-0.444429,-0.46473,-0.443165,2.01156,-0.53055,-0.512741,-0.450726
2.07268,-0.469286,-0.495358,-0.475492,2.05558,-0.455222,-0.478879,-0.45829,2.02144,-0.545339,-0.527861,-0.464521
2.08215,-0.473302,-0.501128,-0.480819,2.06541,-0.462634,-0.48915,-0.469652,2.03135,-0.559913,-0.542167,-0.477904
2.09166,-0.477135,-0.506446,-0.485658,2.07525,-0.467109,-0.495748,-0.475856,2.04127,-0.574244,-0.555798,-0.490952
2.10119,-0.48078,-0.511294,-0.490183,2.08511,-0.471163,-0.50153,-0.48119,2.0512,-0.588222,-0.569425,-0.505059
2.11078,-0.484273,-0.515796,-0.494296,2.09498,-0.475019,-0.506847,-0.486042,2.06114,-0.598896,-0.580237,-0.517599
2.12039,-0.487621,-0.519938,-0.498212,2.10486,-0.478696,-0.511719,-0.490578,2.07109,-0.605325,-0.586044,-0.523627
2.13004,-0.490837,-0.52381,-0.501791,2.11475,-0.482206,-0.516232,-0.494723,2.08105,-0.611389,-0.591288,-0.52922
2.1397,-0.493941,-0.527407,-0.505257,2.12465,-0.485575,-0.520402,-0.498652,2.09101,-0.617219,-0.596239,-0.534408
2.1494,-0.496945,-0.530815,-0.508475,2.13456,-0.488805,-0.524297,-0.502269,2.10097,-0.62283,-0.60091,-0.539373
2.15909,-0.49987,-0.534024,-0.511616,2.14447,-0.49192,-0.527921,-0.505742,2.11094,-0.628254,-0.605411,-0.544029
2.16883,-0.502717,-0.537054,-0.514571,2.1544,-0.494965,-0.531393,-0.509046,2.12092,-0.633494,-0.60971,-0.548528
2.17859,-0.505482,-0.539914,-0.517429,2.16433,-0.497895,-0.53462,-0.512186,2.13089,-0.638581,-0.613899,-0.552771
2.18838,-0.508182,-0.542645,-0.520151,2.17428,-0.500731,-0.537652,-0.515123,2.14087,-0.643511,-0.617932,-0.556898
2.1982,-0.510818,-0.545253,-0.522828,2.18423,-0.503515,-0.54056,-0.518022,2.15086,-0.648333,-0.621914,-0.560835
2.20804,-0.513399,-0.547761,-0.525392,2.19419,-0.5062,-0.543299,-0.520738,2.16084,-0.653062,-0.625811,-0.5647
2.21789,-0.515925,-0.550173,-0.527932,2.20415,-0.508846,-0.54595,-0.523451,2.17083,-0.657682,-0.629609,-0.568367
2.22777,-0.518406,-0.552512,-0.530379,2.21412,-0.511405,-0.548464,-0.526006,2.18082,-0.662189,-0.633321,-0.571938
2.23766,-0.520745,-0.554665,-0.532711,2.22409,-0.513925,-0.550908,-0.528574,2.19081,-0.666627,-0.636981,-0.575367
2.24756,-0.522803,-0.556476,-0.534721,2.23406,-0.516389,-0.553258,-0.531015,2.2008,-0.67098,-0.640587,-0.578756
2.25748,-0.524743,-0.558132,-0.536603,2.24404,-0.518488,-0.555171,-0.533118,2.21079,-0.675275,-0.644149,-0.582011
2.26741,-0.526662,-0.559753,-0.538441,2.25402,-0.520486,-0.556944,-0.535094,2.22079,-0.679498,-0.647671,-0.58525
2.27735,-0.528535,-0.561307,-0.540259,2.264,-0.522437,-0.558641,-0.536979,2.23078,-0.683679,-0.651162,-0.588372
2.28729,-0.530366,-0.562815,-0.542008,2.27399,-0.52431,-0.560247,-0.538843,2.24078,-0.687579,-0.65437,-0.591264
2.29725,-0.532155,-0.564264,-0.54373,2.28397,-0.526138,-0.561788,-0.540602,2.25078,-0.691283,-0.657364,-0.593897
2.3072,-0.533919,-0.565692,-0.545414,2.29396,-0.527939,-0.563291,-0.542377,2.26078,-0.694886,-0.660276,-0.596473
2.31717,-0.535637,-0.567066,-0.547079,2.30395,-0.529702,-0.564753,-0.544084,2.27077,-0.69847,-0.663175,-0.598968
2.32713,-0.53733,-0.568425,-0.548693,2.31394,-0.531419,-0.566159,-0.545775,2.28077,-0.701987,-0.66603,-0.601453
2.3371,-0.539017,-0.56978,-0.550339,2.32394,-0.533108,-0.567543,-0.547414,2.29077,-0.705507,-0.668895,-0.603881
2.34707,-0.540652,-0.571088,-0.551916,2.33393,-0.534787,-0.568919,-0.54908,2.30077,-0.708914,-0.671683,-0.606305
2.35705,-0.542278,-0.572386,-0.553346,2.34392,-0.536414,-0.570244,-0.550676,2.31077,-0.712329,-0.674482,-0.608654
2.36703,-0.543842,-0.573559,-0.554735,2.35392,-0.538015,-0.571551,-0.552283,2.32077,-0.715691,-0.677256,-0.611039
2.377,-0.54537,-0.574652,-0.556113,2.36391,-0.53959,-0.572783,-0.553599,2.33076,-0.719035,-0.680023,-0.61335
2.38699,-0.54685,-0.575705,-0.557344,2.37391,-0.541117,-0.57391,-0.555024,2.34076,-0.722323,-0.682684,-0.615446
2.39697,-0.548313,-0.576679,-0.558565,2.3839,-0.542586,-0.574986,-0.556288,2.35076,-0.7256,-0.685285,-0.617577
2.40695,-0.549733,-0.577662,-0.559761,2.3939,-0.544039,-0.575977,-0.557533,2.36076,-0.728798,-0.687792,-0.619656
2.41694,-0.551157,-0.578609,-0.560749,2.40389,-0.545446,-0.57697,-0.558746,2.37076,-0.731992,-0.690271,-0.621639
2.42692,-0.552506,-0.579523,-0.562136,2.41389,-0.546853,-0.577921,-0.559743,2.38076,-0.735102,-0.692676,-0.62363
2.43691,-0.553876,-0.580438,-0.56313,2.42389,-0.548186,-0.578838,-0.561141,2.39076,-0.73822,-0.695081,-0.625577
2.4469,-0.55515,-0.581294,-0.564517,2.43388,-0.549541,-0.579756,-0.562137,2.40076,-0.741276,-0.697422,-0.627575
2.45688,-0.556366,-0.582061,-0.565432,2.44388,-0.550807,-0.580623,-0.56354,2.41076,-0.744354,-0.699824,-0.629502
2.46687,-0.557364,-0.582586,-0.566617,2.45388,-0.552037,-0.581426,-0.564487,2.42076,-0.747826,-0.702677,-0.632164
2.47686,-0.558106,-0.582856,-0.567327,2.46388,-0.553067,-0.582015,-0.565721,2.43076,-0.750413,-0.704561,-0.633573
2.48685,-0.558411,-0.582793,-0.568169,2.47387,-0.55387,-0.582339,-0.566419,2.44076,-0.753388,-0.7069,-0.635735
2.49684,-0.558283,-0.582977,-0.570063,2.48387,-0.554287,-0.582374,-0.567403,2.45076,-0.756348,-0.70927,-0.63776
2.50683,-0.557685,-0.581612,-0.569176,2.49387,-0.554192,-0.582623,-0.569339,2.46076,-0.759158,-0.711511,-0.639694
2.51682,-0.55669,-0.581101,-0.571301,2.50387,-0.553889,-0.581518,-0.568664,2.47076,-0.761668,-0.713387,-0.641678
2.52682,-0.554391,-0.57852,-0.569816,2.51363,-0.552949,-0.581045,-0.570382,2.48076,-0.763943,-0.715115,-0.64332
2.53681,-0.548957,-0.573146,-0.564996,2.52341,-0.55115,-0.578878,-0.569623,2.49076,-0.76571,-0.716387,-0.644943
2.5468,-0.548287,-0.572118,-0.56602,2.5332,-0.54842,-0.577298,-0.570954,2.50076,-0.767249,-0.717603,-0.646305
2.55679,-0.547903,-0.572984,-0.569349,2.54299,-0.540551,-0.567371,-0.55954,2.51076,-0.767166,-0.717602,-0.647924
2.56678,-0.54089,-0.565034,-0.561045,2.55279,-0.544166,-0.573302,-0.569887,2.52076,-0.768298,-0.718526,-0.649033
2.57677,-0.543582,-0.568871,-0.567432,2.56259,-0.536128,-0.563262,-0.558176,2.53076,-0.758527,-0.708942,-0.639102
2.58676,-0.535232,-0.559926,-0.558603,2.5724,-0.539207,-0.568741,-0.567881,2.54076,-0.767168,-0.71799,-0.650552
2.59675,-0.53732,-0.563202,-0.564276,2.58223,-0.530728,-0.558354,-0.555999,2.55076,-0.753743,-0.704347,-0.635875
2.60675,-0.528742,-0.553939,-0.554852,2.59206,-0.533083,-0.563161,-0.565204,2.56076,-0.765187,-0.716795,-0.65073
2.61674,-0.528611,-0.555332,-0.559194,2.6019,-0.524159,-0.552271,-0.552398,2.57076,-0.751301,-0.702885,-0.636042
2.62673,-0.520548,-0.546508,-0.550105,2.61175,-0.525309,-0.556117,-0.560557,2.58076,-0.762094,-0.71472,-0.650212
2.63673,-0.519598,-0.547071,-0.553711,2.62161,-0.516227,-0.545058,-0.547775,2.59076,-0.747908,-0.70068,-0.635509
2.64672,-0.511155,-0.538388,-0.544274,2.63146,-0.516573,-0.548061,-0.555222,2.60076,-0.757759,-0.711512,-0.64858
2.65671,-0.510973,-0.539942,-0.548536,2.64133,-0.507233,-0.537105,-0.542287,2.61076,-0.743139,-0.697137,-0.633653
2.66671,-0.497463,-0.525819,-0.532657,2.6512,-0.506844,-0.539796,-0.549091,2.62076,-0.752083,-0.707055,-0.645756
2.67627,-0.498728,-0.529789,-0.541108,2.66108,-0.497098,-0.528726,-0.536202,2.63076,-0.73701,-0.692324,-0.630592
2.68585,-0.48523,-0.515474,-0.524586,2.67096,-0.495643,-0.530454,-0.542102,2.64076,-0.744932,-0.701212,-0.641555
2.69545,-0.486333,-0.519146,-0.532589,2.68085,-0.485103,-0.518648,-0.528387,2.65076,-0.72927,-0.686055,-0.626318
2.70508,-0.471684,-0.503931,-0.515937,2.69073,-0.482797,-0.51949,-0.53348,2.66076,-0.736173,-0.693852,-0.635863
2.71471,-0.470822,-0.505663,-0.521849,2.70062,-0.471829,-0.507274,-0.519406,2.67076,-0.719134,-0.677376,-0.619265
2.72435,-0.456529,-0.490652,-0.504978,2.71052,-0.468436,-0.506889,-0.523279,2.68076,-0.725625,-0.684783,-0.628597
2.734,-0.454416,-0.490901,-0.509291,2.72041,-0.456976,-0.494296,-0.508924,2.69076,-0.709266,-0.669018,-0.612993
2.74367,-0.439858,-0.475316,-0.491805,2.73031,-0.452481,-0.492605,-0.511328,2.70076,-0.713537,-0.67412,-0.619703
2.75335,-0.435796,-0.472909,-0.492956,2.74022,-0.440493,-0.479256,-0.49588,2.71076,-0.696168,-0.657532,-0.603247
2.76305,-0.420953,-0.456727,-0.475295,2.75013,-0.43439,-0.475343,-0.495754,2.72076,-0.699797,-0.662365,-0.609431
2.77277,-0.414351,-0.450999,-0.472809,2.76003,-0.421991,-0.461236,-0.479858,2.73076,-0.682293,-0.646494,-0.593511
2.7825,-0.398414,-0.433712,-0.455871,2.76995,-0.413655,-0.454275,-0.476366,2.74076,-0.683767,-0.649038,-0.596977
2.79224,-0.387622,-0.423462,-0.450212,2.77987,-0.400325,-0.439255,-0.461255,2.75076,-0.665589,-0.632541,-0.580824
2.80198,-0.369655,-0.404563,-0.433833,2.78979,-0.387926,-0.427663,-0.454238,2.76076,-0.664412,-0.631993,-0.580752
2.81173,-0.354895,-0.390762,-0.42608,2.79972,-0.372027,-0.410225,-0.438498,2.77076,-0.645589,-0.614833,-0.565087
2.82149,-0.335793,-0.371193,-0.409294,2.80964,-0.356122,-0.395536,-0.430201,2.78076,-0.63985,-0.609519,-0.561319
2.83125,-0.324722,-0.360896,-0.403277,2.81957,-0.337441,-0.376465,-0.414763,2.79076,-0.619,-0.590446,-0.545497
2.84104,-0.311113,-0.346884,-0.391269,2.8295,-0.324715,-0.364361,-0.406693,2.80076,-0.608533,-0.581099,-0.539314
2.85084,-0.30309,-0.338112,-0.384445,2.83945,-0.310338,-0.349822,-0.394377,2.81076,-0.585877,-0.562194,-0.526211
2.86068,-0.294559,-0.32828,-0.375207,2.8494,-0.30193,-0.340828,-0.387653,2.82052,-0.5711,-0.549689,-0.516356
2.87054,-0.289179,-0.321191,-0.368657,2.85935,-0.292741,-0.330462,-0.378062,2.83034,-0.554536,-0.535973,-0.505133
2.88041,-0.2846,-0.314709,-0.361896,2.86932,-0.286976,-0.323241,-0.371653,2.84016,-0.54331,-0.526635,-0.497269
2.8903,-0.281577,-0.30998,-0.356731,2.87928,-0.281882,-0.316247,-0.364553,2.85002,-0.532354,-0.517211,-0.488151
2.90019,-0.279546,-0.306204,-0.352041,2.88925,-0.278491,-0.311153,-0.35921,2.85988,-0.525478,-0.511549,-0.48317
2.9101,-0.278473,-0.303702,-0.348565,2.89923,-0.276091,-0.306976,-0.354285,2.86977,-0.519679,-0.506469,-0.477673
2.92002,-0.278159,-0.302227,-0.34597,2.9092,-0.27467,-0.303955,-0.350408,2.87968,-0.515916,-0.503226,-0.474061
2.92994,-0.278448,-0.301643,-0.344235,2.91918,-0.274052,-0.302,-0.347404,2.88959,-0.513372,-0.500554,-0.470497
2.93986,-0.279168,-0.30174,-0.343232,2.92916,-0.274085,-0.300998,-0.345317,2.89953,-0.512006,-0.498935,-0.467999
2.94979,-0.280192,-0.302377,-0.34283,2.93914,-0.274613,-0.300765,-0.344028,2.90946,-0.511614,-0.498313,-0.466483
2.95972,-0.281441,-0.303463,-0.343028,2.94912,-0.275467,-0.301093,-0.343332,2.91941,-0.511858,-0.497886,-0.464942
2.96965,-0.282808,-0.304792,-0.343741,2.9591,-0.276583,-0.301921,-0.34328,2.92935,-0.512717,-0.498278,-0.464545
2.97959,-0.284261,-0.306397,-0.344447,2.96885,-0.277853,-0.303098,-0.343887,2.9393,-0.514013,-0.499259,-0.464755
2.98953,-0.285708,-0.308077,-0.345731,2.97861,-0.279218,-0.304523,-0.344416,2.94925,-0.515653,-0.500765,-0.465854
2.99947,-0.287154,-0.309921,-0.346916,2.98839,-0.280618,-0.306091,-0.345599,2.9592,-0.51752,-0.502621,-0.467343
3.00941,-0.288557,-0.311799,-0.348649,2.99818,-0.282027,-0.307834,-0.34668,2.96915,-0.519529,-0.504756,-0.469464
3.01936,-0.289915,-0.313763,-0.350198,3.00798,-0.283389,-0.309598,-0.348283,2.9791,-0.521608,-0.507026,-0.471729
3.02931,-0.291188,-0.315704,-0.352258,3.01779,-0.284721,-0.31147,-0.349722,2.98906,-0.523705,-0.50946,-0.474502
3.03926,-0.292402,-0.317659,-0.353979,3.0276,-0.285982,-0.313341,-0.351694,2.99901,-0.525792,-0.511978,-0.477369
3.0492,-0.29352,-0.319519,-0.356151,3.03742,-0.287203,-0.31526,-0.353358,3.00897,-0.527839,-0.514559,-0.480592
3.05915,-0.294562,-0.32134,-0.357862,3.04724,-0.288311,-0.317068,-0.355456,3.01893,-0.529823,-0.517156,-0.483819
