x,healthy,x,earlyOA,x,advOA
3.77153,5.9575,3.76761,5.95429,3.75711,5.37327
3.78134,5.96809,3.77717,5.96552,3.76674,5.38121
3.79115,5.97774,3.78676,5.97562,3.77642,5.38724
3.80098,5.98613,3.79634,5.98468,3.78612,5.39341
3.81083,5.99398,3.80595,5.99265,3.79585,5.39812
3.82069,6.00032,3.81556,6.00002,3.8056,5.40299
3.83055,6.00697,3.82519,6.00638,3.81536,5.40638
3.84043,6.01204,3.83482,6.01241,3.82513,5.41066
3.85031,6.01747,3.84447,6.01752,3.83491,5.4136
3.86021,6.02155,3.85413,6.02244,3.84471,5.41634
3.87012,6.02593,3.86382,6.02657,3.85453,5.41885
3.88002,6.02922,3.87352,6.03049,3.86436,5.42113
3.88994,6.03289,3.88324,6.03388,3.8742,5.42312
3.89986,6.03555,3.89298,6.03712,3.88405,5.42523
3.90978,6.03862,3.90273,6.03991,3.89392,5.42664
3.91971,6.04077,3.91249,6.04259,3.90379,5.42846
3.92964,6.0434,3.92226,6.04491,3.91367,5.42991
3.93957,6.04517,3.93205,6.04717,3.92356,5.43196
3.94951,6.04745,3.94185,6.04914,3.93345,5.43253
3.95945,6.04891,3.95166,6.05106,3.94334,5.43448
3.9694,6.05084,3.96148,6.05274,3.95324,5.43545
3.97934,6.05211,3.97131,6.05441,3.96315,5.43736
3.98929,6.05484,3.98115,6.05611,3.97306,5.4378
3.99924,6.05773,3.991,6.05934,3.98297,5.44026
4.0092,6.06159,4.00085,6.06264,3.99288,5.44293
4.01916,6.06395,4.01072,6.0658,4.0028,5.44666
4.02911,6.06797,4.02058,6.06907,4.01272,5.44928
4.03907,6.07146,4.03045,6.07222,4.02265,5.45319
4.04904,6.07369,4.04032,6.07537,4.03259,5.45598
4.059,6.07746,4.05019,6.0789,4.04252,5.46002
4.06897,6.08149,4.06006,6.0819,4.05247,5.46294
4.07894,6.08337,4.06994,6.08506,4.06241,5.4671
4.08891,6.08712,4.07982,6.0886,4.07236,5.47013
4.09888,6.09117,4.08971,6.09182,4.08231,5.47423
4.10886,6.09349,4.0996,6.09499,4.09227,5.47779
4.11884,6.09692,4.10949,6.09848,4.10222,5.48166
4.12882,6.10114,4.1194,6.10139,4.11218,5.48538
4.1388,6.10326,4.1293,6.10504,4.12214,5.48938
4.14878,6.10707,4.13921,6.10823,4.1321,5.49319
4.15876,6.11108,4.14912,6.11172,4.14206,5.49667
4.16875,6.1138,4.15904,6.11497,4.15203,5.50081
4.17873,6.11719,4.16896,6.11848,4.16199,5.50507
4.18871,6.12137,4.17888,6.12182,4.17196,5.50904
4.1987,6.12446,4.18881,6.12527,4.18193,5.51301
4.20868,6.12823,4.19875,6.12874,4.1919,5.51702
4.21867,6.13217,4.20868,6.13237,4.20187,5.52107
4.22866,6.1355,4.21863,6.13602,4.21184,5.52485
4.23864,6.13955,4.22857,6.13957,4.22181,5.52898
4.24863,6.14313,4.23852,6.14327,4.23178,5.53282
4.25862,6.147,4.24847,6.14686,4.24176,5.5369
4.2686,6.15064,4.25842,6.15064,4.25173,5.54097
4.27816,6.15447,4.26837,6.1543,4.26171,5.54479
4.28771,6.15808,4.27833,6.1581,4.27169,5.54891
4.29726,6.1634,4.28829,6.16181,4.28123,5.55278
4.30681,6.16892,4.29825,6.16725,4.2908,5.55712
4.31642,6.17437,4.30822,6.17285,4.30039,5.56251
4.32602,6.18004,4.31818,6.17849,4.31001,5.56809
4.33565,6.1856,4.32815,6.1843,4.31964,5.57361
4.34528,6.19148,4.33812,6.19009,4.32932,5.57922
4.35492,6.19727,4.34809,6.19608,4.33902,5.5848
4.36457,6.20326,4.35806,6.20204,4.34875,5.59047
4.37424,6.20913,4.36804,6.20818,4.35848,5.59607
4.3839,6.21531,4.37801,6.2143,4.36822,5.60183
4.39359,6.22139,4.38798,6.22059,4.37797,5.60745
4.40327,6.22765,4.39796,6.22684,4.38773,5.61322
4.41297,6.23378,4.40793,6.23327,4.39749,5.61883
4.42267,6.24022,4.41791,6.23964,4.40726,5.62449
4.43239,6.24655,4.42789,6.24621,4.41705,5.62986
4.44211,6.25306,4.43786,6.25273,4.42684,5.63521
4.45184,6.25944,4.44784,6.2594,4.43665,5.64031
4.46157,6.26608,4.45782,6.26599,4.44647,5.64544
4.47132,6.27255,4.4678,6.27273,4.4563,5.65037
4.48106,6.27914,4.47778,6.27936,4.46613,5.65545
4.49083,6.28554,4.48776,6.28605,4.47597,5.6602
4.50059,6.29213,4.49775,6.29265,4.48582,5.66545
4.51036,6.29849,4.50773,6.29924,4.49566,5.66983
4.52013,6.30492,4.51772,6.30571,4.50552,5.67497
4.52992,6.31113,4.5277,6.31221,4.51538,5.67931
4.53971,6.31758,4.53768,6.31865,4.52526,5.68404
4.5495,6.32385,4.54767,6.32511,4.53514,5.68871
4.5593,6.3303,4.55766,6.33159,4.54504,5.69367
4.56911,6.33741,4.56764,6.33877,4.55495,5.69802
4.57892,6.34522,4.57763,6.34656,4.56333,5.70249
4.58874,6.35278,4.58762,6.35431,4.57171,5.70759
4.59855,6.36087,4.59761,6.36243,4.5798,5.7131
4.60838,6.36845,4.6076,6.3702,4.588,5.7178
4.61799,6.37654,4.61759,6.37848,4.5964,5.72317
4.62761,6.38412,4.62758,6.38631,4.60481,5.72819
4.63724,6.39225,4.63757,6.39463,4.6133,5.73356
4.64688,6.39988,4.64756,6.40249,4.62187,5.73848
4.65653,6.40792,4.65755,6.41071,4.63062,5.74379
4.66619,6.41539,4.66754,6.41842,4.63943,5.74873
4.67586,6.42326,4.67753,6.42646,4.64838,5.75387
4.68554,6.43057,4.68753,6.43396,4.65738,5.75882
4.69522,6.43821,4.69752,6.44175,4.66651,5.7637
4.70491,6.44523,4.70752,6.44891,4.67568,5.7683
4.71459,6.45239,4.71751,6.45618,4.68495,5.77276
4.72429,6.45891,4.72751,6.46287,4.69426,5.77692
4.73401,6.46543,4.7375,6.46949,4.70365,5.7808
4.74374,6.4711,4.7475,6.47505,4.71307,5.78444
4.75348,6.47654,4.75749,6.48076,4.72257,5.78768
4.76324,6.48157,4.76749,6.48559,4.73209,5.79066
4.77302,6.48609,4.77748,6.49051,4.74166,5.79331
4.7828,6.49057,4.78748,6.49457,4.75126,5.79559
4.7926,6.49421,4.79748,6.49861,4.76088,5.79753
4.80241,6.49789,4.80747,6.50192,4.77052,5.7993
4.81222,6.50092,4.81747,6.50526,4.78018,5.80033
4.82205,6.50382,4.82747,6.50789,4.78986,5.80133
4.83189,6.50661,4.83746,6.50929,4.79956,5.80136
4.84174,6.50846,4.84746,6.51171,4.80927,5.80142
4.85159,6.50913,4.85746,6.51353,4.819,5.80053
4.86145,6.51167,4.86746,6.51518,4.82873,5.79768
4.87132,6.51363,4.87746,6.51833,4.83823,5.79868
4.88119,6.51562,4.88745,6.52183,4.84774,5.80156
4.89106,6.52001,4.89745,6.52499,4.85728,5.80097
4.90094,6.52402,4.90745,6.53135,4.86684,5.80634
4.91083,6.52876,4.91745,6.53337,4.87642,5.81198
4.92073,6.53233,4.92745,6.53779,4.88603,5.81425
4.93063,6.53854,4.93745,6.54635,4.89565,5.82079
4.94054,6.54408,4.94745,6.54835,4.9053,5.82967
4.95045,6.5478,4.95744,6.55339,4.91497,5.83384
4.96036,6.55447,4.96744,6.56199,4.92465,5.84007
4.97028,6.55925,4.97744,6.56552,4.93436,5.84869
4.98019,6.56411,4.98744,6.57097,4.94406,5.85326
4.99012,6.57148,4.997,6.57957,4.95378,5.86075
5.00004,6.57662,5.00659,6.58363,4.96351,5.86954
5.00997,6.58196,5.01618,6.58778,4.97302,5.87545
5.0199,6.58761,5.02579,6.59376,4.98253,5.8816
5.02983,6.59086,5.03542,6.5956,4.99207,5.89037
5.03976,6.59416,5.04505,6.5977,5.00164,5.89666
5.0497,6.59796,5.0547,6.60186,5.0112,5.90155
5.05965,6.60009,5.06437,6.60139,5.02077,5.91102
5.06959,6.60021,5.07406,6.60281,5.03035,5.91729
5.07953,6.60393,5.08376,6.60631,5.03996,5.92138
5.08948,6.60567,5.09348,6.60552,5.04957,5.92859
5.09943,6.60742,5.1032,6.60884,5.05919,5.93433
5.10938,6.60938,5.11294,6.61243,5.06882,5.93699
5.11933,6.6092,5.12267,6.60993,5.07845,5.94381
5.12928,6.61209,5.13241,6.61391,5.08808,5.95105
5.13923,6.6155,5.14217,6.61809,5.09773,5.95473
5.14919,6.61422,5.15194,6.616,5.10738,5.95866
5.15915,6.61808,5.16171,6.62019,5.11703,5.96171
5.1691,6.61936,5.17149,6.62099,5.1267,5.9629
5.17907,6.61432,5.18128,6.615,5.13637,5.966
5.18903,6.61396,5.19108,6.61489,5.14606,5.96773
5.19899,6.61169,5.20088,6.61196,5.15576,5.96389
5.20896,6.60668,5.21071,6.6083,5.16547,5.96453
5.21893,6.60614,5.22053,6.60699,5.17519,5.96113
5.2289,6.60075,5.23036,6.60052,5.18491,5.9566
5.23887,6.59497,5.24019,6.59423,5.19463,5.95321
5.24884,6.58779,5.25005,6.58695,5.20413,5.94773
5.25882,6.58069,5.25991,6.57844,5.21366,5.94166
5.26879,6.57059,5.26979,6.56787,5.22321,5.93558
5.27877,6.55901,5.27968,6.55501,5.23279,5.92899
5.28875,6.545,5.28958,6.53849,5.24239,5.92348
5.29874,6.52624,5.29948,6.51942,5.25201,5.91763
5.30872,6.50409,5.30939,6.497,5.26166,5.91261
5.3187,6.48511,5.31931,6.47862,5.27132,5.90816
5.32869,6.46392,5.32925,6.45728,5.28102,5.90438
5.33868,6.44545,5.33919,6.43918,5.29074,5.90026
5.34867,6.42569,5.34914,6.41973,5.30046,5.89688
5.35866,6.40871,5.35909,6.40302,5.31019,5.8939
5.36866,6.39039,5.36906,6.38396,5.31995,5.88436
5.37842,6.37034,5.37902,6.36319,5.32972,5.87388
5.38821,6.34718,5.38899,6.34028,5.33951,5.86144
5.39801,6.32289,5.39896,6.31552,5.34932,5.84586
5.40758,6.2962,5.40894,6.2883,5.35916,5.82601
5.41718,6.26694,5.41891,6.25902,5.36903,5.80199
5.42683,6.23768,5.42889,6.22915,5.37892,5.77638
5.43652,6.20113,5.43887,6.18991,5.3863,5.74663
5.44627,6.16093,5.44886,6.14935,5.39383,5.71656
5.45605,6.12135,5.45885,6.11003,5.40149,5.6829
5.46587,6.08174,5.46884,6.06972,5.40943,5.64829
5.4757,6.04207,5.47883,6.02942,5.41761,5.60921
5.48555,5.9941,5.48882,5.97871,5.42601,5.56518
5.4954,5.95669,5.49881,5.94573,5.4346,5.51697
5.50527,5.93039,5.5088,5.92327,5.44335,5.46833
5.51515,5.91198,5.5188,5.9072,5.45225,5.41536
5.52504,5.90149,5.52879,5.8996,5.46128,5.35687
5.53494,5.89796,5.53878,5.89841,5.46737,5.31453
5.54485,5.89984,5.54878,5.9027,5.47368,5.28061
5.55475,5.90656,5.55877,5.9112,5.48019,5.25356
5.56467,5.9173,5.56877,5.92263,5.48711,5.23251
5.57459,5.92912,5.57876,5.93603,5.49419,5.22271
5.58452,5.94525,5.58876,5.95289,5.50144,5.22173
5.59444,5.96276,5.59875,5.97222,5.50883,5.22496
5.60437,5.98525,5.60875,5.99474,5.51636,5.23165
5.6143,6.00793,5.61874,6.0179,5.52403,5.23955
5.62423,6.03157,5.62874,6.04297,5.53197,5.24669
5.63416,6.05831,5.63873,6.06858,5.54002,5.24941
5.64409,6.08271,5.64873,6.09367,5.54818,5.24565
5.65403,6.10407,5.65873,6.11399,5.55644,5.23455
5.66398,6.12713,5.66872,6.13787,5.5648,5.21991
5.67392,6.14873,5.67872,6.15983,5.57315,5.19916
5.68387,6.17189,5.68871,6.18337,5.5817,5.19633
5.69382,6.19563,5.69871,6.20436,5.59032,5.22306
5.70378,6.21373,5.70871,6.22323,5.59902,5.25907
5.71373,6.23237,5.7187,6.24133,5.60779,5.28884
5.72346,6.2457,5.7287,6.25406,5.61656,5.31824
5.7332,6.25338,5.7387,6.26081,5.62533,5.33939
5.74295,6.25614,5.74869,6.26295,5.63417,5.35698
5.75272,6.25877,5.75869,6.26408,5.64301,5.37572
5.76249,6.25352,5.76869,6.26008,5.65184,5.38791
5.77226,6.24687,5.77869,6.25335,5.66082,5.39773
5.78204,6.24361,5.78868,6.25023,5.66985,5.40919
5.79182,6.23149,5.79868,6.23116,5.67888,5.41466
5.80161,6.20915,5.80868,6.20956,5.68796,5.41906
5.81141,6.19154,5.81824,6.1914,5.69709,5.42349
5.82122,6.17036,5.82783,6.17171,5.70603,5.42543
5.83103,6.14663,5.83743,6.14903,5.71503,5.42566
5.84086,6.12725,5.84704,6.12991,5.72402,5.4295
5.85068,6.10623,5.85667,6.11003,5.73302,5.4281
5.86051,6.08197,5.86632,6.08802,5.74214,5.42557
5.87036,6.07153,5.87597,6.0783,5.7513,5.42433
5.88021,6.06533,5.88564,6.06823,5.76051,5.42298
5.89008,6.06544,5.89533,6.06911,5.76976,5.41958
5.89995,6.06206,5.90503,6.0654,5.77905,5.41666
5.90983,6.05897,5.91473,6.06218,5.78834,5.41468
5.91972,6.05679,5.92445,6.05831,5.79767,5.40601
5.92961,6.0508,5.93419,6.05381,5.80704,5.39649
5.93951,6.04349,5.94395,6.04675,5.81648,5.38774
5.94941,6.03582,5.95372,6.03918,5.82599,5.37836
5.95932,6.02695,5.96351,6.03243,5.83555,5.36746
5.96923,6.01724,5.97332,6.02338,5.84517,5.35863
5.97914,6.00988,5.98312,6.01307,5.85483,5.34788
5.98906,6.00015,5.99295,6.00411,5.86453,5.33653
5.99899,5.98904,6.0028,5.99481,5.87425,5.32708
6.00892,5.97952,6.01265,5.98574,5.88397,5.31651
6.01886,5.96965,6.02251,5.97668,5.89372,5.30531
6.02881,5.95973,6.0324,5.96751,5.90352,5.2946
6.03877,5.94973,6.0423,5.95819,5.91334,5.28406
6.04874,5.93971,6.05223,5.94881,5.92318,5.27308
6.05871,5.92966,6.06217,5.93919,5.93303,5.26248
6.06869,5.91433,6.07212,5.92175,5.9429,5.25297
6.07868,5.89577,6.08209,5.90323,5.95278,5.24293
6.08867,5.87658,6.09206,5.8842,5.96268,5.23007
6.09866,5.85687,6.10203,5.86447,5.97259,5.21935
6.10865,5.83687,6.11201,5.84455,5.98252,5.20879
6.11864,5.8163,6.12199,5.82421,5.99245,5.19897
6.12863,5.79576,6.13198,5.80359,6.00238,5.19014
6.13863,5.77484,6.14197,5.78295,6.01233,5.18102
6.14862,5.75364,6.15196,5.76179,6.02229,5.17193
6.15862,5.73244,6.16195,5.74096,6.03225,5.16287
6.16862,5.71034,6.17194,5.7182,6.04223,5.15387
6.17862,5.6886,6.18193,5.69702,6.0522,5.14493
6.18861,5.66559,6.19193,5.67481,6.06219,5.1359
6.19861,5.64103,6.20148,5.65139,6.07217,5.11936
6.20861,5.62077,6.21107,5.62923,6.08216,5.10202
6.21861,5.59889,6.2207,5.60876,6.09215,5.08434
6.2286,5.57516,6.23035,5.58595,6.10214,5.06624
6.2386,5.5525,6.24002,5.56308,6.11214,5.04797
6.2486,5.53055,6.24971,5.54104,6.12213,5.02914
6.2586,5.50419,6.25941,5.51591,6.13213,5.01043
6.2686,5.47193,6.26913,5.48216,6.14213,4.99147
6.2786,5.43634,6.27889,5.44902,6.15212,4.97213
6.2886,5.40171,6.28864,5.41453,6.16212,4.95277
6.29859,5.36823,6.29841,5.38063,6.17212,4.93295
6.30859,5.33024,6.30819,5.34504,6.18212,4.91333
6.31859,5.29585,6.31799,5.31032,6.19212,4.89344
6.32859,5.26045,6.32738,5.27502,6.20211,4.87041
6.33859,5.22305,6.33684,5.24128,6.21211,4.85089
6.34859,5.18647,6.34633,5.20548,6.22211,4.83208
6.35859,5.15182,6.35584,5.17099,6.23211,4.81113
6.36859,5.11213,6.36539,5.13539,6.24211,4.78982
6.37859,5.07677,6.37498,5.10039,6.25211,4.77002
6.38859,5.04012,6.38463,5.06478,6.26211,4.74405
6.39858,5.00175,6.39431,5.02948,6.27211,4.7125
6.40858,4.96442,6.40402,4.99316,6.2821,4.68157
6.41858,4.92655,6.41375,4.95548,6.2921,4.65014
6.42858,4.88555,6.42351,4.91705,6.3021,4.61833
6.43858,4.84818,6.43329,4.87925,6.3121,4.58585
6.44858,4.80745,6.44308,4.83933,6.3221,4.55354
6.45858,4.76925,6.45289,4.80142,6.3321,4.52047
6.46858,4.72881,6.46271,4.76308,6.3421,4.48773
6.47858,4.69026,6.47256,4.72352,6.3521,4.45367
6.48858,4.64947,6.48243,4.6851,6.3621,4.4206
6.49858,4.61134,6.49231,4.64586,6.3721,4.38689
6.50858,4.5705,6.5022,4.60731,6.3821,4.35226
6.51858,4.53232,6.51211,4.56748,6.3921,4.31871
6.52858,4.49164,6.52203,4.52925,6.4021,4.28461
6.53858,4.45153,6.53195,4.48952,6.4121,4.2481
6.54858,4.40353,6.54189,4.44656,6.4221,4.21251
6.55858,4.35776,6.55183,4.39897,6.4321,4.17599
6.56814,4.31044,6.56177,4.35283,6.4421,4.13684
6.57773,4.26591,6.57172,4.30507,6.45186,4.09928
6.58734,4.21849,6.58168,4.25802,6.46164,4.06014
6.59697,4.17366,6.59164,4.20965,6.47144,4.02107
6.60662,4.12575,6.6016,4.16249,6.48125,3.98245
6.61606,4.08153,6.61157,4.11349,6.49108,3.94356
6.62552,4.03443,6.62154,4.06669,6.50092,3.90419
6.63478,3.99083,6.63151,4.01724,6.51079,3.86539
6.64408,3.94442,6.64148,3.97042,6.52066,3.82639
6.65317,3.90032,6.65146,3.92029,6.53055,3.78764
6.66232,3.84995,6.66144,3.86856,6.54045,3.74537
6.67127,3.80278,6.67142,3.81311,6.55036,3.6998
6.68028,3.75273,6.6814,3.76103,6.56028,3.65329
6.68894,3.70658,6.69139,3.70521,6.5702,3.60745
6.69768,3.65766,6.70137,3.65264,6.58013,3.56033
6.70624,3.61192,6.71136,3.5967,6.59007,3.51448
6.71487,3.56366,6.72134,3.54396,6.60002,3.46692
6.72351,3.51786,6.73133,3.48771,6.60996,3.42143
6.73222,3.46957,6.74132,3.43524,6.61991,3.37347
6.74093,3.42335,6.75131,3.38036,6.62986,3.32826
6.74971,3.37643,6.76106,3.3314,6.63981,3.28032
6.7585,3.3319,6.77083,3.27851,6.64977,3.23513
6.76742,3.28534,6.78019,3.23137,6.65973,3.18258
6.77634,3.24067,6.78958,3.18061,6.66969,3.13245
6.7854,3.19398,6.79876,3.13447,6.67965,3.0791
6.79445,3.14877,6.80799,3.08492,6.68962,3.02869
6.80361,3.10207,6.81702,3.03956,6.69958,2.97517
6.81278,3.05616,6.8261,2.99103,6.70955,2.92465
6.82204,3.00901,6.835,2.9464,6.71952,2.87089
6.8313,2.96264,6.84395,2.89917,6.72926,2.82188
6.84065,2.91512,6.85291,2.85269,6.73902,2.7685
6.8498,2.86824,6.86198,2.8035,6.74836,2.72269
6.85904,2.81954,6.87087,2.75722,6.75773,2.67362
6.86792,2.77289,6.87982,2.70875,6.76672,2.63033
6.87693,2.725,6.88877,2.66158,6.77577,2.5833
6.88532,2.68,6.89784,2.6123,6.78447,2.54152
6.8939,2.63352,6.90691,2.56374,6.79323,2.49649
6.90217,2.58854,6.91609,2.51285,6.80167,2.45594
6.91064,2.54194,6.92491,2.46397,6.81019,2.41237
6.91881,2.49641,6.93379,2.4131,6.81855,2.37229
6.92708,2.4497,6.94233,2.36456,6.827,2.32961
6.93484,2.40491,6.95095,2.30281,6.83545,2.28914
6.94272,2.35903,6.95926,2.23667,6.84408,2.24616
6.95008,2.30574,6.96766,2.16681,6.85239,2.20463
6.95757,2.24525,6.97576,2.09822,6.8608,2.16105
6.96537,2.18149,6.98397,2.02476,6.86929,2.11783
6.97328,2.11448,6.99189,1.95256,6.87796,2.07261
6.98094,2.04704,6.99982,1.87592,6.88631,2.02922
6.98872,1.97592,7,1.83712,6.89485,1.98389
6.99626,1.90515,,1.93983,6.90323,1.93983
7,1.84833,,1.89378,6.9118,1.89378
,,,1.84787,6.92045,1.84787
,,,1.7994,6.92926,1.7994
,,,1.75105,6.93821,1.75105
,,,1.69531,6.94736,1.69531
,,,1.62721,6.95632,1.62721
,,,1.55389,6.96534,1.55389
,,,1.48238,6.974,1.48238
,,,1.40472,6.98293,1.40472
,,,1.32902,6.99152,1.32902
,,,1.24919,7,1.24919
