x,F893,x,F893,x,F893,x,F893,x,F893
4.68554,0.622597,4.68753,0.620144,4.65738,0.607389,3.804,0.713776,3.78719,0.707682
4.69522,0.628002,4.69752,0.625633,4.66651,0.608079,3.80938,0.723344,3.7923,0.709397
4.70491,0.63352,4.70752,0.631296,4.67568,0.618463,3.81465,0.725016,3.79741,0.711164
4.71459,0.646797,4.71751,0.652729,4.68495,0.623852,3.81988,0.726676,3.80251,0.713044
4.72429,0.67717,4.72751,0.678798,4.69426,0.637973,3.82567,0.728479,3.80761,0.723069
4.73401,0.688077,4.7375,0.692745,4.70365,0.643298,3.8314,0.730375,3.8127,0.725063
4.74374,0.695598,4.7475,0.694158,4.71307,0.648632,3.83706,0.732473,3.81778,0.727158
4.75348,0.70314,4.75749,0.701854,4.72257,0.649851,3.84266,0.73461,3.82286,0.72895
4.76324,0.704955,4.76749,0.706681,4.73209,0.655019,3.84826,0.7441,3.82794,0.730797
4.77302,0.715417,4.77748,0.717182,4.74166,0.667961,3.85387,0.746436,3.83301,0.732771
4.7828,0.7225,4.78748,0.724253,4.75126,0.676461,3.85947,0.761397,3.83808,0.734858
4.7926,0.731789,4.79748,0.733541,4.76088,0.680999,3.865,0.763698,3.84315,0.736703
4.80241,0.73817,4.80747,0.739968,4.77052,0.69523,3.87106,0.771452,3.84822,0.745667
4.81222,0.744267,4.81747,0.74618,4.78018,0.707902,3.87702,0.779485,3.85328,0.747509
4.82205,0.74782,4.82747,0.747251,4.78986,0.716705,3.88284,0.782026,3.85834,0.755996
4.83189,0.748633,4.83746,0.748345,4.79956,0.724897,3.88865,0.75232,3.8634,0.758012
4.84174,0.749723,4.84746,0.75174,4.80927,0.739595,3.8944,0.777774,3.86845,0.765464
4.85159,0.752927,4.85746,0.757021,4.819,0.746112,3.90008,0.771277,3.8735,0.767446
4.86145,0.764206,4.86746,0.766136,4.82873,0.754608,3.9057,0.770803,3.87855,-0.221069
4.87132,0.769308,4.87746,0.773094,4.83823,0.756568,3.91132,0.725343,3.88359,0.599682
4.88119,0.776315,4.88745,0.776469,4.84774,0.762533,3.91669,0.757116,3.88863,-0.635417
4.89106,0.777731,4.89745,0.77786,4.85728,0.764846,3.92206,0.757325,3.89366,0.576421
4.90094,0.778924,4.90745,0.779129,4.86684,0.767116,3.9274,0.75277,3.89928,0.682151
4.91083,0.780383,4.91745,0.780704,4.87642,0.769534,3.9327,0.745046,3.90485,0.0819049
4.92073,0.78201,4.92745,0.782212,4.88603,0.770475,3.938,0.739217,3.91037,0.640448
4.93063,0.78193,4.93745,0.781937,4.89565,0.771369,3.94327,0.735684,3.91582,0.687687
4.94054,0.783651,4.94745,0.783822,4.9053,0.772238,3.94851,0.732517,3.92125,0.704257
4.95045,0.785409,4.95744,0.785448,4.91497,0.773121,3.95374,-0.326742,3.92665,0.704984
4.96036,0.786843,4.96744,0.786541,4.92465,0.77219,3.95894,0.461061,3.93194,0.705654
4.97028,0.787866,4.97744,0.787586,4.93436,0.773206,3.96413,0.720539,3.9372,0.709416
4.98019,0.788935,4.98744,0.788275,4.94406,0.774061,3.9693,0.71926,3.94156,0.709117
4.99012,0.78986,4.997,0.788246,4.95378,0.774703,3.97445,0.71831,3.94656,0.709114
5.00004,0.790613,5.00659,0.786799,4.96351,0.775312,3.9796,0.710144,3.95156,0.709689
5.00997,0.789182,5.01618,0.784241,4.97302,0.776036,3.98473,0.709565,3.95656,0.708818
5.0199,0.786851,5.02579,0.783708,4.98253,0.776924,3.98984,0.709046,3.96156,0.709261
5.02983,0.785986,5.03542,0.784738,4.99207,0.77804,3.99495,0.701934,3.96656,0.701424
5.03976,0.78703,5.04505,0.782433,5.00164,0.779183,4.00005,0.695447,3.97156,0.701276
5.0497,0.784254,5.0547,0.781687,5.0112,0.780348,4.00514,0.688942,3.97656,0.701174
5.05965,0.783543,5.06437,0.783122,5.02077,0.780158,4.01022,0.682975,3.98156,0.701214
5.06959,0.785199,5.07406,0.785106,5.03035,0.779933,4.0153,0.685364,3.98656,0.701333
5.07953,0.787437,5.08376,0.787669,5.03996,0.781807,4.02037,0.686659,3.99156,0.694954
5.08948,0.79015,5.09348,0.790451,5.04957,0.783947,4.02543,0.678788,3.99656,0.688416
5.09943,0.790939,5.1032,0.790843,5.05919,0.78607,4.03049,0.670645,4.00156,0.674224
5.10938,0.792941,5.11294,0.7925,5.06882,0.786575,4.03554,0.672392,4.00656,0.676449
5.11933,0.79473,5.12267,0.794601,5.07845,0.788822,4.04059,0.663942,4.01156,0.678105
5.12928,0.796595,5.13241,0.796158,5.08808,0.791213,4.04563,0.665402,4.01656,0.670266
5.13923,0.798133,5.14217,0.79749,5.09773,0.792222,4.05067,0.66703,4.02156,0.671937
5.14919,0.797506,5.15194,0.796347,5.10738,0.793135,4.0557,0.669109,4.02656,0.673653
5.15915,0.797187,5.16171,0.795225,5.11703,0.794082,4.06073,0.671452,4.03156,0.654885
5.1691,0.793253,5.17149,0.791162,5.1267,0.796616,4.06576,0.674294,4.03656,0.656986
5.17907,0.78954,5.18128,0.787748,5.13637,0.797569,4.07078,0.67699,4.04156,0.658497
5.18903,0.7881,5.19108,0.786468,5.14606,0.795298,4.0758,0.679879,4.04656,0.660104
5.19899,0.78715,5.20088,0.785684,5.15576,0.798246,4.08082,0.683291,4.05156,0.662121
5.20896,0.786056,5.21071,0.784364,5.16547,0.799035,4.08584,0.687106,4.05656,0.664384
5.21893,0.784359,5.22053,0.776918,5.17519,0.800897,4.09086,0.681724,4.06156,0.667147
5.2289,0.777171,5.23036,0.775628,5.18491,0.801376,4.09587,0.692766,4.06656,0.670056
5.23887,0.776149,5.24019,0.772768,5.19463,0.798361,4.10089,0.699755,4.07156,0.673918
5.24884,0.773555,5.25005,0.772142,5.20413,0.79742,4.1059,0.692579,4.07656,0.68254
5.25882,0.768791,5.25991,0.767435,5.21366,0.797978,4.11091,0.694601,4.08156,0.681246
5.26879,0.766468,5.26979,0.763339,5.22321,0.796504,4.11592,0.697221,4.08656,0.683846
5.27877,0.762883,5.27968,0.759998,5.23279,0.7969,4.12093,0.691488,4.09156,0.687354
5.28875,0.760357,5.28958,0.755376,5.24239,0.795069,4.12595,0.696254,4.09656,0.691143
5.29874,0.755448,5.29948,0.754845,5.25201,0.794744,4.13096,0.698325,4.10156,0.695404
5.30872,0.754821,5.30939,0.754239,5.26166,0.794075,4.13597,0.701338,4.10656,0.700068
5.3187,0.756656,5.31931,0.753602,5.27132,0.792847,4.14098,0.69425,4.11183,0.705634
5.32869,0.752307,5.32925,0.751065,5.28102,0.792271,4.14599,0.690051,4.11708,0.705947
5.33868,0.751633,5.33919,0.750286,5.29074,0.791052,4.151,0.696478,4.12233,0.696676
5.34867,0.750633,5.34914,0.748573,5.30046,0.790052,4.15601,0.698641,4.12758,0.689778
5.35866,0.748666,5.35909,0.746495,5.31019,0.786841,4.16102,0.67243,4.13282,0.693989
5.36866,0.74402,5.36906,0.741591,5.31995,0.778836,4.16603,0.671169,4.13807,0.699877
5.37842,0.738668,5.37902,0.736091,5.32972,0.777075,4.17104,0.669429,4.14332,0.695504
5.38821,0.735761,5.38899,0.733132,5.33951,0.771082,4.17605,0.667099,4.14856,0.700534
5.39801,0.730403,5.39896,0.728078,5.34932,0.764353,4.18106,0.651534,4.15476,0.699652
5.40758,0.725479,5.40894,0.72288,5.35916,0.756479,4.18607,0.647771,4.16116,0.686273
5.41718,0.722733,5.41891,0.719911,5.36903,0.747398,4.19108,0.631221,4.16757,0.672244
5.42683,0.719297,5.42889,0.707168,5.37892,0.740157,4.19609,0.627632,4.17397,0.670564
5.43652,0.706647,5.43887,0.700503,5.3863,0.729392,4.2011,0.624179,4.18037,0.656898
5.44627,0.699879,5.44886,0.696751,5.39383,0.72371,4.20611,0.62085,4.18678,0.653587
5.45605,0.694999,5.45885,0.691573,5.40149,0.71534,4.21111,0.617639,4.19318,0.636942
5.46587,0.686545,5.46884,0.683179,5.40943,0.706756,4.21612,0.614538,4.19958,0.633043
5.4757,0.681398,5.47883,0.67085,5.41761,0.695181,4.22113,0.61154,4.20599,0.629281
5.48555,0.665525,5.48882,0.662125,5.42601,0.6866,4.22614,0.608638,4.21239,0.625647
5.4954,0.66074,5.49881,0.653421,5.4346,0.677504,4.23115,0.605828,4.21879,0.622133
5.50527,0.65246,5.5088,0.649224,5.44335,0.671952,4.23616,0.58608,4.2252,0.618732
5.51515,0.640275,5.5188,0.637167,5.45225,0.65952,4.24117,0.583719,4.2316,0.615437
5.52504,0.636922,5.52879,0.633909,5.46128,0.647235,4.24618,0.581424,4.238,0.612243
5.53494,0.624931,5.53878,0.621962,5.46737,0.631095,4.25119,0.579231,4.24441,0.609143
5.54485,0.62239,5.54878,0.619484,5.47368,0.619044,4.2562,0.577089,4.25081,0.606132
5.55475,0.615399,5.55877,0.612509,5.48019,0.612003,4.2612,0.575032,4.25721,0.603206
5.56467,0.608657,5.56877,0.605813,5.48711,0.600078,4.26621,0.573017,4.26361,0.600359
5.57459,0.602079,5.57876,0.599224,5.49419,0.598521,4.27122,0.571076,4.27002,0.58027
5.58452,0.600757,5.58876,0.59792,5.50144,0.597054,4.27623,0.569175,4.27642,0.577883
5.59444,0.599616,5.59875,0.596759,5.50883,0.580161,4.28123,0.567338,4.28282,0.575577
5.60437,0.598548,5.60875,0.595704,5.51636,0.579384,4.28624,0.565539,4.28916,0.573349
5.6143,0.592403,5.61874,0.589537,5.52403,0.5732,4.29124,0.563801,4.29544,0.571198
5.62423,0.591662,5.62874,0.588822,5.53197,0.561167,4.29625,0.5621,4.30165,0.56911
5.63416,0.591036,5.63873,0.588141,5.54002,0.554855,4.30125,0.560452,4.30781,0.567081
5.64409,0.579632,5.64873,0.571045,5.54818,0.548495,4.30626,0.558838,4.31387,0.56511
5.65403,0.57377,5.65873,0.570817,5.55644,0.535443,4.31126,0.516145,4.31984,0.563193
5.66398,0.573562,5.66872,0.570584,5.5648,0.535463,4.31627,0.438559,4.32572,0.561327
5.67392,0.573409,5.67872,0.570394,5.57315,0.535471,4.32127,0.407253,4.33153,0.559512
5.68387,0.573227,5.68871,0.570232,5.5817,0.528755,4.32628,0.407369,4.33726,0.538061
5.69382,0.567308,5.69871,0.564276,5.59032,0.514658,4.33128,0.407461,4.34293,0.515093
5.70378,0.567285,5.70871,0.564253,5.59902,0.50748,4.33628,0.40772,4.34855,0.437407
5.71373,0.561285,5.7187,0.558178,5.60779,0.507672,4.34129,0.407936,4.35416,0.405863
5.72346,0.561344,5.7287,0.552065,5.61656,0.507734,4.34629,0.408166,4.35972,0.40563
5.7332,0.555345,5.7387,0.545777,5.62533,0.507802,4.35129,0.408112,4.36523,0.40625
5.74295,0.549156,5.74869,0.545989,5.63417,0.507814,4.3563,0.407955,4.37074,0.406747
5.75272,0.542836,5.75869,0.539635,5.64301,0.529403,4.3613,0.40821,4.3762,0.406897
5.76249,0.543133,5.76869,0.539863,5.65184,0.536118,4.3663,0.408189,4.38165,0.407126
5.77226,0.543344,5.77869,0.540095,5.66082,0.542651,4.3713,0.408359,4.38705,0.407257
5.78204,0.543516,5.78868,0.540259,5.66985,0.542557,4.37658,0.408009,4.39246,0.407206
5.79182,0.537045,5.79868,0.533865,5.67888,0.548864,4.38182,0.408033,4.39783,0.407017
5.80161,0.537541,5.80868,0.53437,5.68796,0.54876,4.38705,0.408164,4.40317,0.406723
5.81141,0.537888,5.81824,0.534656,5.69709,0.548665,4.39227,0.408094,4.40848,0.406935
5.82122,0.538243,5.82783,0.534968,5.70603,0.548512,4.39748,0.408257,4.41377,0.407225
5.83103,0.53869,5.83743,0.535417,5.71503,0.548421,4.40268,0.408165,4.41932,0.407484
5.84086,0.538942,5.84704,0.535644,5.72402,0.554556,4.40787,0.408332,4.42511,0.407292
5.85068,0.539209,5.85667,0.535881,5.73302,0.554442,4.41305,0.408232,4.43083,0.407136
5.86051,0.539642,5.86632,0.536244,5.74214,0.554343,4.41822,0.408326,4.43649,0.40696
5.87036,0.532985,5.87597,0.529632,5.7513,0.554273,4.42338,0.408139,4.44209,0.406926
5.88021,0.526224,5.88564,0.522776,5.76051,0.554106,4.42852,0.408274,4.44766,0.407244
5.89008,0.526583,5.89533,0.523095,5.76976,0.554033,4.43365,0.408229,4.45323,0.407512
5.89995,0.527014,5.90503,0.523547,5.77905,0.55399,4.43877,0.408414,4.45881,0.407323
5.90983,0.527295,5.91473,0.523792,5.78834,0.553846,4.44415,0.408489,4.46438,0.407242
5.91972,0.534322,5.92445,0.524022,5.79767,0.553827,4.44952,0.40829,4.46995,0.407471
5.92961,0.527666,5.93419,0.524289,5.80704,0.553839,4.45485,0.408243,4.47576,0.407327
5.93951,0.534883,5.94395,0.531515,5.81648,0.553769,4.46016,0.408458,4.48151,0.407254
5.94941,0.528139,5.95372,0.531836,5.82599,0.553737,4.46572,0.408625,4.48718,0.407378
5.95932,0.535269,5.96351,0.538617,5.83555,0.553758,4.47127,0.40833,4.49286,0.407325
5.96923,0.548786,5.97332,0.545506,5.84517,0.55371,4.47678,0.408064,4.49848,0.407439
5.97914,0.561472,5.98312,0.558378,5.85483,0.553694,4.48225,0.407887,4.5041,0.407251
5.98906,0.56177,5.99295,0.558627,5.86453,0.559836,4.48767,0.407938,4.50966,0.407372
5.99899,0.562088,6.0028,0.558951,5.87425,0.559828,4.49306,0.408189,4.51517,0.407568
6.00892,0.562329,6.01265,0.559231,5.88397,0.559811,4.49899,0.408396,4.52066,0.407228
6.01886,0.56252,6.02251,0.559453,5.89372,0.559778,4.50515,0.408435,4.52611,0.407019
6.02881,0.562693,6.0324,0.559667,5.90352,0.559784,4.5113,0.408303,4.53152,0.407293
6.03877,0.562852,6.0423,0.559865,5.91334,0.559834,4.51735,0.408513,4.53718,0.407252
6.04874,0.562999,6.05223,0.553899,5.92318,0.559836,4.5234,0.408647,4.54278,0.407528
6.05871,0.557019,6.06217,0.554084,5.93303,0.559803,4.52967,0.408326,4.54838,0.407374
6.06869,0.557424,6.07212,0.541775,5.9429,0.559831,4.53582,0.407819,4.55393,0.407249
6.07868,0.551643,6.08209,0.535625,5.95278,0.55982,4.5418,0.408147,4.55943,0.407545
6.08867,0.54566,6.09206,0.536167,5.96268,0.559833,4.54777,0.408381,4.56484,0.407632
6.09866,0.546122,6.10203,0.522633,5.97259,0.559889,4.55423,0.408619,4.57049,0.407492
6.10865,0.539886,6.11201,0.52313,5.98252,0.559897,4.56087,0.408447,4.57612,0.407358
6.11864,0.533427,6.12199,0.523601,5.99245,0.559875,4.56737,0.408338,4.58169,0.407374
6.12863,0.526669,6.13198,0.524028,6.00238,0.559925,4.57374,0.408363,4.58726,0.407148
6.13863,0.526923,6.14197,0.524435,6.01233,0.559938,4.58011,0.408363,4.59278,0.407207
6.14862,0.527083,6.15196,0.517534,6.02229,0.559921,4.58648,0.40828,4.59828,0.407515
6.15862,0.527216,6.16195,0.517888,6.03225,0.559895,4.59273,0.408327,4.60402,0.407581
6.16862,0.520112,6.17194,0.518237,6.04223,0.559856,4.59892,0.408319,4.60976,0.407362
6.17862,0.52022,6.18193,0.518408,6.0522,0.559811,4.60506,0.40843,4.61544,0.407253
6.18861,0.520353,6.19193,0.518547,6.06219,0.559757,4.61109,0.408539,4.62109,0.407273
6.19861,0.520475,6.20148,0.518715,6.07217,0.55981,4.61713,0.408461,4.62667,0.40747
6.20861,0.520533,6.21107,0.518768,6.08216,0.559842,4.62312,0.408669,4.6325,0.407691
6.21861,0.52062,6.2207,0.518772,6.09215,0.559857,4.62933,0.40865,4.63833,0.407642
6.2286,0.520681,6.23035,0.518938,6.10214,0.559847,4.63543,0.408332,4.64408,0.407313
6.2386,0.520799,6.24002,0.519066,6.11214,0.559827,4.64143,0.408324,4.64977,0.407292
6.2486,0.520857,6.24971,0.519162,6.12213,0.559773,4.64735,0.408179,4.6554,0.407132
6.2586,0.520975,6.25941,0.519366,6.13213,0.559722,4.65319,0.40839,4.66103,0.407331
6.2686,0.521351,6.26913,0.519893,6.14213,0.559652,4.65925,0.40866,4.6669,0.407591
6.2786,0.521758,6.27889,0.520354,6.15212,0.559541,4.66552,0.408777,4.67325,0.407743
6.2886,0.522021,6.28864,0.520625,6.16212,0.559432,4.6718,0.408777,4.6798,0.407612
6.29859,0.522284,6.29841,0.520957,6.17212,0.559299,4.67796,0.408779,4.68622,0.4072
6.30859,0.522637,6.30819,0.521251,6.18212,0.559118,4.68403,0.408784,4.69238,0.407234
6.31859,0.522811,6.31799,0.521504,6.19212,0.558925,4.69,0.407799,4.69848,0.407371
6.32859,0.522844,6.32738,0.521748,6.20211,0.55874,4.69588,0.408113,4.70453,0.407587
6.33859,0.52312,6.33684,0.521909,6.21211,0.558512,4.70199,0.408251,4.71079,0.407508
6.34859,0.523146,6.34633,0.522021,6.22211,0.558273,4.7081,0.408589,4.71706,0.407233
6.35859,0.52325,6.35584,0.522149,6.23211,0.558,4.71442,0.408727,4.72321,0.40742
6.36859,0.523429,6.36539,0.522243,6.24211,0.557815,4.72074,0.408705,4.72937,0.407418
6.37859,0.523498,6.37498,0.522366,6.25211,0.557537,4.727,0.408196,4.73547,0.407427
6.38859,0.523543,6.38463,0.52245,6.26211,0.557317,4.73306,0.408387,4.74147,0.407726
6.39858,0.523666,6.39431,0.522568,6.27211,0.557146,4.73903,0.40859,4.74769,0.407733
6.40858,0.52361,6.40402,0.522654,6.2821,0.556941,4.74522,0.408796,4.75381,0.407414
6.41858,0.523663,6.41375,0.522808,6.2921,0.550523,4.7513,0.408635,4.75982,0.407294
6.42858,0.523692,6.42351,0.522828,6.3021,0.550288,4.75729,0.408458,4.76575,0.407392
6.43858,0.523711,6.43329,0.52288,6.3121,0.550021,4.7632,0.408493,4.77168,0.407356
6.44858,0.523725,6.44308,0.522918,6.3221,0.549712,4.76906,0.408611,4.77757,0.407635
6.45858,0.523744,6.45289,0.522942,6.3321,0.549417,4.77514,0.408627,4.78368,0.407703
6.46858,0.523737,6.46271,0.522916,6.3421,0.549094,4.78114,0.40843,4.78978,0.407697
6.47858,0.523768,6.47256,0.523015,6.3521,0.548743,4.78704,0.408358,4.79589,0.407535
6.48858,0.523783,6.48243,0.522981,6.3621,0.542025,4.79287,0.408393,4.8019,0.407543
6.49858,0.523787,6.49231,0.523043,6.3721,0.541664,4.79865,0.408628,4.80783,0.407399
6.50858,0.523801,6.5022,0.523011,6.3821,0.54133,4.80444,0.408593,4.81367,0.407365
6.51858,0.523803,6.51211,0.52309,6.3921,0.540965,4.81016,0.408685,4.81947,0.407644
6.52858,0.52382,6.52203,0.523044,6.4021,0.540592,4.81588,0.408769,4.8255,0.407821
6.53858,0.523859,6.53195,0.52313,6.4121,0.540246,4.82156,0.408592,4.83175,0.407774
6.54858,0.524011,6.54189,0.523176,6.4221,0.539864,4.82719,0.408599,4.83794,0.407769
6.55858,0.524136,6.55183,0.523398,6.4321,0.526139,4.83276,0.408454,4.84413,0.40761
6.56814,0.524248,6.56177,0.523466,6.4421,0.496781,4.83828,0.408671,4.85021,0.407608
6.57773,0.524303,6.57172,0.523658,6.45186,0.496491,4.84405,0.408617,4.8562,0.407463
6.58734,0.524394,6.58168,0.523714,6.46164,0.496243,4.84977,0.408818,4.8621,0.407431
6.59697,0.524465,6.59164,0.523905,6.47144,0.495964,4.85573,0.408462,4.86796,0.40771
6.60662,0.524578,6.6016,0.52394,6.48125,0.495619,4.86161,0.408685,4.87405,0.407888
6.61606,0.524643,6.61157,0.524163,6.49108,0.495285,4.86771,0.40835,4.88013,0.407781
6.62552,0.524726,6.62154,0.524165,6.50092,0.494904,4.87371,0.408635,4.88612,0.407307
6.63478,0.524781,6.63151,0.524415,6.51079,0.494567,4.87993,0.408752,4.89196,0.407573
6.64408,0.524871,6.64148,0.524422,6.52066,0.494139,4.88604,0.408761,4.8978,0.40758
6.65317,0.524951,6.65146,0.524704,6.53055,0.49373,4.89216,0.408871,4.90356,0.407728
6.66232,0.52516,6.66144,0.524833,6.54045,0.493308,4.89817,0.408757,4.90926,0.4077
6.67127,0.525319,6.67142,0.525218,6.55036,0.492976,4.9041,0.408708,4.9149,0.407377
6.68028,0.525516,6.6814,0.525212,6.56028,0.492561,4.90998,0.408701,4.92051,0.40768
6.68894,0.525634,6.69139,0.525466,6.5702,0.492175,4.91583,0.408845,4.92635,0.407519
6.69768,0.525748,6.70137,0.525466,6.58013,0.491684,4.92163,0.409119,4.93212,0.407792
6.70624,0.525818,6.71136,0.525751,6.59007,0.491226,4.92743,0.409052,4.93812,0.407489
6.71487,0.525917,6.72134,0.525777,6.60002,0.490683,4.93317,0.408751,4.94397,0.40774
6.72351,0.526018,6.73133,0.526119,6.60996,0.490178,4.93884,0.408429,4.95004,0.407573
6.73222,0.52615,6.74132,0.526163,6.61991,0.489613,4.94439,0.408599,4.95601,0.40764
6.74093,0.526287,6.75131,0.526525,6.62986,0.48904,4.95017,0.40872,4.9619,0.407669
6.74971,0.526442,6.76106,0.526521,6.63981,0.488443,4.95619,0.408739,4.96775,0.407931
6.7585,0.526564,6.77083,0.526911,6.64977,0.487831,4.96212,0.40899,4.97383,0.407332
6.76742,0.526803,6.78019,0.526915,6.65973,0.487264,4.968,0.409035,4.97974,0.407637
6.77634,0.526953,6.78958,0.527335,6.66969,0.48662,4.97381,0.408684,4.98587,0.407681
6.7854,0.527252,6.79876,0.527372,6.67965,0.485948,4.97954,0.408625,4.99194,0.407955
6.79445,0.527459,6.80799,0.52779,6.68962,0.485228,4.98525,0.408844,4.99802,0.40736
6.80361,0.527828,6.81702,0.527639,6.69958,0.484485,4.99095,0.437106,5.004,0.407666
6.81278,0.527829,6.8261,0.527771,6.70955,0.483694,4.99659,0.436895,5.0102,0.407713
6.82204,0.527903,6.835,0.527631,6.71952,0.48289,5.00217,0.436951,5.01635,0.407983
6.8313,0.527877,6.84395,0.527848,6.72926,0.482028,5.00771,0.437183,5.02249,0.467029
6.84065,0.527985,6.85291,0.527683,6.73902,0.481182,5.01324,0.437187,5.02854,0.467308
6.8498,0.527979,6.86198,0.527921,6.74836,0.480115,5.01873,0.437223,5.0348,0.495424
6.85904,0.528133,6.87087,0.52781,6.75773,0.479056,5.02418,0.516968,5.041,0.495686
6.86792,0.528139,6.87982,0.543429,6.76672,0.477956,5.02958,0.516963,5.0472,0.495302
6.87693,0.542362,6.88877,0.562814,6.77577,0.476832,5.03495,0.516948,5.05321,0.4956
6.88532,0.562455,6.89784,0.580766,6.78447,0.475698,5.04029,0.517156,5.05944,0.496088
6.8939,0.580334,6.90691,0.59777,6.79323,0.474562,5.04563,0.517399,5.06541,0.521294
6.90217,0.586404,6.91609,0.613945,6.80167,0.473398,5.05122,0.540652,5.0713,0.500861
6.91064,0.613696,6.92491,0.619412,6.81019,0.472229,5.05669,0.5407,5.07711,0.501175
6.91881,0.619155,6.93379,0.620361,6.81855,0.471017,5.06212,0.54093,5.08292,0.50176
6.92708,0.620001,6.94233,0.630639,6.827,0.469818,5.06754,0.540953,5.08866,0.501843
6.93484,0.625559,6.95095,0.631909,6.83545,0.468523,5.07295,0.540964,5.09437,0.501757
6.94272,0.631366,6.95926,0.633227,6.84408,0.475212,5.07832,0.522753,5.10001,0.526405
6.95008,0.632496,6.96766,0.652525,6.85239,0.516775,5.08366,0.52317,5.1056,0.527029
6.95757,0.634174,6.97576,0.678011,6.8608,0.515897,5.08898,0.527545,5.11114,0.527228
6.96537,0.657183,6.98397,0.698572,6.86929,0.51474,5.09429,0.527575,5.11691,0.527157
6.97328,0.671509,6.99189,0.718311,6.87796,0.520531,5.09957,0.527724,5.12269,0.527287
6.98094,0.705205,6.99982,0.741182,6.88631,0.519499,5.10483,0.528218,5.1284,0.549872
6.98872,0.717947,7,0.790933,6.89485,0.518668,5.11006,0.528369,5.13408,0.55041
6.99626,0.745117,,,6.90323,0.517721,5.11529,0.550689,5.13972,0.568888
7,0.767213,,,6.9118,0.523761,5.12049,0.550835,5.14531,0.569072
,,,,6.92045,0.522887,5.12569,0.551105,5.15085,0.569604
,,,,6.92926,0.535302,5.13146,0.55127,5.15634,0.587067
,,,,6.93821,0.558399,5.13746,0.551726,5.16237,0.58715
,,,,6.94736,0.557191,5.14337,0.552241,5.1683,0.619161
,,,,6.95632,0.555078,5.14921,0.552539,5.17415,0.619381
,,,,6.96534,0.564177,5.15497,0.571172,5.17993,0.632916
,,,,6.974,0.577786,5.16066,0.589625,5.18564,0.633299
,,,,6.98293,0.581891,5.16629,0.605577,5.19158,0.647114
,,,,6.99152,0.613717,5.17193,0.605679,5.19753,0.679483
,,,,7,0.625328,5.17751,0.620502,5.20347,0.680038
,,,,,,5.18303,0.634045,5.20933,0.680637
,,,,,,5.18851,0.634379,5.21519,0.681615
,,,,,,5.19395,0.659308,5.22098,0.692635
,,,,,,5.19936,0.670355,5.22669,0.693373
,,,,,,5.20472,0.680893,5.23223,0.694427
,,,,,,5.21006,0.681491,5.238,0.695461
,,,,,,5.21538,0.682173,5.24374,0.696566
,,,,,,5.22068,0.693182,5.24948,0.697927
,,,,,,5.22597,0.694064,5.25545,0.699413
,,,,,,5.23151,0.695039,5.26142,0.700991
,,,,,,5.23706,0.696114,5.2674,0.702632
,,,,,,5.2426,0.697336,5.27328,0.704532
,,,,,,5.24902,0.698609,5.27917,0.706499
,,,,,,5.25586,0.700007,5.28527,0.708664
,,,,,,5.26331,0.701628,5.29138,0.710983
,,,,,,5.27126,0.703343,5.29749,0.713468
,,,,,,5.27933,0.705368,5.3036,0.716042
,,,,,,5.28749,0.707489,5.30966,0.718881
,,,,,,5.29602,0.709845,5.31562,0.729199
,,,,,,5.30454,0.712461,5.32159,0.731094
,,,,,,5.31336,0.723867,5.32747,0.733157
,,,,,,5.3224,0.72685,5.33383,0.735317
,,,,,,5.33163,0.728895,5.3402,0.73758
,,,,,,5.34101,0.731107,5.347,0.739987
,,,,,,5.35052,0.733493,5.35442,0.742557
,,,,,,5.36012,0.736066,5.36234,0.745
,,,,,,5.36981,0.738835,5.37051,0.747167
,,,,,,5.37891,0.740922,5.37829,0.749408
,,,,,,5.38813,0.74322,5.38607,0.751441
,,,,,,5.39743,0.745148,5.39411,0.753501
,,,,,,5.40636,0.747326,5.40216,0.754802
,,,,,,5.41529,0.748528,5.40993,0.756169
,,,,,,5.42404,0.749716,5.41758,0.755656
,,,,,,5.43246,0.75007,5.42445,0.754476
,,,,,,5.44059,0.751004,5.43116,0.75401
,,,,,,5.44844,0.751052,5.43761,0.753719
,,,,,,5.45551,0.75051,5.44383,0.752392
,,,,,,5.46197,0.749585,5.44986,0.751822
,,,,,,5.46795,0.748934,5.4558,0.743333
,,,,,,5.47385,0.740534,5.46166,0.743223
,,,,,,5.47968,0.740086,5.46724,0.743058
,,,,,,5.48543,0.740351,5.47277,0.74216
,,,,,,5.49099,0.740936,5.47815,0.741595
,,,,,,5.49648,0.739543,5.4835,0.740101
,,,,,,5.50192,0.736879,5.48878,0.738409
,,,,,,5.50719,0.735417,5.49403,0.737095
,,,,,,5.51243,0.735146,5.49927,0.736378
,,,,,,5.51763,0.73453,5.50448,0.734337
,,,,,,5.52281,0.733442,5.50963,0.732405
,,,,,,5.52798,0.731169,5.51477,0.731139
,,,,,,5.53313,0.72966,5.51989,0.729095
,,,,,,5.53827,0.7282,5.52499,0.724756
,,,,,,5.54338,0.72514,5.53009,0.720431
,,,,,,5.54849,0.720637,5.53517,0.71637
,,,,,,5.55357,0.716439,5.54023,0.712548
,,,,,,5.55865,0.712528,5.54529,0.708951
,,,,,,5.56371,0.708876,5.55033,0.705604
,,,,,,5.56878,0.705492,5.55537,0.702442
,,,,,,5.57383,0.69434,5.5604,0.691402
,,,,,,5.57889,0.691679,5.56542,0.688885
,,,,,,5.58393,0.689242,5.57044,0.686606
,,,,,,5.58896,0.687008,5.57545,0.6845
