x,healthy,x,earlyOA
4.60506,15.8325,4.61544,15.8217
4.61109,15.8274,4.62109,15.8176
4.61713,15.8218,4.62667,15.8117
4.62312,15.8141,4.6325,15.8052
4.62933,15.8086,4.63833,15.8007
4.63543,15.8067,4.64408,15.7994
4.64143,15.8037,4.64977,15.7972
4.64735,15.8022,4.6554,15.7963
4.65319,15.7976,4.66103,15.7924
4.65925,15.7917,4.6669,15.7871
4.66552,15.7854,4.67325,15.7815
4.6718,15.7801,4.6798,15.7787
4.67796,15.7749,4.68622,15.7766
4.68403,15.77,4.69238,15.772
4.69,15.7718,4.69848,15.7683
4.69588,15.7676,4.70453,15.7637
4.70199,15.7645,4.71079,15.7592
4.7081,15.7602,4.71706,15.7558
4.71442,15.7553,4.72321,15.7517
4.72074,15.7503,4.72937,15.7476
4.727,15.7475,4.73547,15.7425
4.73306,15.7426,4.74147,15.7353
4.73903,15.7376,4.74769,15.7304
4.74522,15.7317,4.75381,15.7279
4.7513,15.7273,4.75982,15.7266
4.75729,15.7237,4.76575,15.7245
4.7632,15.7212,4.77168,15.7207
4.76906,15.7181,4.77757,15.7137
4.77514,15.7151,4.78368,15.7086
4.78114,15.7114,4.78978,15.7051
4.78704,15.7062,4.79589,15.7016
4.79287,15.7022,4.8019,15.6972
4.79865,15.6969,4.80783,15.6932
4.80444,15.6921,4.81367,15.6896
4.81016,15.6869,4.81947,15.6843
4.81588,15.683,4.8255,15.6788
4.82156,15.6799,4.83175,15.6745
4.82719,15.6756,4.83794,15.6712
4.83276,15.6724,4.84413,15.668
4.83828,15.6674,4.85021,15.6639
4.84405,15.6636,4.8562,15.66
4.84977,15.6587,4.8621,15.6564
4.85573,15.6569,4.86796,15.6513
4.86161,15.652,4.87405,15.6461
4.86771,15.6498,4.88013,15.642
4.87371,15.6449,4.88612,15.6412
4.87993,15.6404,4.89196,15.6353
4.88604,15.6368,4.8978,15.6302
4.89216,15.6316,4.90356,15.6236
4.89817,15.6266,4.90926,15.6199
4.9041,15.6219,4.9149,15.6165
4.90998,15.6181,4.92051,15.6103
4.91583,15.6126,4.92635,15.6065
4.92163,15.6056,4.93212,15.6009
4.92743,15.6009,4.93812,15.5978
4.93317,15.5978,4.94397,15.5922
4.93884,15.5938,4.95004,15.5885
4.94439,15.5908,4.95601,15.5842
4.95017,15.5872,4.9619,15.5789
4.95619,15.5834,4.96775,15.5729
4.96212,15.577,4.97383,15.5719
4.968,15.5714,4.97974,15.5661
4.97381,15.5696,4.98587,15.5608
4.97954,15.5661,4.99194,15.555
4.98525,15.5593,4.99802,15.5529
4.99095,15.5525,5.004,15.5474
4.99659,15.5484,5.0102,15.5422
5.00217,15.5455,5.01635,15.5365
5.00771,15.5395,5.02249,15.534
5.01324,15.534,5.02854,15.5281
5.01873,15.5286,5.0348,15.5217
5.02418,15.5219,5.041,15.5147
5.02958,15.5164,5.0472,15.5101
5.03495,15.5125,5.05321,15.5029
5.04029,15.5072,5.05944,15.4941
5.04563,15.5002,5.06541,15.4866
5.05122,15.4933,5.0713,15.4811
5.05669,15.4885,5.07711,15.4735
5.06212,15.4821,5.08292,15.4656
5.06754,15.4755,5.08866,15.4601
5.07295,15.4707,5.09437,15.4528
5.07832,15.4616,5.10001,15.4448
5.08366,15.4552,5.1056,15.4372
5.08898,15.4501,5.11114,15.431
5.09429,15.4458,5.11691,15.4235
5.09957,15.4401,5.12269,15.4162
5.10483,15.431,5.1284,15.4062
5.11006,15.4224,5.13408,15.3974
5.11529,15.4157,5.13972,15.3907
5.12049,15.4095,5.14531,15.3828
5.12569,15.4018,5.15085,15.3732
5.13146,15.3943,5.15634,15.3635
5.13746,15.385,5.16237,15.3565
5.14337,15.3782,5.1683,15.3435
5.14921,15.3703,5.17415,15.3257
5.15497,15.3634,5.17993,15.3055
5.16066,15.3557,5.18564,15.2871
5.16629,15.3439,5.19158,15.2671
5.17193,15.3275,5.19753,15.2423
5.17751,15.3081,5.20347,15.2169
5.18303,15.2884,5.20933,15.1838
5.18851,15.2689,5.21519,15.1488
5.19395,15.249,5.22098,15.1111
5.19936,15.2281,5.22669,15.0676
5.20472,15.2043,5.23223,15.0185
5.21006,15.1776,5.238,14.9655
5.21538,15.1471,5.24374,14.9052
5.22068,15.1101,5.24948,14.8364
5.22597,15.0695,5.25545,14.7616
5.23151,15.0237,5.26142,14.6862
5.23706,14.9728,5.2674,14.6066
5.2426,14.9163,5.27328,14.5199
5.24902,14.854,5.27917,14.4266
5.25586,14.7846,5.28527,14.3262
5.26331,14.7076,5.29138,14.226
5.27126,14.6234,5.29749,14.1182
5.27933,14.53,5.3036,14.0045
5.28749,14.4301,5.30966,13.8836
5.29602,14.3221,5.31562,13.7603
5.30454,14.2063,5.32159,13.6269
5.31336,14.0824,5.32747,13.4927
5.3224,13.95,5.33383,13.352
5.33163,13.8088,5.3402,13.2052
5.34101,13.6589,5.347,13.0516
5.35052,13.5,5.35442,12.8903
5.36012,13.3321,5.36234,12.7206
5.36981,13.1551,5.37051,12.5423
5.37891,12.9697,5.37829,12.3572
5.38813,12.7758,5.38607,12.1646
5.39743,12.5731,5.39411,11.9639
5.40636,12.3643,5.40216,11.7553
5.41529,12.1497,5.40993,11.5417
5.42404,11.9286,5.41758,11.3228
5.43246,11.7012,5.42445,11.0974
5.44059,11.4673,5.43116,10.8675
5.44844,11.2271,5.43761,10.625
5.45551,10.9798,5.44383,10.386
5.46197,10.7215,5.44986,10.1417
5.46795,10.4627,5.4558,9.88621
5.47385,10.1995,5.46166,9.62865
5.47968,9.93001,5.46724,9.36816
5.48543,9.65389,5.47277,9.10353
5.49099,9.37191,5.47815,8.83506
5.49648,9.08511,5.4835,8.5609
5.50192,8.79421,5.48878,8.28152
5.50719,8.49956,5.49403,7.99816
5.51243,8.20102,5.49927,7.71098
5.51763,7.89836,5.50448,7.42004
5.52281,7.59187,5.50963,7.12562
5.52798,7.28155,5.51477,6.82786
5.53313,6.96769,5.51989,6.52716
5.53827,6.65052,5.52499,6.22441
5.54338,6.33081,5.53009,5.91976
5.54849,6.00921,5.53517,5.61316
5.55357,5.6857,5.54023,5.30494
5.55865,5.36045,5.54529,4.99498
5.56371,5.03371,5.55033,4.68363
5.56878,4.70526,5.55537,4.37091
5.57383,4.3735,5.5604,4.05649
5.57889,4.03873,5.56542,3.73732
5.58393,3.70411,5.57044,3.41847
5.58896,3.36932,5.57545,3.09961
5.594,3.03452,5.58046,2.78066
5.59902,2.69954,5.58547,2.46089
5.60405,2.36429,5.59048,2.13856
5.60907,2.02651,5.59548,1.81857
5.61409,1.69117,5.60049,1.50046
5.61911,1.37884,5.60549,1.20614
5.62413,1.08764,5.61049,0.931455
5.62915,0.817711,5.6155,0.675885
5.63416,0.548943,5.6205,0.409532
5.63917,0.311373,5.6255,0.280749
5.64418,0.333955,5.6305,0.293488
5.64919,0.334434,5.6355,0.291234
5.65419,0.324067,5.6405,0.28032
5.6592,0.308548,5.6455,0.265437
5.6642,0.291052,5.6505,0.248113
5.66921,0.273422,5.6555,0.230932
5.67421,0.25635,5.6605,0.214264
5.67921,0.240283,5.6655,0.198812
5.68422,0.225465,5.67051,0.184308
5.68922,0.211769,5.67551,0.171063
5.69422,0.199402,5.68051,0.158769
5.69922,0.18779,5.68551,0.148065
5.70422,0.177043,5.69051,0.138683
5.70922,0.167256,5.69551,0.128997
5.71423,0.158601,5.70051,0.121671
5.71923,0.151411,5.70551,0.11413
5.72423,0.145746,5.71051,0.110181
5.72923,0.141174,5.71551,0.104578
5.73423,0.137437,5.72051,0.101033
5.73923,0.134354,5.72551,0.0977256
5.74423,0.13179,5.73051,0.0918888
5.74923,0.12965,5.73551,0.0859845
5.75423,0.127861,5.74051,0.0830057
5.75923,0.126367,5.74551,0.0798822
5.76423,0.125128,5.75051,0.075416
5.76923,0.124108,5.75551,0.0709722
5.77423,0.122783,5.76051,0.0636446
5.77923,0.120807,5.76551,0.0596674
5.78423,0.118488,5.77051,0.0541468
5.78924,0.11584,5.77551,0.0514645
5.79424,0.108249,5.78051,0.0479344
5.79924,0.100636,5.78551,0.0440863
5.80424,0.0930402,5.79051,0.0353666
5.80924,0.0854742,5.79551,0.0294908
5.81424,0.0779399,5.80051,0.0285033
5.81924,0.0704337,5.80551,0.0267984
5.82424,0.0629508,5.81051,0.0249034
5.82924,0.0554875,5.81551,0.0218783
5.83424,0.0480406,5.82051,0.0173821
5.83924,0.0406072,5.82551,0.0146552
5.84424,0.0331856,5.83051,0.0138958
5.84924,0.0266129,5.83551,0.0116705
5.85424,0.0257985,5.84051,0.00974811
5.85924,0.0246419,5.84551,0.00602738
5.86424,0.0234176,5.85051,0.00361595
5.86924,0.0229264,5.85551,0.00285763
5.87424,0.0249229,5.86051,0.00134624
5.87924,0.0252813,5.86551,0.00347659
5.88424,0.0250332,5.87051,0.00329827
5.88924,0.023218,5.87551,0.00440247
5.89424,0.0237128,5.88051,0.00526138
5.89924,0.023813,5.88551,0.00549453
5.90424,0.0238695,5.89051,0.0058637
5.90924,0.0238729,5.89551,0.00572053
5.91424,0.0237845,5.90051,0.00570966
5.91924,0.0233263,5.90551,0.0052965
5.92424,0.0232587,5.91051,0.00618803
5.92924,0.0228288,5.91551,0.00645696
5.93424,0.0223822,5.92051,0.00591381
5.93924,0.0220007,5.92551,0.00522494
5.94424,0.0215175,5.93051,0.00434384
5.94924,0.0207646,5.93551,0.00189517
5.95424,0.0203384,5.93967,0.00632931
5.95924,0.0179188,5.94467,0.00883349
5.96424,0.017206,5.94967,0.011028
5.96924,0.0171822,5.95467,0.0121924
5.97424,0.017152,5.95967,0.0128445
5.97924,0.0170614,5.96467,0.0128217
5.98424,0.0175652,5.96967,0.0125901
5.98924,0.0177038,5.97467,0.011835
5.99424,0.0177185,5.97967,0.00992773
5.99924,0.0173429,5.98467,0.00964593
6.00424,0.0182334,5.98967,0.00939307
6.00924,0.0198576,5.99467,0.0091186
6.01424,0.0219902,5.99967,0.00793594
6.01924,0.0238486,6.00467,0.00958398
6.02424,0.0252408,6.00967,0.011459
6.02924,0.0267273,6.01467,0.014014
6.03424,0.0283561,6.01967,0.0157354
6.03951,0.0299603,6.02467,0.0175984
6.04476,0.0318047,6.02967,0.0191286
6.05026,0.0337922,6.03467,0.0207347
6.05601,0.0357125,6.03994,0.022343
6.06148,0.0378869,6.04547,0.0239991
6.06679,0.0367759,6.051,0.0258355
6.07209,0.0354266,6.05652,0.0278273
6.07736,0.0344589,6.06205,0.0299315
6.08263,0.033644,6.06758,0.0280199
6.0879,0.0330127,6.07334,0.0260579
6.09343,0.0322192,6.07934,0.024149
6.09896,0.0317079,6.08581,0.0220161
6.10446,0.0313395,6.0927,0.0197788
6.10994,0.0311426,6.09995,0.0175149
6.11537,0.0310672,6.10735,0.0154732
6.12081,0.0311537,6.11464,0.0138942
6.12621,0.0310894,6.12174,0.0128255
6.13161,0.0311638,6.12898,0.0118023
6.13697,0.0313943,6.13638,0.0108207
6.14229,0.0316898,6.14392,0.0097124
6.14761,0.0317532,6.15134,0.00785204
6.15293,0.0326014,6.15855,0.00742431
6.15823,0.033706,6.16609,0.00763304
6.16349,0.0343787,6.17376,0.00899214
6.16901,0.0351931,6.1812,0.00928156
6.17478,0.0358058,6.18842,0.00836511
6.18048,0.0376646,6.19524,0.00963819
6.18611,0.0375616,6.2019,0.0119855
6.1917,0.0371523,6.20842,0.0145214
6.19713,0.0374537,6.2148,0.0151997
6.20248,0.0391859,6.22106,0.0163403
6.20781,0.0399295,6.22709,0.0187427
6.2131,0.0421401,6.233,0.0218716
6.21836,0.0420746,6.23882,0.0234664
6.2236,0.0445373,6.24457,0.0254494
6.22881,0.0457384,6.25026,0.0273145
6.234,0.0473797,6.25589,0.0289093
6.23917,0.0499223,6.26144,0.0275851
6.24433,0.0516916,6.26694,0.0236791
6.24948,0.0542772,6.2724,0.0206491
6.25461,0.0556301,6.27782,0.018067
6.25973,0.0533543,6.28319,0.0163652
6.26484,0.050296,6.2885,0.0173732
6.26994,0.0475097,6.29374,0.0171244
6.27503,0.0448534,6.29895,0.0178701
6.28011,0.0426397,6.30414,0.0199416
6.28518,0.0404839,6.30931,0.0201163
6.29025,0.0390734,6.31445,0.0200116
6.2953,0.0379248,6.31959,0.0214299
6.30035,0.036719,6.32467,0.0215039
6.30539,0.0361659,6.32889,0.0227104
6.31043,0.0350765,6.33389,0.0239237
6.31547,0.0350245,6.33889,0.0234711
6.32049,0.0343008,6.34389,0.0227364
6.32551,0.0338115,6.34889,0.023624
6.33054,0.0347654,6.35389,0.0231668
6.33555,0.0338959,6.35889,0.0223855
6.34056,0.0334319,6.36389,0.0232716
6.34557,0.0343111,6.36889,0.0225511
6.35057,0.0339084,6.37389,0.0216421
6.35557,0.033085,6.37889,0.0222672
6.36057,0.0345085,6.38389,0.0215785
6.36558,0.0339123,6.38889,0.0205396
6.37058,0.0335092,6.39389,0.0210878
6.37558,0.0343107,6.39889,0.0201421
6.38058,0.0340472,6.40389,0.0189591
6.38558,0.0330606,6.40889,0.0190892
6.39058,0.03404,6.41389,0.0170884
6.39558,0.0331968,6.41889,0.0153547
6.40058,0.0324069,6.42389,0.0155444
6.40558,0.0328273,6.42889,0.0154289
6.41058,0.0313275,6.43389,0.0160087
6.41558,0.0291596,6.43889,0.0162432
6.41975,0.031069,6.44389,0.0170253
6.42475,0.0302477,6.44889,0.0173576
6.42975,0.0305519,6.45389,0.0181713
6.43475,0.0305871,6.45889,0.0184981
6.43975,0.0313752,6.46389,0.0192693
6.44475,0.0318396,6.46889,0.0195494
6.44975,0.0329364,6.47389,0.0202505
6.45475,0.0335978,6.47889,0.02044
6.45975,0.0348094,6.48389,0.0210349
6.46475,0.0355422,6.48889,0.0211335
6.46975,0.0367753,6.49389,0.0216202
6.47475,0.0374887,6.49889,0.0215982
6.47975,0.038667,6.50389,0.021948
6.48475,0.0393199,6.50889,0.0217971
6.48975,0.0404094,6.51389,0.0220059
6.49475,0.040963,6.51889,0.0217188
6.49975,0.0419274,6.52389,0.0217787
6.50475,0.0423483,6.52889,0.0213475
6.50975,0.0431558,6.53389,0.0212507
6.51475,0.0434146,6.53889,0.0187973
6.51975,0.0440375,6.54389,0.0155053
6.52475,0.0441087,6.54889,0.0118963
6.52975,0.0445285,6.55389,0.00874522
6.53475,0.0443865,6.55889,0.00453365
6.53975,0.0420132,6.56389,0
6.54475,0.0382702,6.56889,0
6.54975,0.0347666,6.57389,0
6.55475,0.0307026,6.57889,0
6.55975,0.0269519,6.58389,0
6.56475,0.0226502,6.58889,0
6.56975,0.0186107,6.59389,0
6.57475,0.0143689,6.59889,0
6.57975,0.0107504,6.60389,0
6.58475,0.00725143,6.60889,0
6.58975,0.00452234,6.61389,0
6.59475,0,6.61889,0
6.60002,0,6.62389,0
6.60527,0.000664857,6.62916,0.0127221
6.61049,0,6.6344,0.0390437
6.61567,0,6.63962,0.0774127
6.6208,0,6.64482,0.12695
6.62592,0.00547181,6.65,0.186515
6.63103,0.025153,6.65516,0.252726
6.63612,0.0641062,6.66031,0.325749
6.64119,0.108888,6.66545,0.408228
6.64625,0.166933,6.67057,0.499807
6.65129,0.231553,6.67568,0.597457
6.65633,0.303856,6.68078,0.700904
6.66136,0.381934,6.68586,0.810939
6.66639,0.470223,6.69095,0.92981
6.67141,0.56406,6.69602,1.05455
6.67642,0.666313,6.70109,1.18526
6.68144,0.772352,6.70615,1.32334
6.68645,0.886797,6.7112,1.46489
6.69146,1.00681,6.71625,1.61679
6.69647,1.1351,6.7213,1.77112
6.70148,1.26849,6.72634,1.93546
6.70649,1.40766,6.73138,2.10328
6.7115,1.55145,6.73641,2.26946
6.71651,1.70414,6.74144,2.4397
6.72151,1.86003,6.74647,2.6183
6.72652,2.02461,6.7515,2.80576
6.73152,2.19278,6.75652,2.99923
6.73653,2.35948,6.76154,3.19706
6.74153,2.53018,6.76754,3.38934
6.74681,2.70757,6.77345,3.59011
6.75206,2.89309,6.77957,3.78832
6.75729,3.08511,6.7857,3.98652
6.7625,3.28141,6.79183,4.18815
6.7677,3.48225,6.79791,4.39206
6.7729,3.67812,6.80445,4.59319
6.77806,3.87909,6.81099,4.79383
6.78322,4.08093,6.81745,4.99402
6.78837,4.28351,6.82392,5.19279
6.79352,4.48603,6.83032,5.39033
6.79867,4.68797,6.83665,5.58628
6.8038,4.88843,6.84293,5.78035
6.80893,5.08633,6.84914,5.96828
6.81406,5.2816,6.85535,6.15054
6.81918,5.47414,6.86151,6.32594
6.82429,5.6639,6.86761,6.43746
6.8294,5.85082,6.87371,6.47702
6.8345,6.03416,6.87982,6.48105
6.8396,6.20888,6.88592,6.46161
6.84469,6.38635,6.89223,6.42404
6.84979,6.54108,6.89928,6.36717
6.85488,6.60984,6.90692,6.29617
6.85997,6.63515,6.91504,6.21472
6.86507,6.63371,6.92353,6.1254
6.87016,6.61419,6.93232,6.03005
6.87583,6.57665,6.94135,5.92998
6.88235,6.52098,6.95058,5.78827
6.88956,6.45177,6.95996,5.61647
6.89733,6.37242,6.96934,5.43856
6.90555,6.28539,6.9773,5.28568
6.91412,6.19243,6.98456,5.14245
6.92298,6.09481,6.99125,5.01015
6.93207,5.99345,6.99763,4.88071
6.94134,5.889,7,4.8301
6.95076,5.74289,,
6.96029,5.56727,,
6.96982,5.38611,,
6.97803,5.22818,,
6.98564,5.0778,,
6.99259,4.94017,,
6.99937,4.80273,,
7,4.78597,,
