x,N2249,N2571,N3057,x,N2249,N2571,N3057,x,N2249,N2571,N3057
1.0119,-0.0686067,-0.109486,-0.144942,1.05292,-0.0763767,-0.126237,-0.164944,1.03422,-0.0754756,-0.118623,-0.157052
1.01773,-0.0698607,-0.112198,-0.148261,1.06053,-0.0782133,-0.129288,-0.168592,1.0408,-0.0769187,-0.121198,-0.160216
1.02405,-0.0712122,-0.115007,-0.151664,1.06861,-0.0802867,-0.132613,-0.172527,1.04756,-0.078469,-0.123861,-0.163481
1.03081,-0.0725547,-0.117578,-0.154807,1.07706,-0.0826532,-0.13624,-0.176753,1.0547,-0.0801861,-0.126688,-0.166887
1.03756,-0.0739564,-0.12018,-0.158012,1.08583,-0.0853253,-0.140272,-0.181388,1.06218,-0.0820939,-0.129715,-0.170504
1.04432,-0.0754315,-0.122829,-0.161265,1.09484,-0.0883403,-0.144739,-0.186405,1.07015,-0.0842742,-0.133034,-0.174396
1.05145,-0.0770558,-0.12562,-0.164658,1.10405,-0.0917278,-0.149652,-0.191831,1.07853,-0.0867348,-0.136682,-0.178657
1.05893,-0.0788607,-0.128606,-0.168236,1.11341,-0.095339,-0.154472,-0.197055,1.08723,-0.0895242,-0.140774,-0.18333
1.0669,-0.0808945,-0.131851,-0.172084,1.12291,-0.0992502,-0.159247,-0.202126,1.09619,-0.0926603,-0.145281,-0.188378
1.07527,-0.0832192,-0.1354,-0.176228,1.1325,-0.103591,-0.164239,-0.207341,1.10536,-0.0961719,-0.150222,-0.19385
1.08396,-0.0858425,-0.139328,-0.180767,1.14218,-0.108357,-0.169198,-0.212167,1.1147,-0.0998838,-0.15497,-0.198997
1.09291,-0.0888069,-0.143707,-0.185704,1.15192,-0.113421,-0.17364,-0.215879,1.12417,-0.103921,-0.15976,-0.204106
1.10207,-0.0921373,-0.148528,-0.191041,1.16171,-0.118795,-0.17776,-0.218921,1.13374,-0.108389,-0.164706,-0.20924
1.1114,-0.0957428,-0.153432,-0.196401,1.17154,-0.124798,-0.182317,-0.222245,1.1434,-0.113259,-0.169637,-0.214002
1.12087,-0.0995962,-0.158164,-0.201442,1.18141,-0.131318,-0.187066,-0.225592,1.15313,-0.118326,-0.173699,-0.2172
1.13044,-0.10386,-0.163126,-0.20667,1.1913,-0.137808,-0.190758,-0.227713,1.16291,-0.123826,-0.177927,-0.220388
1.1401,-0.108565,-0.168078,-0.211577,1.2012,-0.144695,-0.194421,-0.229844,1.17274,-0.129971,-0.182553,-0.223788
1.14982,-0.11358,-0.172641,-0.215541,1.21066,-0.152419,-0.197985,-0.232161,1.1826,-0.13645,-0.186934,-0.226751
1.1596,-0.11887,-0.176705,-0.218574,1.21974,-0.161436,-0.202512,-0.236177,1.19248,-0.142997,-0.190661,-0.229001
1.16943,-0.124743,-0.181168,-0.22185,1.22847,-0.171508,-0.209909,-0.243411,1.2024,-0.149837,-0.194482,-0.231297
1.17929,-0.131201,-0.186016,-0.225376,1.23686,-0.179023,-0.218669,-0.252475,1.21232,-0.15767,-0.197877,-0.233748
1.18918,-0.13766,-0.189753,-0.227549,1.24558,-0.180343,-0.222484,-0.257936,1.22182,-0.167191,-0.203019,-0.238472
1.19908,-0.144661,-0.193333,-0.229681,1.25413,-0.181652,-0.226031,-0.262525,1.23142,-0.177094,-0.211036,-0.246326
1.20875,-0.152085,-0.196979,-0.231954,1.26185,-0.182795,-0.229148,-0.266647,1.24062,-0.182962,-0.218738,-0.254648
1.21849,-0.160722,-0.201137,-0.23556,1.26933,-0.183894,-0.231972,-0.270413,1.24982,-0.184403,-0.222735,-0.260028
1.22661,-0.17081,-0.20791,-0.241965,1.27695,-0.184936,-0.23455,-0.273963,1.25779,-0.185632,-0.226256,-0.264611
1.23483,-0.179296,-0.217098,-0.251291,1.28485,-0.186124,-0.237156,-0.277743,1.2655,-0.186844,-0.229474,-0.268844
1.24278,-0.181512,-0.221745,-0.257653,1.29316,-0.187927,-0.241206,-0.283329,1.27308,-0.187957,-0.232353,-0.272713
1.25083,-0.182327,-0.224844,-0.261715,1.30167,-0.18965,-0.245483,-0.289317,1.28095,-0.189133,-0.234996,-0.276429
1.25842,-0.183503,-0.228077,-0.26591,1.30987,-0.191284,-0.249325,-0.294601,1.28882,-0.190642,-0.238279,-0.281035
1.26577,-0.184596,-0.23097,-0.269718,1.31829,-0.192787,-0.25282,-0.299497,1.29694,-0.192706,-0.243087,-0.287387
1.27292,-0.18565,-0.2336,-0.273302,1.32591,-0.194691,-0.256515,-0.304663,1.30479,-0.194403,-0.247053,-0.292774
1.28023,-0.186655,-0.235971,-0.276671,1.334,-0.195373,-0.258793,-0.308165,1.31264,-0.196049,-0.250865,-0.298052
1.28768,-0.187907,-0.238703,-0.280629,1.34232,-0.196535,-0.261419,-0.312078,1.32024,-0.197481,-0.25416,-0.302712
1.29492,-0.189708,-0.242963,-0.286471,1.35097,-0.197771,-0.263921,-0.315866,1.32761,-0.199244,-0.2576,-0.307549
1.30248,-0.191312,-0.246989,-0.2921,1.35989,-0.198861,-0.266171,-0.319363,1.3355,-0.200058,-0.259867,-0.31102
1.30982,-0.192821,-0.250565,-0.296998,1.36902,-0.199883,-0.268252,-0.322669,1.34363,-0.201241,-0.262374,-0.314784
1.31716,-0.194789,-0.254414,-0.302253,1.37833,-0.200871,-0.27019,-0.325807,1.35213,-0.202506,-0.264766,-0.318437
1.32504,-0.195603,-0.256872,-0.305895,1.38778,-0.201819,-0.272012,-0.32882,1.36093,-0.203617,-0.266904,-0.321804
1.33316,-0.196874,-0.259644,-0.309931,1.39734,-0.202734,-0.273736,-0.331736,1.36997,-0.204697,-0.268893,-0.325008
1.34165,-0.198062,-0.262173,-0.313698,1.40698,-0.203612,-0.275365,-0.334549,1.37921,-0.20574,-0.270753,-0.32808
1.35043,-0.199333,-0.264607,-0.317377,1.4167,-0.204459,-0.276909,-0.337273,1.38859,-0.20675,-0.272511,-0.331063
1.35946,-0.200434,-0.266781,-0.320755,1.42647,-0.205271,-0.278367,-0.339902,1.3981,-0.207723,-0.27417,-0.333946
1.36868,-0.201495,-0.268801,-0.323958,1.43629,-0.206063,-0.279769,-0.342473,1.40771,-0.208662,-0.275739,-0.336742
1.37806,-0.202512,-0.270697,-0.32703,1.44614,-0.206831,-0.281111,-0.34498,1.41739,-0.209566,-0.277221,-0.339446
1.38756,-0.20349,-0.272487,-0.330002,1.45603,-0.207577,-0.282401,-0.347427,1.42714,-0.210446,-0.278643,-0.342093
1.39717,-0.204428,-0.274175,-0.33287,1.46594,-0.208194,-0.283609,-0.349775,1.43694,-0.2113,-0.280004,-0.344676
1.40685,-0.205329,-0.275773,-0.335646,1.47586,-0.208873,-0.284793,-0.352083,1.44678,-0.212131,-0.281311,-0.347198
1.41659,-0.206193,-0.27728,-0.338327,1.4858,-0.209652,-0.285998,-0.354371,1.45665,-0.212937,-0.282565,-0.349654
1.42639,-0.20703,-0.278725,-0.340948,1.49575,-0.210304,-0.287071,-0.356442,1.46655,-0.213628,-0.283751,-0.352029
1.43623,-0.207841,-0.280106,-0.343504,1.50571,-0.210976,-0.28812,-0.358316,1.47646,-0.214364,-0.284915,-0.354351
1.4461,-0.208627,-0.281431,-0.345999,1.51568,-0.211471,-0.288907,-0.35985,1.4864,-0.215202,-0.286106,-0.356659
1.45599,-0.209391,-0.282708,-0.348438,1.52566,-0.2117,-0.289487,-0.361068,1.49634,-0.215927,-0.28718,-0.358756
1.46591,-0.210026,-0.283903,-0.350781,1.53564,-0.211624,-0.289787,-0.361927,1.5063,-0.216645,-0.288193,-0.360617
1.47584,-0.210722,-0.285078,-0.353084,1.54518,-0.211266,-0.289792,-0.362449,1.51627,-0.217193,-0.288968,-0.362158
1.48579,-0.211516,-0.286272,-0.355368,1.55433,-0.210558,-0.289408,-0.362458,1.52624,-0.217455,-0.289526,-0.363365
1.49574,-0.212183,-0.287338,-0.357435,1.56348,-0.209544,-0.288839,-0.362326,1.53621,-0.217426,-0.289807,-0.364231
1.50571,-0.212868,-0.28838,-0.359306,1.57263,-0.208304,-0.287735,-0.361494,1.54492,-0.217118,-0.289828,-0.364747
1.51568,-0.213385,-0.28916,-0.360835,1.58183,-0.200383,-0.279733,-0.35325,1.55345,-0.216459,-0.289458,-0.364751
1.52566,-0.213621,-0.289731,-0.36204,1.59103,-0.204537,-0.284372,-0.358686,1.56216,-0.215547,-0.288933,-0.36463
1.53564,-0.213573,-0.290035,-0.362906,1.60032,-0.196128,-0.275768,-0.349792,1.57055,-0.214408,-0.287899,-0.363889
1.54518,-0.213231,-0.290038,-0.363427,1.60961,-0.199633,-0.279766,-0.354544,1.57902,-0.206605,-0.279975,-0.35564
1.55433,-0.212549,-0.289667,-0.363456,1.61898,-0.191118,-0.271,-0.345425,1.58733,-0.210946,-0.284773,-0.361301
1.56328,-0.211522,-0.289066,-0.363292,1.62836,-0.193864,-0.274201,-0.349349,1.59597,-0.202658,-0.27618,-0.352264
1.57162,-0.21031,-0.287982,-0.362454,1.63781,-0.185531,-0.265533,-0.340249,1.60461,-0.206351,-0.28037,-0.357308
1.57997,-0.202421,-0.28001,-0.354158,1.64725,-0.187291,-0.267724,-0.343129,1.61352,-0.197889,-0.27161,-0.348177
1.5884,-0.206673,-0.284749,-0.359729,1.65677,-0.179367,-0.259394,-0.334073,1.62208,-0.200938,-0.275084,-0.352376
1.59714,-0.198324,-0.276195,-0.350864,1.66589,-0.180112,-0.260896,-0.336249,1.63082,-0.192615,-0.266394,-0.343234
1.60588,-0.20193,-0.280264,-0.355665,1.67511,-0.172822,-0.253445,-0.327493,1.63955,-0.19475,-0.268903,-0.346426
1.61468,-0.193412,-0.27148,-0.346508,1.68434,-0.172543,-0.254236,-0.329283,1.64796,-0.186754,-0.260438,-0.33729
1.62331,-0.196375,-0.274887,-0.350621,1.6936,-0.165921,-0.247502,-0.321335,1.65637,-0.187911,-0.262164,-0.339727
1.63202,-0.188011,-0.266179,-0.341458,1.70291,-0.164922,-0.247473,-0.322242,1.66486,-0.18053,-0.254585,-0.330844
1.64072,-0.190053,-0.268618,-0.34457,1.71184,-0.159336,-0.241657,-0.315174,1.67336,-0.180745,-0.255804,-0.333046
1.6491,-0.182028,-0.260146,-0.335423,1.72083,-0.157667,-0.240681,-0.314859,1.68194,-0.173962,-0.248848,-0.324835
1.65748,-0.183089,-0.261787,-0.337778,1.72993,-0.153437,-0.236111,-0.309002,1.69059,-0.173357,-0.249238,-0.326222
1.66605,-0.175727,-0.254228,-0.328891,1.73909,-0.151508,-0.234527,-0.307794,1.6994,-0.167547,-0.243183,-0.31892
1.67462,-0.175792,-0.255326,-0.330955,1.74835,-0.148826,-0.231479,-0.303538,1.70804,-0.166195,-0.242585,-0.319095
1.68327,-0.169059,-0.248435,-0.322814,1.75723,-0.147306,-0.229761,-0.301188,1.71675,-0.161589,-0.237638,-0.312933
1.692,-0.168366,-0.248751,-0.324129,1.76618,-0.146045,-0.227996,-0.298021,1.72405,-0.159715,-0.2362,-0.31195
1.70087,-0.162596,-0.242742,-0.316866,1.77338,-0.145591,-0.227023,-0.296135,1.73115,-0.156352,-0.232435,-0.306954
1.70974,-0.161179,-0.24208,-0.316955,1.78092,-0.145527,-0.225374,-0.293105,1.73806,-0.154654,-0.23071,-0.304969
1.71875,-0.156663,-0.237225,-0.310872,1.78893,-0.146177,-0.224353,-0.290756,1.74535,-0.152656,-0.228142,-0.301042
1.72781,-0.15481,-0.23581,-0.309955,1.79706,-0.147616,-0.224443,-0.289618,1.75263,-0.151843,-0.226843,-0.298826
1.73687,-0.1517,-0.232345,-0.305317,1.80555,-0.149698,-0.225265,-0.289233,1.76005,-0.151223,-0.225216,-0.295814
1.74557,-0.149999,-0.230554,-0.30314,1.81412,-0.152405,-0.226828,-0.289801,1.76762,-0.151129,-0.223157,-0.292306
1.75443,-0.148284,-0.228307,-0.299521,1.82286,-0.155605,-0.22883,-0.291024,1.77532,-0.151846,-0.22227,-0.290138
1.76296,-0.147503,-0.227214,-0.297548,1.83143,-0.159034,-0.230476,-0.291871,1.78314,-0.153265,-0.222305,-0.2889
1.77148,-0.147134,-0.225642,-0.294655,1.84016,-0.162195,-0.230138,-0.290548,1.79108,-0.155371,-0.223216,-0.288628
1.78008,-0.147308,-0.223977,-0.2916,1.84896,-0.165619,-0.229512,-0.288672,1.79914,-0.158,-0.224649,-0.289093
1.78896,-0.148319,-0.223518,-0.28991,1.85777,-0.170142,-0.230591,-0.288388,1.80729,-0.161043,-0.226354,-0.289978
1.79789,-0.15002,-0.223944,-0.289114,1.86624,-0.175816,-0.233414,-0.289768,1.81555,-0.164034,-0.226835,-0.289527
1.80704,-0.152435,-0.225275,-0.289347,1.87441,-0.182767,-0.237719,-0.292505,1.8239,-0.166834,-0.225685,-0.287199
1.81623,-0.155352,-0.227063,-0.29025,1.88258,-0.189964,-0.242457,-0.295792,1.8321,-0.170147,-0.22512,-0.285416
1.82551,-0.158705,-0.229185,-0.291683,1.89075,-0.19744,-0.247297,-0.29956,1.84039,-0.17445,-0.226297,-0.2855
1.8348,-0.162022,-0.230042,-0.291729,1.89902,-0.205035,-0.252198,-0.303878,1.84853,-0.179887,-0.229169,-0.287112
1.84417,-0.165168,-0.229231,-0.289785,1.90763,-0.212695,-0.257829,-0.309329,1.8564,-0.186213,-0.233096,-0.289645
1.85316,-0.168993,-0.229282,-0.288549,1.91607,-0.221816,-0.264806,-0.316099,1.86426,-0.193756,-0.238088,-0.293231
1.8622,-0.174048,-0.231201,-0.28905,1.92459,-0.229682,-0.271595,-0.323732,1.87213,-0.200993,-0.242652,-0.296967
1.87089,-0.180498,-0.234978,-0.291323,1.93311,-0.237491,-0.278997,-0.332354,1.88,-0.208726,-0.247704,-0.301496
1.87958,-0.187568,-0.239627,-0.294469,1.94172,-0.245766,-0.287566,-0.341773,1.88761,-0.217325,-0.253984,-0.307518
1.88692,-0.194787,-0.244242,-0.297717,1.95015,-0.25376,-0.296748,-0.352347,1.89523,-0.225651,-0.260769,-0.314762
1.89397,-0.201887,-0.248742,-0.301344,1.95867,-0.261651,-0.306816,-0.363452,1.90285,-0.233246,-0.267678,-0.322962
1.90117,-0.209565,-0.253722,-0.305815,1.96727,-0.269279,-0.317463,-0.374771,1.90991,-0.241776,-0.275986,-0.332033
1.90853,-0.217815,-0.259774,-0.311686,1.97587,-0.276655,-0.327933,-0.385432,1.91714,-0.249476,-0.28459,-0.342136
1.91603,-0.226297,-0.266503,-0.318626,1.98447,-0.280842,-0.336012,-0.395215,1.92437,-0.258245,-0.29504,-0.353318
1.92367,-0.233915,-0.273228,-0.32658,1.99324,-0.284101,-0.342867,-0.403127,1.93175,-0.266312,-0.305981,-0.364986
1.93119,-0.242193,-0.281195,-0.335365,2.00183,-0.286469,-0.348308,-0.409483,1.93892,-0.274259,-0.317219,-0.376075
1.93848,-0.2498,-0.289545,-0.345212,2.01011,-0.294372,-0.358864,-0.420463,1.9459,-0.278448,-0.325697,-0.386386
1.94567,-0.258339,-0.299607,-0.356152,2.01872,-0.302477,-0.369315,-0.431325,1.95257,-0.281039,-0.332055,-0.394138
1.95267,-0.265606,-0.309652,-0.367531,2.0276,-0.310849,-0.3797,-0.442291,1.95889,-0.283124,-0.337479,-0.400547
1.95949,-0.274002,-0.32083,-0.378462,2.03655,-0.319212,-0.389813,-0.453189,1.96522,-0.285264,-0.342556,-0.406302
1.96598,-0.278607,-0.329359,-0.3886,2.04555,-0.327444,-0.399508,-0.463193,1.97143,-0.28738,-0.347222,-0.411608
1.97234,-0.281821,-0.336263,-0.397007,2.05437,-0.334419,-0.408466,-0.474659,1.97784,-0.289509,-0.351521,-0.41659
1.97853,-0.283742,-0.341438,-0.403315,2.06285,-0.337699,-0.413212,-0.480521,1.98445,-0.291678,-0.355593,-0.421142
1.98462,-0.285779,-0.346439,-0.408877,2.07103,-0.339602,-0.416136,-0.484044,1.99124,-0.293847,-0.359385,-0.425365
1.99065,-0.287738,-0.35092,-0.414124,2.07931,-0.341408,-0.418805,-0.487378,1.9982,-0.296017,-0.362902,-0.429356
1.99669,-0.289677,-0.355047,-0.418956,2.08758,-0.343122,-0.421308,-0.490581,2.00517,-0.300905,-0.368909,-0.435388
2.00057,-0.291176,-0.35842,-0.423017,2.09596,-0.344972,-0.424042,-0.494081,2.01274,-0.308209,-0.377181,-0.443732
2.00557,-0.296112,-0.364936,-0.429651,2.10433,-0.346739,-0.426687,-0.497492,2.0206,-0.315775,-0.385574,-0.452246
2.01116,-0.301516,-0.371758,-0.436685,2.11241,-0.348634,-0.429709,-0.501416,2.02871,-0.323513,-0.394016,-0.460871
2.01727,-0.307387,-0.378863,-0.444054,2.12021,-0.350371,-0.432811,-0.505528,2.03704,-0.331365,-0.402421,-0.469754
2.02359,-0.313442,-0.385998,-0.451459,2.12814,-0.352157,-0.436146,-0.510015,2.04557,-0.339176,-0.410641,-0.477872
2.03011,-0.319612,-0.393103,-0.458921,2.13582,-0.353876,-0.439591,-0.514785,2.05428,-0.345855,-0.418317,-0.487907
2.03704,-0.326083,-0.400357,-0.466717,2.14361,-0.355672,-0.443281,-0.519793,2.06298,-0.348255,-0.42111,-0.491309
2.04381,-0.332294,-0.407219,-0.473788,2.15117,-0.357332,-0.44724,-0.525471,2.07194,-0.350166,-0.423242,-0.493953
2.05074,-0.338089,-0.414016,-0.482046,2.1585,-0.358758,-0.451282,-0.531341,2.08071,-0.351907,-0.425158,-0.496428
2.05751,-0.341867,-0.418739,-0.488408,2.16583,-0.360088,-0.454985,-0.536739,2.08972,-0.353782,-0.427346,-0.499312
2.06446,-0.343552,-0.420854,-0.490886,2.17348,-0.361569,-0.45832,-0.541348,2.09839,-0.355548,-0.4295,-0.502188
2.0714,-0.345008,-0.422641,-0.493118,2.18113,-0.36315,-0.461526,-0.545823,2.10731,-0.357438,-0.431926,-0.505447
2.07851,-0.346383,-0.424287,-0.495252,2.18905,-0.364762,-0.464522,-0.550023,2.11589,-0.359322,-0.43469,-0.509138
2.08562,-0.347742,-0.425916,-0.497438,2.19709,-0.36642,-0.467364,-0.554002,2.12416,-0.361175,-0.43771,-0.513287
2.09288,-0.349168,-0.427744,-0.499875,2.20536,-0.368112,-0.47003,-0.557721,2.13228,-0.362916,-0.440844,-0.517677
2.0998,-0.350582,-0.429616,-0.502396,2.21383,-0.369834,-0.47255,-0.561219,2.14013,-0.364697,-0.44424,-0.522469
2.10655,-0.351944,-0.431508,-0.504974,2.22248,-0.37159,-0.474941,-0.564519,2.14784,-0.366624,-0.448021,-0.527619
2.11314,-0.353412,-0.433762,-0.508036,2.2314,-0.37338,-0.477208,-0.567626,2.15555,-0.368268,-0.452009,-0.533521
2.11974,-0.354772,-0.436159,-0.511326,2.24044,-0.375052,-0.479175,-0.570382,2.16314,-0.369627,-0.455736,-0.539026
2.12619,-0.356157,-0.438738,-0.514939,2.24968,-0.376565,-0.480847,-0.572799,2.17086,-0.371238,-0.459202,-0.543952
2.13252,-0.357522,-0.441494,-0.518851,2.25855,-0.378048,-0.482405,-0.575043,2.17845,-0.372785,-0.462343,-0.548425
2.13874,-0.358913,-0.444385,-0.522914,2.26755,-0.379521,-0.483865,-0.577139,2.18617,-0.374439,-0.465381,-0.552772
2.14495,-0.360303,-0.447372,-0.527092,2.27636,-0.38098,-0.485234,-0.579103,2.19377,-0.376019,-0.46812,-0.556676
2.15111,-0.361764,-0.450734,-0.531859,2.28531,-0.382426,-0.486518,-0.580939,2.20149,-0.377694,-0.470781,-0.560464
2.15727,-0.362925,-0.454145,-0.536966,2.29408,-0.383848,-0.487732,-0.582671,2.20922,-0.379334,-0.473226,-0.563922
2.16342,-0.36394,-0.457453,-0.542005,2.303,-0.385287,-0.488884,-0.584308,2.21739,-0.381073,-0.475586,-0.567251
2.16979,-0.365101,-0.460388,-0.546131,2.31197,-0.386759,-0.490003,-0.585876,2.22565,-0.382823,-0.477797,-0.570346
2.17609,-0.366312,-0.46305,-0.549964,2.32115,-0.388191,-0.49104,-0.587349,2.23427,-0.384655,-0.479951,-0.573344
2.18259,-0.367632,-0.465662,-0.553649,2.3305,-0.389643,-0.492032,-0.588746,2.24316,-0.386248,-0.48166,-0.575846
2.18909,-0.368948,-0.468079,-0.557098,2.33997,-0.391101,-0.492999,-0.590102,2.25227,-0.387809,-0.483234,-0.578182
2.19559,-0.370274,-0.470351,-0.56034,2.34955,-0.392559,-0.493931,-0.591402,2.26139,-0.389375,-0.484724,-0.580381
2.2021,-0.371625,-0.472487,-0.563373,2.35921,-0.393965,-0.494822,-0.592648,2.27067,-0.390933,-0.48609,-0.582398
2.20879,-0.372989,-0.474495,-0.566194,2.36894,-0.395436,-0.495693,-0.593836,2.27976,-0.392495,-0.487426,-0.584353
2.21587,-0.374463,-0.476445,-0.568919,2.37873,-0.396819,-0.496521,-0.594963,2.28903,-0.394027,-0.488644,-0.586146
2.22311,-0.375953,-0.478301,-0.571484,2.38855,-0.398262,-0.497349,-0.596037,2.29829,-0.39557,-0.489833,-0.587872
2.2309,-0.377549,-0.48012,-0.573981,2.39841,-0.399663,-0.498157,-0.597069,2.3077,-0.397137,-0.490967,-0.589507
2.23913,-0.379086,-0.481714,-0.576214,2.4083,-0.400941,-0.498845,-0.597932,2.31723,-0.398685,-0.492035,-0.591038
2.24772,-0.38054,-0.483094,-0.578215,2.41821,-0.402204,-0.499448,-0.598629,2.32685,-0.400236,-0.493074,-0.592515
2.25659,-0.381961,-0.484333,-0.580036,2.42814,-0.40337,-0.499919,-0.599138,2.33655,-0.401782,-0.494076,-0.593925
2.26546,-0.383457,-0.485583,-0.581828,2.43807,-0.404502,-0.500368,-0.599601,2.3463,-0.40332,-0.495046,-0.595271
2.27455,-0.384893,-0.486716,-0.583484,2.44802,-0.405569,-0.500736,-0.599848,2.35611,-0.404801,-0.495976,-0.596557
2.28382,-0.386414,-0.487835,-0.585091,2.45797,-0.406586,-0.501046,-0.599998,2.36595,-0.406297,-0.496879,-0.597778
2.29324,-0.387897,-0.488865,-0.586578,2.46794,-0.407513,-0.501284,-0.599991,2.37583,-0.407781,-0.497769,-0.598936
2.30278,-0.389402,-0.489876,-0.588022,2.4779,-0.40841,-0.501291,-0.599669,2.38573,-0.409296,-0.498652,-0.60004
2.3124,-0.390907,-0.490851,-0.589409,2.48787,-0.408963,-0.501017,-0.599125,2.39565,-0.410761,-0.499516,-0.601099
2.32211,-0.39241,-0.491793,-0.590737,2.49784,-0.400209,-0.490244,-0.585973,2.40558,-0.412171,-0.500308,-0.602039
2.33187,-0.393908,-0.492706,-0.592012,2.50782,-0.409232,-0.499238,-0.596778,2.41553,-0.413455,-0.500967,-0.602787
2.34168,-0.395399,-0.493593,-0.593237,2.51736,-0.40057,-0.488066,-0.582726,2.42549,-0.414702,-0.501533,-0.603383
2.35152,-0.396881,-0.494455,-0.594414,2.52693,-0.409534,-0.496784,-0.593212,2.43545,-0.415904,-0.50206,-0.603853
2.3614,-0.39835,-0.495292,-0.595543,2.53609,-0.400789,-0.485286,-0.578548,2.44541,-0.417034,-0.502516,-0.604221
2.3713,-0.399754,-0.496093,-0.59662,2.54526,-0.409735,-0.494052,-0.589217,2.45539,-0.418113,-0.502918,-0.604433
2.38123,-0.401225,-0.496902,-0.597644,2.55407,-0.400746,-0.482427,-0.574347,2.46536,-0.4194,-0.503641,-0.605096
2.39116,-0.402647,-0.497693,-0.598624,2.56294,-0.408755,-0.49056,-0.584673,2.47418,-0.420041,-0.50346,-0.604385
2.40111,-0.404042,-0.498459,-0.599547,2.57147,-0.399006,-0.478493,-0.569551,2.48323,-0.420753,-0.50344,-0.604007
2.41107,-0.405353,-0.499109,-0.600287,2.58,-0.406123,-0.485953,-0.579256,2.49233,-0.420671,-0.502575,-0.603181
2.42104,-0.40656,-0.499652,-0.600863,2.58861,-0.395854,-0.473564,-0.564016,2.50148,-0.414031,-0.495143,-0.594172
2.43101,-0.407714,-0.500095,-0.601279,2.59722,-0.402089,-0.480251,-0.573005,2.51027,-0.42059,-0.500268,-0.599307
2.44099,-0.408837,-0.500524,-0.601602,2.60584,-0.391278,-0.467557,-0.557838,2.51912,-0.414433,-0.493295,-0.591425
2.45097,-0.409896,-0.500894,-0.601833,2.61445,-0.396668,-0.473356,-0.565773,2.52738,-0.42068,-0.497968,-0.596007
2.46095,-0.410905,-0.5012,-0.601899,2.62306,-0.385337,-0.460273,-0.550323,2.53563,-0.414489,-0.490832,-0.587819
2.47094,-0.411833,-0.501359,-0.601696,2.63049,-0.389747,-0.465236,-0.557416,2.54361,-0.420955,-0.495641,-0.5924
2.4807,-0.412675,-0.50141,-0.601426,2.63807,-0.378012,-0.452296,-0.541956,2.55158,-0.414347,-0.488236,-0.584042
2.4905,-0.413143,-0.501075,-0.600728,2.64564,-0.381982,-0.457233,-0.548949,2.55929,-0.420149,-0.492575,-0.588176
2.50031,-0.403246,-0.489327,-0.58693,2.65299,-0.369477,-0.443973,-0.534059,2.56677,-0.412691,-0.484561,-0.579328
2.51013,-0.413628,-0.499325,-0.598063,2.66048,-0.372926,-0.448227,-0.539648,2.57403,-0.417828,-0.488515,-0.583296
2.51995,-0.403805,-0.4874,-0.583959,2.66811,-0.359427,-0.434116,-0.523856,2.5811,-0.409828,-0.480167,-0.574274
2.52977,-0.413807,-0.496741,-0.594423,2.67574,-0.362485,-0.437965,-0.529382,2.58784,-0.414209,-0.48352,-0.577758
2.5396,-0.404037,-0.48456,-0.579424,2.68383,-0.348415,-0.423749,-0.514361,2.59476,-0.405865,-0.474896,-0.568411
2.54943,-0.413903,-0.493817,-0.590157,2.69192,-0.350834,-0.426654,-0.51824,2.60152,-0.409536,-0.477672,-0.571387
2.55927,-0.403653,-0.481331,-0.574856,2.69975,-0.336955,-0.41285,-0.504148,2.60845,-0.400835,-0.468801,-0.561899
2.56869,-0.412453,-0.489864,-0.585148,2.70769,-0.337829,-0.414044,-0.505988,2.61514,-0.403725,-0.470854,-0.564172
2.57773,-0.400548,-0.476613,-0.570973,2.71587,-0.323901,-0.399911,-0.491414,2.62183,-0.39467,-0.461751,-0.554574
2.58676,-0.409342,-0.484834,-0.579309,2.72405,-0.323574,-0.400034,-0.492385,2.62852,-0.397017,-0.463674,-0.556511
2.59599,-0.396901,-0.471328,-0.565006,2.73245,-0.310073,-0.386391,-0.478489,2.63539,-0.387811,-0.454811,-0.547112
2.60521,-0.404708,-0.478593,-0.572527,2.74093,-0.308203,-0.384998,-0.477886,2.64226,-0.389371,-0.456138,-0.548478
2.61459,-0.391826,-0.464736,-0.557961,2.7495,-0.295222,-0.372058,-0.464744,2.64913,-0.379661,-0.446884,-0.539001
2.62396,-0.398568,-0.471051,-0.564628,2.75814,-0.2916,-0.36927,-0.463577,2.65584,-0.3805,-0.44758,-0.53963
2.63346,-0.385296,-0.456877,-0.54985,2.76586,-0.27883,-0.356976,-0.451128,2.6624,-0.369964,-0.437468,-0.52943
2.64295,-0.391001,-0.462453,-0.555724,2.7737,-0.274052,-0.354054,-0.450462,2.66882,-0.370348,-0.437868,-0.529945
2.65255,-0.377592,-0.448668,-0.541085,2.78179,-0.26294,-0.34444,-0.441216,2.67512,-0.359331,-0.427172,-0.519308
2.66174,-0.382091,-0.45341,-0.546272,2.78999,-0.257428,-0.341325,-0.44005,2.68142,-0.359086,-0.427081,-0.519472
2.67098,-0.368343,-0.439421,-0.531469,2.7984,-0.248172,-0.333445,-0.432094,2.68792,-0.348005,-0.416253,-0.508571
2.68022,-0.37181,-0.443251,-0.535927,2.8069,-0.243325,-0.329962,-0.429735,2.69442,-0.346781,-0.415186,-0.507948
2.68955,-0.357676,-0.42897,-0.520765,2.81557,-0.236865,-0.322994,-0.422237,2.70092,-0.333714,-0.402052,-0.494471
