x,N2249,N2643,N3237,x,N2249,N2643,N3237,x,N2249,N2643,N3237
1.34631,-0.3685,-0.445187,-0.544348,1.34351,-0.362513,-0.445439,-0.540766,1.37691,-0.386405,-0.449772,-0.562263
1.3563,-0.369906,-0.447218,-0.548605,1.35351,-0.363898,-0.447449,-0.545012,1.38688,-0.387622,-0.451367,-0.565836
1.3663,-0.371236,-0.449137,-0.552718,1.3635,-0.365243,-0.449494,-0.549312,1.39685,-0.388786,-0.45304,-0.569438
1.3763,-0.372432,-0.450492,-0.556046,1.3735,-0.366416,-0.450822,-0.552624,1.40683,-0.389794,-0.454418,-0.572741
1.3863,-0.373592,-0.451981,-0.559523,1.3835,-0.367564,-0.452265,-0.556066,1.41681,-0.390838,-0.45581,-0.576061
1.3963,-0.37469,-0.453535,-0.563036,1.3935,-0.368654,-0.453779,-0.559551,1.4268,-0.3919,-0.457154,-0.57928
1.4063,-0.375641,-0.454788,-0.566267,1.4035,-0.369639,-0.45514,-0.562909,1.43678,-0.39295,-0.458424,-0.582341
1.4163,-0.376635,-0.456111,-0.569591,1.4135,-0.3706,-0.456464,-0.566282,1.44678,-0.393953,-0.459603,-0.585454
1.4263,-0.377634,-0.457357,-0.572775,1.4235,-0.371573,-0.457701,-0.569476,1.45677,-0.394878,-0.460714,-0.589592
1.4363,-0.378606,-0.45852,-0.575851,1.4335,-0.372514,-0.458886,-0.572645,1.46676,-0.395712,-0.461702,-0.593098
1.4463,-0.37953,-0.459594,-0.579007,1.4435,-0.373412,-0.459926,-0.575749,1.47676,-0.396538,-0.462621,-0.596434
1.4563,-0.380347,-0.460582,-0.583235,1.4535,-0.374216,-0.460903,-0.579972,1.48675,-0.39736,-0.463479,-0.599668
1.4663,-0.381137,-0.461478,-0.586764,1.4635,-0.374991,-0.461787,-0.583522,1.49675,-0.398215,-0.464365,-0.6029
1.4763,-0.381923,-0.462309,-0.590129,1.4735,-0.375764,-0.462602,-0.586908,1.50675,-0.399285,-0.4658,-0.606686
1.4863,-0.382709,-0.463081,-0.593396,1.4835,-0.376535,-0.46336,-0.590199,1.51675,-0.400379,-0.467246,-0.61042
1.4963,-0.383514,-0.463852,-0.596634,1.4935,-0.377306,-0.464063,-0.593417,1.52675,-0.401488,-0.468689,-0.61416
1.5063,-0.384544,-0.465199,-0.60046,1.5035,-0.378271,-0.46525,-0.597116,1.53674,-0.402608,-0.470113,-0.617873
1.5163,-0.385597,-0.466559,-0.604219,1.5135,-0.379303,-0.466575,-0.600901,1.54674,-0.403703,-0.471368,-0.621361
1.5263,-0.386666,-0.467919,-0.607989,1.5235,-0.380352,-0.467904,-0.604678,1.55674,-0.404835,-0.472763,-0.624912
1.5363,-0.387744,-0.469264,-0.611729,1.5335,-0.381414,-0.469223,-0.608443,1.56674,-0.405937,-0.473881,-0.628014
1.5463,-0.3888,-0.470446,-0.615268,1.5435,-0.382476,-0.470527,-0.61218,1.57674,-0.407051,-0.47503,-0.631271
1.5563,-0.38989,-0.471779,-0.618882,1.5535,-0.383518,-0.471701,-0.615663,1.58674,-0.408224,-0.476095,-0.634308
1.5663,-0.390949,-0.472829,-0.622023,1.5635,-0.384571,-0.472814,-0.618966,1.59674,-0.409293,-0.47693,-0.636989
1.5763,-0.392014,-0.473906,-0.625308,1.5735,-0.385622,-0.473859,-0.622299,1.60674,-0.410624,-0.478346,-0.640452
1.5863,-0.393136,-0.474902,-0.628378,1.5835,-0.386571,-0.474515,-0.624958,1.61674,-0.411914,-0.479515,-0.643545
1.5963,-0.394155,-0.475671,-0.631075,1.5935,-0.387773,-0.475762,-0.628408,1.62674,-0.413429,-0.480998,-0.646854
1.6063,-0.395425,-0.476988,-0.634463,1.6035,-0.388782,-0.476441,-0.630965,1.63674,-0.414791,-0.481954,-0.649459
1.6163,-0.396669,-0.478161,-0.637687,1.6135,-0.390182,-0.478038,-0.634868,1.64674,-0.416344,-0.483272,-0.652671
1.6263,-0.398113,-0.479544,-0.640968,1.6235,-0.391417,-0.479031,-0.638094,1.65674,-0.417799,-0.484213,-0.655296
1.6363,-0.399419,-0.480489,-0.643669,1.6335,-0.392842,-0.480334,-0.641043,1.66674,-0.419387,-0.485339,-0.658233
1.6463,-0.400892,-0.481716,-0.646868,1.6435,-0.394143,-0.481212,-0.643656,1.67674,-0.42091,-0.486181,-0.660768
1.6563,-0.402274,-0.482598,-0.649497,1.6535,-0.39561,-0.482388,-0.646798,1.68674,-0.422536,-0.487131,-0.663404
1.6663,-0.403784,-0.48366,-0.652446,1.6635,-0.396984,-0.483212,-0.649402,1.69674,-0.424131,-0.487902,-0.665901
1.6763,-0.405225,-0.484445,-0.654982,1.6735,-0.398473,-0.48418,-0.652215,1.70674,-0.425806,-0.488716,-0.668219
1.6863,-0.406766,-0.485331,-0.657622,1.6835,-0.399904,-0.48491,-0.654725,1.71674,-0.427478,-0.489429,-0.670542
1.6963,-0.408273,-0.486042,-0.660114,1.6935,-0.401427,-0.485722,-0.657245,1.72674,-0.429302,-0.490288,-0.672672
1.7063,-0.409857,-0.486794,-0.662436,1.7035,-0.402923,-0.486384,-0.659675,1.73674,-0.431223,-0.491234,-0.674814
1.7163,-0.411438,-0.487441,-0.664813,1.7135,-0.404487,-0.487076,-0.661928,1.74674,-0.433244,-0.492272,-0.676787
1.7263,-0.413161,-0.488232,-0.666879,1.7235,-0.406125,-0.48778,-0.664185,1.7563,-0.435223,-0.493281,-0.678724
1.7363,-0.414971,-0.489106,-0.668937,1.7335,-0.407881,-0.488618,-0.666186,1.76596,-0.437224,-0.49437,-0.680789
1.7463,-0.416884,-0.490083,-0.670979,1.7435,-0.409717,-0.489533,-0.668206,1.77565,-0.439238,-0.495519,-0.682902
1.7563,-0.418827,-0.491109,-0.673027,1.75306,-0.411543,-0.490454,-0.67012,1.7854,-0.441272,-0.496734,-0.685051
1.7663,-0.420774,-0.492198,-0.675164,1.76271,-0.413383,-0.491441,-0.672143,1.79518,-0.443323,-0.498023,-0.687259
1.7763,-0.422725,-0.493347,-0.677345,1.77243,-0.415238,-0.492503,-0.674233,1.80499,-0.445458,-0.499588,-0.689577
1.7863,-0.424682,-0.494557,-0.679549,1.78221,-0.417103,-0.493621,-0.676345,1.81484,-0.447609,-0.501228,-0.691939
1.7963,-0.42665,-0.495837,-0.681806,1.79201,-0.418985,-0.494825,-0.678528,1.82471,-0.449759,-0.502899,-0.694327
1.8063,-0.42864,-0.49722,-0.684089,1.80185,-0.420876,-0.49608,-0.680734,1.83461,-0.451907,-0.504603,-0.69675
1.8163,-0.4307,-0.498852,-0.686472,1.81172,-0.422843,-0.497593,-0.683034,1.84453,-0.454052,-0.506335,-0.699184
1.8263,-0.432753,-0.500505,-0.68887,1.82161,-0.42483,-0.499196,-0.68538,1.85402,-0.456112,-0.508032,-0.70154
1.8363,-0.434798,-0.502184,-0.691294,1.83153,-0.426813,-0.500829,-0.68776,1.86361,-0.458187,-0.509765,-0.703926
1.84586,-0.436759,-0.503823,-0.693627,1.84102,-0.428714,-0.50242,-0.690033,1.87328,-0.460273,-0.511532,-0.706342
1.85551,-0.43873,-0.505497,-0.695991,1.85057,-0.430621,-0.50405,-0.69237,1.88301,-0.462366,-0.513323,-0.708791
1.86523,-0.440708,-0.507202,-0.698381,1.8602,-0.432536,-0.505712,-0.69472,1.8928,-0.464459,-0.515128,-0.711304
1.875,-0.44269,-0.50894,-0.70079,1.86991,-0.434459,-0.507405,-0.697097,1.90263,-0.466556,-0.51696,-0.713834
1.88356,-0.444444,-0.5105,-0.702954,1.87968,-0.436384,-0.509119,-0.699503,1.91249,-0.468654,-0.518805,-0.716362
1.8924,-0.446241,-0.512103,-0.705198,1.88922,-0.438259,-0.510805,-0.701912,1.92238,-0.47071,-0.520533,-0.718733
1.90146,-0.448076,-0.513754,-0.707503,1.89885,-0.440145,-0.51252,-0.704345,1.93229,-0.472762,-0.522265,-0.721093
1.91071,-0.449938,-0.515439,-0.709847,1.90856,-0.442038,-0.514257,-0.706794,1.94221,-0.474815,-0.524017,-0.723466
1.92011,-0.451785,-0.517039,-0.712084,1.91832,-0.443908,-0.515925,-0.709146,1.95214,-0.476863,-0.525775,-0.725836
1.92962,-0.453639,-0.518635,-0.71431,1.92813,-0.445764,-0.517549,-0.711435,1.96209,-0.478902,-0.527522,-0.728153
1.93923,-0.455505,-0.520257,-0.716561,1.93797,-0.447621,-0.51919,-0.713732,1.97204,-0.48094,-0.529291,-0.730489
1.94888,-0.457367,-0.52187,-0.718788,1.94784,-0.44947,-0.520822,-0.716007,1.98199,-0.482977,-0.531078,-0.732833
1.9586,-0.459234,-0.523499,-0.721017,1.95773,-0.451315,-0.522456,-0.718261,1.99195,-0.485011,-0.532865,-0.735145
1.96836,-0.461102,-0.525147,-0.723264,1.96763,-0.453158,-0.524103,-0.720523,2.00192,-0.48704,-0.534678,-0.737476
1.97816,-0.462975,-0.526811,-0.725504,1.97755,-0.455002,-0.525769,-0.722792,2.0119,-0.489213,-0.537531,-0.742346
1.98796,-0.464847,-0.528479,-0.727736,1.98748,-0.456842,-0.527429,-0.725022,2.02187,-0.491335,-0.540172,-0.746236
1.99781,-0.466723,-0.530178,-0.729979,1.99743,-0.458684,-0.529115,-0.727267,2.03185,-0.493334,-0.542373,-0.749175
2.00767,-0.468693,-0.532582,-0.733838,2.00738,-0.460606,-0.531442,-0.730985,2.04183,-0.495243,-0.544308,-0.751869
2.01755,-0.470669,-0.53519,-0.738229,2.01734,-0.462542,-0.534039,-0.735405,2.05182,-0.497119,-0.546266,-0.754665
2.02746,-0.472596,-0.537605,-0.741323,2.02731,-0.464426,-0.536429,-0.738468,2.06181,-0.498964,-0.548236,-0.757553
2.03739,-0.474379,-0.539449,-0.743897,2.03728,-0.466162,-0.538234,-0.741014,2.0718,-0.500707,-0.549976,-0.76022
2.04733,-0.476127,-0.541294,-0.746579,2.04726,-0.467864,-0.540046,-0.743672,2.08179,-0.502409,-0.551682,-0.762916
2.05729,-0.477846,-0.543156,-0.749366,2.05725,-0.469535,-0.541873,-0.746431,2.09179,-0.504078,-0.553379,-0.765669
2.06725,-0.479503,-0.54491,-0.75209,2.06723,-0.471143,-0.54359,-0.749125,2.10178,-0.505717,-0.555073,-0.768481
2.07722,-0.481086,-0.546519,-0.754704,2.07722,-0.472678,-0.545159,-0.751704,2.11178,-0.507329,-0.556764,-0.771349
2.08719,-0.482639,-0.548117,-0.757375,2.08722,-0.474182,-0.546714,-0.754342,2.12178,-0.508913,-0.558449,-0.774264
2.09717,-0.484163,-0.549706,-0.760105,2.09721,-0.475657,-0.548259,-0.757035,2.13177,-0.510464,-0.560105,-0.777197
2.10716,-0.48566,-0.551289,-0.762889,2.1072,-0.477105,-0.549796,-0.759782,2.14177,-0.511992,-0.561767,-0.780185
2.11715,-0.487122,-0.552829,-0.765662,2.1172,-0.478519,-0.551293,-0.762528,2.15177,-0.513489,-0.563449,-0.783306
2.12714,-0.48856,-0.554368,-0.768499,2.1272,-0.479909,-0.552783,-0.76533,2.16177,-0.514973,-0.565204,-0.786594
2.13713,-0.489977,-0.555916,-0.771416,2.13719,-0.481278,-0.554278,-0.768202,2.17133,-0.516415,-0.567043,-0.79
2.14712,-0.491372,-0.55747,-0.774398,2.14719,-0.482624,-0.555777,-0.771145,2.18098,-0.517854,-0.56888,-0.793328
2.15712,-0.49274,-0.559068,-0.777549,2.15719,-0.483943,-0.55732,-0.774256,2.1907,-0.519294,-0.570785,-0.796793
2.16711,-0.494106,-0.560728,-0.78079,2.16719,-0.485264,-0.558924,-0.77745,2.20048,-0.520732,-0.572748,-0.800356
2.17688,-0.495451,-0.562452,-0.784108,2.17719,-0.486583,-0.560598,-0.780782,2.2103,-0.522172,-0.574789,-0.804051
2.18669,-0.496797,-0.564233,-0.787518,2.18719,-0.487898,-0.562321,-0.784174,2.22016,-0.523612,-0.5769,-0.807863
2.19654,-0.49814,-0.566062,-0.791003,2.19718,-0.489216,-0.564115,-0.787659,2.23004,-0.525048,-0.579073,-0.811772
2.20641,-0.499481,-0.567962,-0.794618,2.20718,-0.49053,-0.56598,-0.791267,2.23995,-0.526421,-0.581123,-0.815569
2.21632,-0.500822,-0.569931,-0.798349,2.21718,-0.49184,-0.567907,-0.794981,2.24943,-0.527612,-0.582716,-0.818791
2.22624,-0.502159,-0.571957,-0.802173,2.22718,-0.493145,-0.569898,-0.798805,2.25901,-0.528713,-0.583925,-0.821583
2.23618,-0.503479,-0.57401,-0.806087,2.23718,-0.494424,-0.571835,-0.802526,2.26868,-0.529815,-0.58524,-0.824639
2.24612,-0.504635,-0.575504,-0.809301,2.24718,-0.495597,-0.573569,-0.806154,2.27838,-0.530946,-0.586688,-0.828051
2.25606,-0.505688,-0.576599,-0.812043,2.25718,-0.496612,-0.574603,-0.808867,2.28814,-0.532128,-0.588297,-0.831661
2.26602,-0.506732,-0.57778,-0.814925,2.26718,-0.497614,-0.575714,-0.811703,2.2979,-0.533352,-0.59016,-0.836744
2.27598,-0.507801,-0.57913,-0.818331,2.27718,-0.498645,-0.577002,-0.815094,2.30771,-0.534575,-0.592007,-0.840116
2.28429,-0.508577,-0.580482,-0.821409,2.28718,-0.499705,-0.578387,-0.818536,2.31756,-0.535855,-0.594136,-0.845808
2.2926,-0.509569,-0.582108,-0.826419,2.29674,-0.500768,-0.579978,-0.823408,2.32743,-0.537132,-0.59625,-0.85007
2.30124,-0.510565,-0.583647,-0.829231,2.30639,-0.501835,-0.581565,-0.826514,2.33731,-0.53845,-0.598606,-0.85636
2.31004,-0.511632,-0.585481,-0.834575,2.31611,-0.502966,-0.583438,-0.832013,2.34721,-0.539693,-0.600719,-0.861218
2.31907,-0.512717,-0.587297,-0.838199,2.32588,-0.504097,-0.585288,-0.835981,2.35712,-0.540917,-0.602879,-0.868033
2.3283,-0.513861,-0.589342,-0.844083,2.33568,-0.505271,-0.587359,-0.842028,2.36705,-0.542078,-0.604808,-0.872818
2.33767,-0.515026,-0.591422,-0.84868,2.34552,-0.506391,-0.58925,-0.846659,2.37699,-0.543219,-0.606792,-0.879694
2.34708,-0.516165,-0.593504,-0.855369,2.35538,-0.507497,-0.591179,-0.853283,2.38695,-0.544304,-0.608555,-0.884702
2.35656,-0.517249,-0.595352,-0.859826,2.36527,-0.508547,-0.592892,-0.857867,2.39691,-0.545383,-0.61039,-0.89157
2.36614,-0.518324,-0.597258,-0.866602,2.37517,-0.509583,-0.594656,-0.864603,2.40688,-0.546415,-0.612051,-0.896843
2.3758,-0.51935,-0.598953,-0.871406,2.3851,-0.510573,-0.596221,-0.869443,2.41685,-0.547423,-0.61372,-0.90358
2.38546,-0.520372,-0.600702,-0.878177,2.39504,-0.511562,-0.597852,-0.876174,2.42684,-0.548351,-0.615106,-0.908749
2.39519,-0.521353,-0.602278,-0.883215,2.40499,-0.512504,-0.599303,-0.881259,2.43682,-0.549242,-0.616436,-0.915145
2.40497,-0.522317,-0.603885,-0.889954,2.41495,-0.513425,-0.600775,-0.887878,2.44681,-0.550095,-0.617656,-0.920398
2.4148,-0.523224,-0.605281,-0.895128,2.42492,-0.51429,-0.602051,-0.89303,2.4568,-0.550939,-0.61891,-0.926597
2.42465,-0.524073,-0.606542,-0.901489,2.4349,-0.515111,-0.603222,-0.899338,2.46679,-0.551754,-0.620074,-0.932158
2.43454,-0.524881,-0.607648,-0.906613,2.44488,-0.51588,-0.604237,-0.904492,2.47678,-0.552558,-0.621233,-0.938152
2.44445,-0.525678,-0.608779,-0.912872,2.45486,-0.516641,-0.605281,-0.910635,2.48678,-0.55319,-0.621742,-0.943085
2.45437,-0.526448,-0.609824,-0.918217,2.46485,-0.517372,-0.606225,-0.915951,2.49677,-0.553743,-0.621952,-0.947749
2.46431,-0.527207,-0.61087,-0.92434,2.47483,-0.518095,-0.607175,-0.921854,2.50677,-0.554288,-0.622143,-0.952371
2.47427,-0.527939,-0.611829,-0.929813,2.48482,-0.518705,-0.60772,-0.926985,2.51677,-0.554836,-0.622337,-0.957015
2.48423,-0.528531,-0.612261,-0.934936,2.49482,-0.51918,-0.607718,-0.931527,2.52676,-0.555382,-0.622524,-0.961609
2.4942,-0.529005,-0.612325,-0.939439,2.50481,-0.519644,-0.607693,-0.936034,2.53676,-0.555934,-0.622703,-0.966149
2.50417,-0.529486,-0.61236,-0.944117,2.51481,-0.520118,-0.607626,-0.940491,2.54676,-0.556491,-0.622865,-0.970463
2.51415,-0.529956,-0.612376,-0.948651,2.5248,-0.520593,-0.607644,-0.945041,2.55676,-0.557092,-0.623211,-0.974879
2.52369,-0.530397,-0.61237,-0.953189,2.5348,-0.521062,-0.60761,-0.949482,2.56676,-0.557715,-0.623436,-0.978048
2.53333,-0.530848,-0.612358,-0.957663,2.5448,-0.521528,-0.60754,-0.953702,2.57614,-0.558298,-0.623664,-0.980917
2.54304,-0.5313,-0.612308,-0.961927,2.5548,-0.522038,-0.607617,-0.958005,2.58565,-0.558911,-0.623839,-0.983542
2.5528,-0.53178,-0.61234,-0.966234,2.56479,-0.522572,-0.607643,-0.961246,2.59526,-0.559545,-0.623947,-0.985875
2.56262,-0.532309,-0.612404,-0.970007,2.57418,-0.523076,-0.607633,-0.9641,2.60494,-0.560198,-0.623971,-0.987751
2.57244,-0.532853,-0.612466,-0.972969,2.58368,-0.52361,-0.607659,-0.966785,2.61469,-0.560865,-0.623939,-0.989334
2.58167,-0.533356,-0.61248,-0.975506,2.59329,-0.524117,-0.607635,-0.969194,2.62447,-0.561554,-0.623796,-0.990594
2.59105,-0.533886,-0.612462,-0.977968,2.60291,-0.52467,-0.607429,-0.971014,2.63429,-0.562227,-0.623462,-0.991495
2.60051,-0.534443,-0.612316,-0.979902,2.61213,-0.52522,-0.607191,-0.972528,2.64415,-0.562933,-0.623122,-0.99217
2.61007,-0.535029,-0.612127,-0.981534,2.62151,-0.52578,-0.606852,-0.973792,2.65403,-0.563663,-0.62266,-0.99252
2.61973,-0.535591,-0.611685,-0.982686,2.63101,-0.526356,-0.606442,-0.974839,2.66393,-0.56443,-0.622288,-0.992971
2.62945,-0.53617,-0.611194,-0.983648,2.64061,-0.526951,-0.605928,-0.97548,2.67385,-0.565267,-0.621853,-0.992877
2.63922,-0.536777,-0.610671,-0.984403,2.65029,-0.527555,-0.605244,-0.975732,2.68377,-0.566143,-0.621457,-0.992815
2.64904,-0.537418,-0.610081,-0.984609,2.66003,-0.528195,-0.604673,-0.976226,2.69371,-0.567088,-0.621018,-0.992117
2.65888,-0.538085,-0.609526,-0.985285,2.66982,-0.528869,-0.603966,-0.976328,2.70366,-0.568093,-0.620747,-0.991801
2.66876,-0.538782,-0.608872,-0.985343,2.6792,-0.529568,-0.603268,-0.975639,2.71362,-0.569088,-0.620186,-0.990642
2.67821,-0.539493,-0.608236,-0.985255,2.6887,-0.530311,-0.60263,-0.975514,2.72359,-0.570097,-0.61958,-0.989214
2.68776,-0.540283,-0.607587,-0.98435,2.6983,-0.531123,-0.602058,-0.974897,2.73356,-0.571155,-0.619002,-0.987495
2.69741,-0.541087,-0.606919,-0.984053,2.70795,-0.531923,-0.601273,-0.973709,2.74354,-0.5722,-0.618358,-0.985738
2.70712,-0.541898,-0.606064,-0.982773,2.71766,-0.532743,-0.600456,-0.97247,2.75352,-0.573253,-0.617699,-0.983601
2.7169,-0.542761,-0.605318,-0.981637,2.72743,-0.533572,-0.599572,-0.970897,2.76307,-0.574129,-0.616777,-0.978058
2.72671,-0.54365,-0.604514,-0.980074,2.73723,-0.534405,-0.598669,-0.969013,2.77268,-0.575002,-0.615732,-0.974961
2.73655,-0.544544,-0.603723,-0.978393,2.74662,-0.535086,-0.597615,-0.964225,2.78232,-0.576069,-0.615684,-0.97143
2.74641,-0.545369,-0.602804,-0.973656,2.75612,-0.535719,-0.5965,-0.960882,2.79199,-0.577075,-0.61481,-0.968237
2.75629,-0.546077,-0.601729,-0.970445,2.76573,-0.536348,-0.594863,-0.957903,2.80125,-0.578119,-0.614633,-0.964466
2.76619,-0.546813,-0.600256,-0.967576,2.77533,-0.537278,-0.594793,-0.954555,2.8106,-0.579125,-0.61374,-0.960983
2.77608,-0.54781,-0.600261,-0.96416,2.78453,-0.538051,-0.593529,-0.951406,2.81957,-0.580187,-0.613579,-0.957206
2.78599,-0.54869,-0.599056,-0.961296,2.79374,-0.53901,-0.593479,-0.947966,2.82866,-0.581236,-0.612843,-0.953449
2.7953,-0.549693,-0.599032,-0.957601,2.80274,-0.539816,-0.592263,-0.94448,2.83781,-0.582372,-0.612714,-0.949551
2.80469,-0.550572,-0.597826,-0.95428,2.8118,-0.540762,-0.59206,-0.94069,2.84705,-0.583482,-0.612061,-0.945762
2.81408,-0.551577,-0.597692,-0.950639,2.82051,-0.54161,-0.591019,-0.937136,2.85638,-0.584657,-0.611837,-0.941513
2.8235,-0.552546,-0.596615,-0.946706,2.82922,-0.542578,-0.590842,-0.933178,2.86584,-0.585856,-0.611405,-0.937689
2.83293,-0.553621,-0.596508,-0.942591,2.83818,-0.543512,-0.590037,-0.929672,2.87537,-0.587104,-0.611446,-0.933671
2.84238,-0.554645,-0.595651,-0.938888,2.84679,-0.544491,-0.589775,-0.925401,2.88498,-0.588335,-0.611376,-0.930217
2.85184,-0.555747,-0.59545,-0.934692,2.85568,-0.545451,-0.589054,-0.921789,2.8946,-0.589581,-0.611574,-0.926703
2.8614,-0.556843,-0.594786,-0.930945,2.86462,-0.546493,-0.58884,-0.917458,2.90427,-0.590845,-0.611778,-0.923712
2.87101,-0.558025,-0.594762,-0.926772,2.87377,-0.547531,-0.58852,-0.914102,2.91397,-0.592072,-0.612083,-0.920295
2.88067,-0.559171,-0.59442,-0.922723,2.88309,-0.548623,-0.588514,-0.910178,2.92373,-0.593407,-0.612641,-0.917995
2.89039,-0.560343,-0.594537,-0.919388,2.89254,-0.54968,-0.588424,-0.907119,2.93349,-0.594548,-0.612924,-0.914528
2.90017,-0.561551,-0.59453,-0.916132,2.9021,-0.550824,-0.588702,-0.904598,2.9433,-0.59587,-0.613631,-0.912418
2.90973,-0.56264,-0.594707,-0.912769,2.91174,-0.551874,-0.588732,-0.900795,2.95314,-0.596998,-0.614034,-0.909302
2.91934,-0.563905,-0.595069,-0.910215,2.92146,-0.553006,-0.589127,-0.898636,2.96302,-0.598309,-0.614877,-0.907317
2.92899,-0.564909,-0.595239,-0.906731,2.93076,-0.55402,-0.589337,-0.895074,2.97292,-0.599431,-0.6154,-0.904564
2.93869,-0.566161,-0.595792,-0.904393,2.94014,-0.5551,-0.589829,-0.893252,2.98284,-0.600731,-0.616355,-0.902697
2.94844,-0.567164,-0.596054,-0.901309,2.94965,-0.556124,-0.590183,-0.889933,2.99277,-0.601839,-0.616964,-0.900151
2.95825,-0.568408,-0.596733,-0.899023,2.95925,-0.557204,-0.590763,-0.888262,3.00272,-0.603049,-0.617848,-0.899161
2.96809,-0.569409,-0.597125,-0.896342,2.96893,-0.558236,-0.591254,-0.885308,3.01268,-0.604207,-0.618611,-0.896234
2.97796,-0.570645,-0.59795,-0.894325,2.97867,-0.559313,-0.591907,-0.883685,3.02265,-0.605429,-0.619582,-0.895343
2.98786,-0.57164,-0.59843,-0.891848,2.98847,-0.560337,-0.592458,-0.880872,3.03262,-0.60656,-0.620344,-0.89268
2.99778,-0.57286,-0.599347,-0.889924,2.9983,-0.561455,-0.593311,-0.880328,3.0426,-0.607748,-0.621307,-0.89201
3.00771,-0.57385,-0.599866,-0.887687,3.00816,-0.562485,-0.593896,-0.877251,3.05258,-0.608838,-0.622026,-0.889166
3.01765,-0.574996,-0.600746,-0.887045,3.01806,-0.563582,-0.594718,-0.876431,3.06256,-0.609985,-0.622936,-0.888383
3.02761,-0.576042,-0.601375,-0.884002,3.02797,-0.564592,-0.595324,-0.873804,3.07255,-0.611048,-0.623648,-0.885711
3.03757,-0.577155,-0.602233,-0.883423,3.0379,-0.565657,-0.596112,-0.873013,3.0821,-0.612142,-0.624572,-0.884917
3.04754,-0.578167,-0.602847,-0.880488,3.04741,-0.5666,-0.596679,-0.870331,3.09175,-0.613213,-0.625415,-0.882378
3.05751,-0.579243,-0.603656,-0.879727,3.05697,-0.567605,-0.59742,-0.869616,3.10146,-0.614341,-0.626436,-0.881515
3.06749,-0.580203,-0.604255,-0.877027,3.06661,-0.568529,-0.597947,-0.866924,3.11123,-0.615406,-0.627315,-0.879162
3.07686,-0.581219,-0.605086,-0.876304,3.07586,-0.569512,-0.598745,-0.866355,3.12105,-0.616511,-0.628347,-0.878231
3.08635,-0.582191,-0.605786,-0.873531,3.08525,-0.570469,-0.599442,-0.863731,3.1309,-0.61756,-0.629255,-0.875966
3.09595,-0.583249,-0.606719,-0.872847,3.09477,-0.571479,-0.600292,-0.863044,3.14078,-0.618645,-0.63029,-0.874879
3.10563,-0.584236,-0.607477,-0.87024,3.10437,-0.572427,-0.600977,-0.860591,3.15069,-0.619681,-0.631212,-0.872638
3.11537,-0.585276,-0.608411,-0.869454,3.11406,-0.573425,-0.601825,-0.859794,3.16061,-0.62075,-0.632249,-0.871544
3.12516,-0.586253,-0.609199,-0.867035,3.12381,-0.574366,-0.602533,-0.857431,3.17055,-0.621767,-0.633162,-0.869264
3.13499,-0.587275,-0.610135,-0.866103,3.13361,-0.575349,-0.603374,-0.856432,3.1805,-0.622825,-0.63421,-0.868224
3.14484,-0.58824,-0.610938,-0.863675,3.14344,-0.576282,-0.604093,-0.85412,3.19046,-0.623821,-0.635089,-0.865752
3.15472,-0.589243,-0.611865,-0.86256,3.15331,-0.57725,-0.60493,-0.853055,3.20043,-0.624863,-0.636124,-0.864631
3.16463,-0.590196,-0.612674,-0.860245,3.1632,-0.57817,-0.605646,-0.850772,3.2104,-0.625844,-0.637008,-0.862233
3.17455,-0.591193,-0.613621,-0.859336,3.17312,-0.579133,-0.606501,-0.849851,3.22038,-0.626857,-0.637981,-0.860904
3.18449,-0.592124,-0.614396,-0.856718,3.18305,-0.580034,-0.607185,-0.847302,3.23036,-0.627825,-0.638837,-0.85849
3.19444,-0.593103,-0.615323,-0.85565,3.193,-0.58098,-0.608016,-0.846276,3.24035,-0.628818,-0.639775,-0.857011
3.20439,-0.594016,-0.61609,-0.853097,3.20295,-0.581866,-0.608696,-0.843761,3.25034,-0.629771,-0.640599,-0.854621
3.21436,-0.594969,-0.616977,-0.851962,3.21292,-0.582789,-0.609489,-0.842569,3.26033,-0.630729,-0.641474,-0.852736
3.22433,-0.595874,-0.61773,-0.849379,3.22289,-0.583664,-0.610153,-0.840068,3.27032,-0.631694,-0.642394,-0.850922
3.23431,-0.596808,-0.61858,-0.848043,3.23286,-0.58457,-0.610915,-0.838696,3.28032,-0.632626,-0.64319,-0.849061
3.24429,-0.597702,-0.619321,-0.845523,3.24284,-0.585433,-0.611571,-0.83627,3.29031,-0.633533,-0.643876,-0.847086
3.25427,-0.598609,-0.620111,-0.843931,3.25283,-0.586298,-0.612243,-0.834321,3.30031,-0.634417,-0.644479,-0.845099
3.26426,-0.599492,-0.620854,-0.841573,3.26282,-0.587166,-0.612961,-0.832455,3.31031,-0.635277,-0.645006,-0.842857
3.27425,-0.600388,-0.621685,-0.839721,3.2728,-0.588036,-0.613712,-0.830629,3.31969,-0.636055,-0.645403,-0.840613
3.28424,-0.601249,-0.622374,-0.837838,3.2828,-0.588866,-0.614306,-0.82877,3.32911,-0.636797,-0.645687,-0.838397
3.29424,-0.602086,-0.622946,-0.835831,3.29279,-0.589671,-0.614789,-0.826797,3.33864,-0.637506,-0.645868,-0.836126
3.30423,-0.602901,-0.623435,-0.833777,3.30278,-0.590455,-0.6152,-0.824823,3.34826,-0.638179,-0.64594,-0.833796
3.31423,-0.603685,-0.623829,-0.831668,3.31278,-0.591218,-0.615536,-0.822818,3.35796,-0.638811,-0.645901,-0.831398
