x,N3057,x,N3057,x,N3057,x,N3237,x,N3237,x,N3237
1.41659,3.47784,1.4858,3.679,1.45665,3.60002,1.6763,8.11036,1.6735,8.0849,1.70674,8.40695
1.42639,3.50832,1.49575,3.70431,1.46655,3.62827,1.6863,8.21225,1.6835,8.18755,1.71674,8.50051
1.43623,3.53827,1.50571,3.73483,1.47646,3.65557,1.6963,8.31134,1.6935,8.28758,1.72674,8.59349
1.4461,3.56772,1.51568,3.76374,1.4864,3.68176,1.7063,8.40788,1.7035,8.38483,1.73674,8.6863
1.45599,3.59671,1.52566,3.79379,1.49634,3.7072,1.7163,8.50168,1.7135,8.47955,1.74674,8.7782
1.46591,3.62506,1.53564,3.82428,1.5063,3.73742,1.7263,8.59484,1.7235,8.57296,1.7563,8.86504
1.47584,3.65252,1.54518,3.85413,1.51627,3.76608,1.7363,8.68782,1.7335,8.66599,1.76596,8.95009
1.48579,3.67888,1.55433,3.88235,1.52624,3.79599,1.7463,8.77992,1.7435,8.75847,1.77565,9.03352
1.49574,3.70403,1.56348,3.91125,1.53621,3.82628,1.7563,8.86945,1.75306,8.84669,1.7854,9.11581
1.50571,3.73445,1.57263,3.93887,1.54492,3.85387,1.7663,8.95663,1.76271,8.93247,1.79518,9.19736
1.51568,3.76316,1.58183,3.96612,1.55345,3.8803,1.7763,9.04203,1.77243,9.01675,1.80499,9.27568
1.52566,3.7931,1.59103,3.99375,1.56216,3.90799,1.7863,9.12608,1.78221,9.09957,1.81484,9.35252
1.53564,3.82344,1.60032,4.02113,1.57055,3.93334,1.7963,9.20916,1.79201,9.18184,1.82471,9.42829
1.54518,3.85319,1.60961,4.04955,1.57902,3.95862,1.8063,9.2902,1.80185,9.26279,1.83461,9.50295
1.55433,3.88134,1.61898,4.07745,1.58733,3.98362,1.8163,9.36808,1.81172,9.34074,1.84453,9.57646
1.56328,3.90992,1.62836,4.10519,1.59597,4.00885,1.8263,9.44472,1.82161,9.41703,1.85402,9.64652
1.57162,3.93527,1.63781,4.13271,1.60461,4.0352,1.8363,9.52013,1.83153,9.49225,1.86361,9.71588
1.57997,3.96035,1.64725,4.16118,1.61352,4.06152,1.84586,9.59196,1.84102,9.56397,1.87328,9.78451
1.5884,3.98571,1.65677,4.18984,1.62208,4.08689,1.85551,9.66295,1.85057,9.63472,1.88301,9.8524
1.59714,4.01134,1.66589,4.2148,1.63082,4.11223,1.86523,9.73308,1.8602,9.70474,1.8928,9.91949
1.60588,4.03799,1.67511,4.23894,1.63955,4.1371,1.875,9.80238,1.86991,9.774,1.90263,9.98579
1.61468,4.06414,1.68434,4.26424,1.64796,4.16234,1.88356,9.86416,1.87968,9.84251,1.91249,10.051
1.62331,4.08971,1.6936,4.29005,1.65637,4.18648,1.8924,9.92612,1.88922,9.90879,1.92238,10.1102
1.63202,4.11501,1.70291,4.31605,1.66486,4.20816,1.90146,9.98808,1.89885,9.97448,1.93229,10.1684
1.64072,4.14001,1.71184,4.34013,1.67336,4.23097,1.91071,10.05,1.90856,10.0396,1.94221,10.2255
1.6491,4.1652,1.72083,4.36477,1.68194,4.2544,1.92011,10.1072,1.91832,10.1005,1.95214,10.2815
1.65748,4.18928,1.72993,4.38933,1.69059,4.27876,1.92962,10.1631,1.92813,10.1587,1.96209,10.3358
1.66605,4.21121,1.73909,4.41466,1.6994,4.30245,1.93923,10.2185,1.93797,10.2159,1.97204,10.3893
1.67462,4.23422,1.74835,4.43938,1.70804,4.32624,1.94888,10.2726,1.94784,10.2719,1.98199,10.442
1.68327,4.25783,1.75723,4.46082,1.71675,4.34961,1.9586,10.3257,1.95773,10.3264,1.99195,10.494
1.692,4.28231,1.76618,4.48177,1.72405,4.36942,1.96836,10.3783,1.96763,10.3803,2.00192,10.5452
1.70087,4.306,1.77338,4.49711,1.73115,4.38906,1.97816,10.4303,1.97755,10.4334,2.0119,10.5983
1.70974,4.33046,1.78092,4.50988,1.73806,4.40553,1.98796,10.4816,1.98748,10.4858,2.02187,10.6508
1.71875,4.3546,1.78893,4.52526,1.74535,4.42081,1.99781,10.5323,1.99743,10.5375,2.03185,10.7021
1.72781,4.37938,1.79706,4.54223,1.75263,4.43499,2.00767,10.5839,2.00738,10.5898,2.04183,10.7529
1.73687,4.40474,1.80555,4.55648,1.76005,4.44827,2.01755,10.6361,2.01734,10.6428,2.05182,10.804
1.74557,4.42616,1.81412,4.5707,1.76762,4.45914,2.02746,10.6877,2.02731,10.695,2.06181,10.8555
1.75443,4.44614,1.82286,4.58569,1.77532,4.47313,2.03739,10.7384,2.03728,10.7462,2.0718,10.8984
1.76296,4.46542,1.83143,4.59838,1.78314,4.48664,2.04733,10.7892,2.04726,10.7973,2.08179,10.9407
1.77148,4.48247,1.84016,4.60761,1.79108,4.49877,2.05729,10.8403,2.05725,10.8488,2.09179,10.9836
1.78008,4.4979,1.84896,4.61689,1.79914,4.5104,2.06725,10.8875,2.06723,10.8963,2.10178,11.0272
1.78896,4.51715,1.85777,4.63006,1.80729,4.52234,2.07722,10.9295,2.07722,10.9387,2.11178,11.0716
1.79789,4.53516,1.86624,4.6486,1.81555,4.53051,2.08719,10.9721,2.08722,10.9815,2.12178,11.1169
1.80704,4.55224,1.87441,4.66705,1.8239,4.53778,2.09717,11.0154,2.09721,11.0249,2.13177,11.1625
1.81623,4.56832,1.88258,4.68455,1.8321,4.54355,2.10716,11.0595,2.1072,11.0692,2.14177,11.2093
1.82551,4.58553,1.89075,4.69402,1.84039,4.55541,2.11715,11.1036,2.1172,11.1136,2.15177,11.2575
1.8348,4.59877,1.89902,4.70229,1.84853,4.57258,2.12714,11.1488,2.1272,11.1589,2.16177,11.31
1.84417,4.61115,1.90763,4.71581,1.8564,4.58726,2.13713,11.1952,2.13719,11.2054,2.17133,11.3638
1.85316,4.6219,1.91607,4.72652,1.86426,4.60432,2.14712,11.243,2.14719,11.2533,2.18098,11.4211
1.8622,4.63929,1.92459,4.73713,1.87213,4.61486,2.15712,11.2932,2.15719,11.3035,2.1907,11.4819
1.87089,4.66072,1.93311,4.75084,1.88,4.62369,2.16711,11.347,2.16719,11.3576,2.20048,11.5464
1.87958,4.68334,1.94172,4.76956,1.88761,4.63278,2.17688,11.403,2.17719,11.4149,2.2103,11.6143
1.88692,4.69381,1.95015,4.78633,1.89523,4.64146,2.18669,11.4628,2.18719,11.4759,2.22016,11.6854
1.89397,4.69834,1.95867,4.80359,1.90285,4.65375,2.19654,11.5264,2.19718,11.5401,2.23004,11.7596
1.90117,4.70379,1.96727,4.84026,1.90991,4.66684,2.20641,11.5933,2.20718,11.6077,2.23995,11.8292
1.90853,4.71259,1.97587,4.89005,1.91714,4.67923,2.21632,11.6635,2.21718,11.6784,2.24943,11.8912
1.91603,4.71923,1.98447,4.9607,1.92437,4.68553,2.22624,11.7368,2.22718,11.7522,2.25901,11.9518
1.92367,4.72819,1.99324,5.03818,1.93175,4.70977,2.23618,11.8113,2.23718,11.8256,2.26868,12.014
1.93119,4.73979,2.00183,5.11699,1.93892,4.74986,2.24612,11.874,2.24718,11.8896,2.27838,12.0794
1.93848,4.75226,2.01011,5.19068,1.9459,4.81803,2.25606,11.9358,2.25718,11.9512,2.28814,12.1481
1.94567,4.76147,2.01872,5.26052,1.95257,4.8954,2.26602,11.9987,2.26718,12.0144,2.2979,12.22
1.95267,4.78491,2.0276,5.32651,1.95889,4.96984,2.27598,12.0637,2.27718,12.0797,2.30771,12.2954
1.95949,4.81813,2.03655,5.38858,1.96522,5.0374,2.28429,12.1283,2.28718,12.1488,2.31756,12.3738
1.96598,4.8821,2.04555,5.44706,1.97143,5.09842,2.2926,12.1952,2.29674,12.2197,2.32743,12.4562
1.97234,4.95082,2.05437,5.50206,1.97784,5.15459,2.30124,12.2661,2.30639,12.2945,2.33731,12.5419
1.97853,5.02561,2.06285,5.55513,1.98445,5.20707,2.31004,12.3398,2.31611,12.3723,2.34721,12.6286
1.98462,5.09405,2.07103,5.60173,1.99124,5.25598,2.31907,12.4172,2.32588,12.454,2.35712,12.7159
1.99065,5.15551,2.07931,5.64778,1.9982,5.30223,2.3283,12.4982,2.33568,12.5389,2.36705,12.8043
1.99669,5.21139,2.08758,5.69301,2.00517,5.34693,2.33767,12.5833,2.34552,12.6253,2.37699,12.8935
2.00057,5.25793,2.09596,5.73945,2.01274,5.39176,2.34708,12.6689,2.35538,12.7124,2.38695,12.9836
2.00557,5.30433,2.10433,5.78602,2.0206,5.4362,2.35656,12.7557,2.36527,12.8008,2.39691,13.0736
2.01116,5.34908,2.11241,5.83358,2.02871,5.47975,2.36614,12.8435,2.37517,12.8899,2.40688,13.1643
2.01727,5.3929,2.12021,5.88272,2.03704,5.52223,2.3758,12.9325,2.3851,12.9796,2.41685,13.2548
2.02359,5.43508,2.12814,5.93339,2.04557,5.56359,2.38546,13.0212,2.39504,13.0694,2.42684,13.3442
2.03011,5.4756,2.13582,5.9856,2.05428,5.60557,2.39519,13.1109,2.40499,13.1602,2.43682,13.4337
2.03704,5.51546,2.14361,6.03945,2.06298,5.64678,2.40497,13.2015,2.41495,13.2509,2.44681,13.5243
2.04381,5.55304,2.15117,6.09741,2.07194,5.68519,2.4148,13.2916,2.42492,13.3411,2.4568,13.6156
2.05074,5.58974,2.1585,6.15888,2.08071,5.72305,2.42465,13.3806,2.4349,13.4312,2.46679,13.7077
2.05751,5.62576,2.16583,6.22249,2.08972,5.76368,2.43454,13.4705,2.44488,13.5218,2.47678,13.8004
2.06446,5.66109,2.17348,6.27818,2.09839,5.80392,2.44445,13.5613,2.45486,13.6132,2.48678,13.8748
2.0714,5.69368,2.18113,6.33067,2.10731,5.84716,2.45437,13.653,2.46485,13.7055,2.49677,13.9424
2.07851,5.72676,2.18905,6.38024,2.11589,5.89217,2.46431,13.7455,2.47483,13.7984,2.50677,14.0103
2.08562,5.7601,2.19709,6.42763,2.12416,5.93982,2.47427,13.8386,2.48482,13.8788,2.51677,14.0784
2.09288,5.79513,2.20536,6.47284,2.13228,5.9888,2.48423,13.9184,2.49482,13.9466,2.52676,14.1468
2.0998,5.83027,2.21383,6.51627,2.14013,6.04014,2.4942,13.9868,2.50481,14.0147,2.53676,14.2154
2.10655,5.866,2.22248,6.55807,2.14784,6.0937,2.50417,14.0552,2.51481,14.0828,2.54676,14.2832
2.11314,5.90275,2.2314,6.59866,2.15555,6.15302,2.51415,14.1239,2.5248,14.1514,2.55676,14.3481
2.11974,5.94231,2.24044,6.63363,2.16314,6.21633,2.52369,14.1929,2.5348,14.2202,2.56676,14.4078
2.12619,5.98285,2.24968,6.66428,2.17086,6.27334,2.53333,14.2621,2.5448,14.2875,2.57614,14.4637
2.13252,6.02496,2.25855,6.69268,2.17845,6.32554,2.54304,14.3297,2.5548,14.3523,2.58565,14.5174
2.13874,6.06799,2.26755,6.72009,2.18617,6.3759,2.5528,14.3948,2.56479,14.4132,2.59526,14.5683
2.14495,6.11212,2.27636,6.74564,2.19377,6.42214,2.56262,14.457,2.57418,14.4704,2.60494,14.616
2.15111,6.16067,2.28531,6.77041,2.20149,6.46689,2.57244,14.5152,2.58368,14.5251,2.61469,14.6608
2.15727,6.21187,2.29408,6.79368,2.20922,6.50893,2.58167,14.5699,2.59329,14.5771,2.62447,14.7014
2.16342,6.26668,2.303,6.81613,2.21739,6.55003,2.59105,14.6227,2.60291,14.6259,2.63429,14.7357
2.16979,6.31657,2.31197,6.83774,2.22565,6.58931,2.60051,14.6725,2.61213,14.6719,2.64415,14.7674
2.17609,6.36185,2.32115,6.85874,2.23427,6.62776,2.61007,14.7194,2.62151,14.7121,2.65403,14.7966
2.18259,6.4047,2.3305,6.87915,2.24316,6.65878,2.61973,14.7597,2.63101,14.7485,2.66393,14.8233
2.18909,6.44501,2.33997,6.89904,2.25227,6.68774,2.62945,14.796,2.64061,14.7816,2.67385,14.848
2.19559,6.48322,2.34955,6.91842,2.26139,6.71533,2.63922,14.8298,2.65029,14.8119,2.68377,14.8691
2.2021,6.51946,2.35921,6.93725,2.27067,6.7416,2.64904,14.8606,2.66003,14.8399,2.69371,14.8888
2.20879,6.55418,2.36894,6.95549,2.27976,6.76657,2.65888,14.8894,2.66982,14.8636,2.70366,14.9075
2.21587,6.58815,2.37873,6.97299,2.28903,6.79054,2.66876,14.9142,2.6792,14.8852,2.71362,14.9213
2.22311,6.62099,2.38855,6.98967,2.29829,6.81349,2.67821,14.9359,2.6887,14.9056,2.72359,14.9309
2.2309,6.65369,2.39841,7.00563,2.3077,6.83568,2.68776,14.9563,2.6983,14.9246,2.73356,14.9383
2.23913,6.68289,2.4083,7.02046,2.31723,6.85716,2.69741,14.9747,2.70795,14.9388,2.74354,14.9419
2.24772,6.708,2.41821,7.03411,2.32685,6.87799,2.70712,14.9883,2.71766,14.9494,2.75352,14.9424
2.25659,6.73217,2.42814,7.04671,2.33655,6.89822,2.7169,14.9999,2.72743,14.9562,2.76307,14.9387
2.26546,6.75541,2.43807,7.05827,2.3463,6.91788,2.72671,15.0084,2.73723,14.9609,2.77268,14.9295
2.27455,6.77784,2.44802,7.06869,2.35611,6.93692,2.73655,15.0134,2.74662,14.9608,2.78232,14.9195
2.28382,6.7996,2.45797,7.07782,2.36595,6.95529,2.74641,15.0144,2.75612,14.9581,2.79199,14.9064
2.29324,6.8207,2.46794,7.08561,2.37583,6.97277,2.75629,15.0119,2.76573,14.9524,2.80125,14.8878
2.30278,6.84123,2.4779,7.09177,2.38573,6.98944,2.76619,15.0055,2.77533,14.9445,2.8106,14.8628
2.3124,6.86122,2.48787,7.08918,2.39565,7.00538,2.77608,14.9979,2.78453,14.9344,2.81957,14.837
2.32211,6.88069,2.49784,7.07572,2.40558,7.02034,2.78599,14.9876,2.79374,14.9231,2.82866,14.8077
2.33187,6.89969,2.50782,7.06914,2.41553,7.03409,2.7953,14.9765,2.80274,14.9028,2.83781,14.777
2.34168,6.91825,2.51736,7.05059,2.42549,7.0468,2.80469,14.9545,2.8118,14.8794,2.84705,14.7433
2.35152,6.93638,2.52693,7.03826,2.43545,7.05844,2.81408,14.931,2.82051,14.8537,2.85638,14.7083
2.3614,6.95401,2.53609,7.01475,2.44541,7.06893,2.8235,14.9043,2.82922,14.8259,2.86584,14.6708
2.3713,6.97108,2.54526,6.99797,2.45539,7.0782,2.83293,14.8754,2.83818,14.7951,2.87537,14.6289
2.38123,6.98736,2.55407,6.9731,2.46536,7.08643,2.84238,14.8441,2.84679,14.7631,2.88498,14.5817
2.39116,7.00295,2.56294,6.9595,2.47418,7.09221,2.85184,14.8107,2.85568,14.7285,2.8946,14.5312
2.40111,7.01783,2.57147,6.93795,2.48323,7.09365,2.8614,14.7751,2.86462,14.6923,2.90427,14.4769
2.41107,7.03154,2.58,6.92589,2.49233,7.08762,2.87101,14.7378,2.87377,14.6512,2.91397,14.4196
2.42104,7.04417,2.58861,6.90655,2.50148,7.07799,2.88067,14.6945,2.88309,14.6057,2.92373,14.3589
2.43101,7.05584,2.59722,6.89488,2.51027,7.06681,2.89039,14.6462,2.89254,14.5557,2.93349,14.2961
2.44099,7.06645,2.60584,6.87491,2.51912,7.053,2.90017,14.5938,2.9021,14.5026,2.9433,14.2303
2.45097,7.07591,2.61445,6.86237,2.52738,7.03721,2.90973,14.5386,2.91174,14.446,2.95314,14.1628
2.46095,7.08414,2.62306,6.84135,2.53563,7.01895,2.91934,14.4793,2.92146,14.3867,2.96302,14.0927
2.47094,7.09108,2.63049,6.82621,2.54361,6.99899,2.92899,14.4182,2.93076,14.3248,2.97292,14.021
2.4807,7.09496,2.63807,6.80215,2.55158,6.98177,2.93869,14.3538,2.94014,14.261,2.98284,13.9472
2.4905,7.09023,2.64564,6.78444,2.55929,6.96269,2.94844,14.2877,2.94965,14.1944,2.99277,13.8721
2.50031,7.0762,2.65299,6.76224,2.56677,6.94822,2.95825,14.2185,2.95925,14.1261,3.00272,13.7964
2.51013,7.06798,2.66048,6.74518,2.57403,6.93156,2.96809,14.1481,2.96893,14.0554,3.01268,13.7197
2.51995,7.04888,2.66811,6.7246,2.5811,6.91874,2.97796,14.0749,2.97867,13.9834,3.02265,13.6424
2.52977,7.03483,2.67574,6.70808,2.58784,6.90342,2.98786,14.0008,2.98847,13.9095,3.03262,13.5652
2.5396,7.01026,2.68383,6.68916,2.59476,6.89008,2.99778,13.9246,2.9983,13.8332,3.0426,13.4887
2.54943,6.99253,2.69192,6.67312,2.60152,6.8744,3.00771,13.848,3.00816,13.7559,3.05258,13.4125
2.55927,6.96791,2.69975,6.65558,2.60845,6.8612,3.01765,13.7703,3.01806,13.679,3.06256,13.336
2.56869,6.95343,2.70769,6.63869,2.61514,6.84409,3.02761,13.693,3.02797,13.6025,3.07255,13.2588
2.57773,6.93242,2.71587,6.61955,2.62183,6.82847,3.03757,13.6162,3.0379,13.5265,3.0821,13.1823
2.58676,6.91906,2.72405,6.60129,2.62852,6.8087,3.04754,13.5398,3.04741,13.4511,3.09175,13.1003
2.59599,6.90035,2.73245,6.58326,2.63539,6.79066,3.05751,13.4629,3.05697,13.3747,3.10146,13.0186
2.60521,6.88634,2.74093,6.56805,2.64226,6.77182,3.06749,13.3858,3.06661,13.2986,3.11123,12.9371
2.61459,6.8667,2.7495,6.5547,2.64913,6.7545,3.07686,13.3092,3.07586,13.2222,3.12105,12.856
2.62396,6.85179,2.75814,6.54385,2.65584,6.73672,3.08635,13.23,3.08525,13.1431,3.1309,12.7751
2.63346,6.83049,2.76586,6.53934,2.6624,6.71989,3.09595,13.1481,3.09477,13.0623,3.14078,12.6945
2.64295,6.81118,2.7737,6.54343,2.66882,6.70317,3.10563,13.0665,3.10437,12.9817,3.15069,12.6141
2.65255,6.78648,2.78179,6.5521,2.67512,6.68718,3.11537,12.9852,3.11406,12.9013,3.16061,12.5341
2.66174,6.76596,2.78999,6.56805,2.68142,6.67132,3.12516,12.9042,3.12381,12.8211,3.17055,12.4541
2.67098,6.7425,2.7984,6.58588,2.68792,6.65514,3.13499,12.8234,3.13361,12.7411,3.1805,12.3745
2.68022,6.72305,2.8069,6.5994,2.69442,6.63762,3.14484,12.7429,3.14344,12.6613,3.19046,12.2949
2.68955,6.70139,2.81557,6.60135,2.70092,6.61999,3.15472,12.6626,3.15331,12.5816,3.20043,12.2156
2.69888,6.68277,2.82432,6.59906,2.70742,6.60405,3.16463,12.5824,3.1632,12.5022,3.2104,12.1355
2.70829,6.66255,2.83321,6.59437,2.71433,6.58797,3.17455,12.5025,3.17312,12.4228,3.22038,12.0555
2.7164,6.6448,2.84216,6.58595,2.72125,6.57292,3.18449,12.4227,3.18305,12.3437,3.23036,11.9756
2.72474,6.62466,2.85132,6.57649,2.72763,6.55683,3.19444,12.3423,3.193,12.2637,3.24035,11.896
2.73308,6.6057,2.86058,6.56656,2.73357,6.54125,3.20439,12.2618,3.20295,12.1837,3.25034,11.8169
2.74162,6.5862,2.86998,6.5574,2.73942,6.52735,3.21436,12.1815,3.21292,12.1038,3.26033,11.7384
2.74999,6.57044,2.87945,6.54834,2.74487,6.5131,3.22433,12.1014,3.22289,12.0242,3.27032,11.6609
2.75855,6.55841,2.88903,6.53885,2.75028,6.50268,3.23431,12.0214,3.23286,11.9446,3.28032,11.5858
2.76719,6.55227,2.89861,6.53069,2.75566,6.49513,3.24429,11.9416,3.24284,11.8653,3.29031,11.5125
2.77551,6.5528,2.90778,6.52375,2.76128,6.49423,3.25427,11.8624,3.25283,11.7864,3.30031,11.4409
2.78332,6.56166,2.91677,6.51705,2.76715,6.49896,3.26426,11.784,3.26282,11.7084,3.31031,11.3709
2.79139,6.57772,2.9254,6.51187,2.77323,6.50833,3.27425,11.7067,3.2728,11.6315,3.31969,11.3029
2.79956,6.59342,2.93387,6.50782,2.77953,6.52074,3.28424,11.6317,3.2828,11.5569,3.32911,11.2348
2.80795,6.60758,2.94242,6.50484,2.78603,6.5317,3.29424,11.5585,3.29279,11.4841,3.33864,11.1671
2.81642,6.61381,2.95097,6.50177,2.79294,6.53934,3.30423,11.4869,3.30278,11.4129,3.34826,11.0994
2.82508,6.61608,2.95969,6.4994,2.80021,6.53912,3.31423,11.4159,3.31278,11.3428,3.35796,11.0318
2.83389,6.61364,2.96841,6.49762,2.80781,6.53112,3.32379,11.346,3.32278,11.273,3.36772,10.9649
2.84277,6.60719,2.9772,6.4967,2.81569,6.5198,3.33279,11.277,3.33277,11.2034,3.37751,10.902
2.85178,6.60092,2.98581,6.49632,2.82369,6.50937,3.34199,11.2082,3.34277,11.1343,3.38734,10.8403
2.86079,6.59125,2.9945,6.49742,2.83192,6.49989,3.35135,11.1392,3.35277,11.065,3.39721,10.7798
2.86945,6.58083,3.00287,6.49877,2.84036,6.48807,3.36083,11.0703,3.36276,10.9961,3.4071,10.7202
2.87819,6.57047,3.01132,6.50158,2.8491,6.47781,3.37042,11.0026,3.37253,10.9295,3.41701,10.6623
2.88699,6.56136,3.01978,6.50419,2.85792,6.4671,3.38009,10.9394,3.38234,10.8667,3.42694,10.6061
2.89546,6.55301,3.02793,6.50834,2.86679,6.45752,3.38982,10.8778,3.39219,10.8055,3.43688,10.5515
2.90363,6.54572,3.03581,6.51175,2.87533,6.44945,3.39961,10.8179,3.40207,10.746,3.44684,10.4984
2.91216,6.53811,3.04381,6.51642,2.88357,6.44252,3.40944,10.7595,3.41197,10.688,3.4568,10.4442
2.92053,6.53152,3.05166,6.51949,2.8918,6.43568,3.4193,10.7027,3.4219,10.6317,3.46677,10.3917
2.92861,6.5262,3.0583,6.52458,2.89975,6.43058,3.4292,10.6475,3.43183,10.5769,3.47675,10.341
2.93654,6.5218,3.06417,6.52831,2.9077,6.42678,3.43911,10.5938,3.44178,10.5236,3.48673,10.2919
2.94447,6.5176,3.07003,6.53214,2.91539,6.4256,3.44904,10.5408,3.45174,10.4701,3.49672,10.2444
2.95227,6.51445,3.07582,6.53582,2.92296,6.42473,3.45898,10.4874,3.46171,10.4171,3.50671,10.1984
2.96033,6.51203,3.08161,6.5383,2.93052,6.42457,3.46894,10.4357,3.47169,10.3659,3.5167,10.154
2.96824,6.51073,3.08734,6.53998,2.93809,6.42363,3.4789,10.3857,3.48167,10.3163,3.52607,10.1115
2.97627,6.50974,3.09329,6.54048,2.94566,6.42502,3.48887,10.3372,3.49165,10.2682,3.53557,10.0703
2.98416,6.50919,3.09924,6.54047,2.9531,6.42613,3.49885,10.2903,3.50164,10.2217,3.54517,10.0304
2.99216,6.509,3.10519,6.53968,2.96055,6.42942,3.50883,10.2449,3.51163,10.1767,3.55484,9.99177
2.9999,6.50986,3.11115,6.53845,2.968,6.43207,3.5179,10.2017,3.52118,10.1335,3.56458,9.95433
3.00764,6.51116,3.11732,6.53578,2.97559,6.43675,3.52715,10.1598,3.53082,10.0917,3.57437,9.91773
3.01487,6.513,3.12349,6.53358,2.98317,6.44008,3.53655,10.1191,3.54053,10.0511,3.5842,9.88163
3.02226,6.51534,3.12987,6.52981,2.99053,6.44609,3.54606,10.0797,3.5503,10.0119,3.59407,9.84568
3.02944,6.51808,3.13625,6.52639,2.99789,6.45062,3.55567,10.0415,3.56011,9.97303,3.60396,9.80927
3.03677,6.52106,3.14282,6.52166,3.00525,6.45714,3.56535,10.0032,3.56996,9.93528,3.61342,9.77489
3.0439,6.52403,3.14932,6.51715,3.0125,6.46193,3.5751,9.96641,3.57984,9.89889,3.62299,9.7421
3.05118,6.52724,3.15583,6.51146,3.01975,6.46932,3.5849,9.93091,3.58975,9.86388,3.63265,9.71088
3.05811,6.53018,3.16233,6.50629,3.02681,6.47501,3.59473,9.89416,3.59966,9.82776,3.64238,9.68116
3.06487,6.53314,3.16883,6.49994,3.03368,6.48308,3.6046,9.85828,3.60959,9.79236,3.65216,9.65044
3.07163,6.53595,3.17533,6.49414,3.03995,6.48875,3.61404,9.82438,3.61952,9.75859,3.66198,9.622
3.07857,6.53812,3.18202,6.48723,3.04616,6.49589,3.6236,9.79203,3.62947,9.72638,3.67184,9.59616
3.08541,6.53956,3.18871,6.48094,3.05236,6.50109,3.63324,9.76121,3.63943,9.69581,3.68173,9.57798
3.09243,6.53937,3.1954,6.47387,3.05846,6.50753,3.64296,9.73197,3.6494,9.66547,3.69164,9.56163
3.09927,6.5391,3.20209,6.46705,3.06456,6.51153,3.65273,9.70152,3.65937,9.63563,3.70154,9.54801
3.10595,6.53752,3.20896,6.45968,3.07066,6.51738,3.66255,9.67299,3.66935,9.60831,3.71147,9.53432
3.11249,6.53596,3.21583,6.45247,3.07671,6.52092,3.6724,9.64781,3.67933,9.58921,3.72141,9.52253
3.11902,6.53367,3.2227,6.44491,3.08276,6.52449,3.68228,9.63085,3.68932,9.57182,3.73136,9.51241
3.12556,6.53044,3.22948,6.43771,3.08902,6.52638,3.69219,9.61445,3.69931,9.55727,3.74132,9.50458
3.13202,6.52732,3.23627,6.42986,3.09523,6.52727,3.70211,9.60091,3.7093,9.54417,3.75129,9.49518
3.13836,6.52402,3.24289,6.42279,3.10138,6.52696,3.71205,9.58836,3.71929,9.53133,3.76126,9.50185
3.14469,6.51921,3.24938,6.415,3.10753,6.52831,3.722,9.5766,3.72928,9.52084,3.77124,9.52231
3.15091,6.51513,3.25587,6.40757,3.11388,6.52616,3.73196,9.56633,3.73928,9.51205,3.78122,9.54217
3.15713,6.50994,3.26235,6.39971,3.12044,6.52367,3.74193,9.55856,3.74927,9.50204,3.79121,9.5597
3.16329,6.50486,3.26871,6.39231,3.12718,6.52152,3.7519,9.54948,3.75927,9.49747,3.8012,9.57827
3.16945,6.49907,3.27506,6.38367,3.13392,6.51714,3.76188,9.5464,3.76927,9.51793,3.81119,9.59646
3.17556,6.49333,3.28142,6.37531,3.14083,6.513,3.77186,9.56699,3.77926,9.53883,3.82118,9.61583
3.18167,6.48719,3.28778,6.36616,3.14775,6.50854,3.78185,9.58716,3.78926,9.55792,3.83118,9.63499
3.18764,6.48146,3.29433,6.35591,3.15483,6.50247,3.79184,9.60501,3.79926,9.57613,3.84117,9.65546
3.19353,6.47483,3.30088,6.34486,3.16192,6.49717,3.80183,9.62393,3.80926,9.59397,3.85117,9.67529
3.19938,6.46917,3.30762,6.33371,3.16916,6.49015,3.81182,9.64232,3.81926,9.613,3.86117,9.69562
3.20522,6.46246,3.31436,6.32296,3.17655,6.4845,3.82181,9.66193,3.82926,9.63182,3.87116,9.7177
3.211,6.45645,3.32102,6.31245,3.18394,6.47655,3.83181,9.68124,3.83926,9.65195,3.88116,9.74163
3.21677,6.44985,3.32786,6.30216,3.19133,6.46935,3.84181,9.70183,3.84926,9.67151,3.89116,9.76689
3.22247,6.44353,3.33507,6.29173,3.19886,6.46193,3.8518,9.72112,3.85926,9.69188,3.90116,9.79331
3.22809,6.43694,3.34243,6.28145,3.20639,6.45378,3.8618,9.74144,3.86926,9.71313,3.91116,9.82083
3.23366,6.43063,3.34994,6.27116,3.21405,6.446,3.8718,9.76364,3.87925,9.73662,3.92116,9.84929
3.23946,6.42394,3.35774,6.25998,3.22172,6.43758,3.8818,9.78754,3.88925,9.76142,3.93116,9.87833
3.24517,6.41694,3.36597,6.2486,3.22951,6.4295,3.8918,9.81289,3.89925,9.78748,3.94115,9.90535
3.25081,6.41036,3.37455,6.23841,3.2373,6.42083,3.90179,9.83943,3.90925,9.81468,3.95115,9.93215
3.25645,6.40365,3.38341,6.22922,3.24496,6.41271,3.91179,9.86702,3.91925,9.84291,3.96115,9.96049
3.2621,6.39643,3.39249,6.22017,3.25239,6.40405,3.92179,9.89558,3.92925,9.87201,3.97115,9.99009
3.26771,6.3892,3.40177,6.21124,3.25982,6.39552,3.93179,9.92306,3.93925,9.9011,3.98115,10.0203
3.27333,6.38138,3.41066,6.20268,3.26704,6.38692,3.94179,9.94939,3.94925,9.93083,3.99115,10.0552
